,person.type,person.value,religion.xml:lang,religion.type,religion.value,personLabel.xml:lang,personLabel.type,personLabel.value
964,uri,http://www.wikidata.org/entity/Q57431683,,,,en,literal,Zulqarnain H. Khattak
965,uri,http://www.wikidata.org/entity/Q57431707,,,,en,literal,Tarun Jain
966,uri,http://www.wikidata.org/entity/Q57431727,,,,en,literal,Mark Sicoli
967,uri,http://www.wikidata.org/entity/Q57431744,,,,en,literal,Adam Phillips
968,uri,http://www.wikidata.org/entity/Q57431751,,,,en,literal,Young Hahn
969,uri,http://www.wikidata.org/entity/Q57431817,,,,en,literal,Gregory Smith
970,uri,http://www.wikidata.org/entity/Q57431840,,,,en,literal,Linxiao Geng
971,uri,http://www.wikidata.org/entity/Q57431893,,,,en,literal,Vijay Ganta
972,uri,http://www.wikidata.org/entity/Q57431946,,,,en,literal,Lawrence E. Rose
973,uri,http://www.wikidata.org/entity/Q57431958,,,,en,literal,Edith Clowes
974,uri,http://www.wikidata.org/entity/Q57431980,,,,en,literal,Ian Harrison
975,uri,http://www.wikidata.org/entity/Q57432005,,,,en,literal,Rahul Sharma
976,uri,http://www.wikidata.org/entity/Q57432037,,,,en,literal,Wenjun Xin
977,uri,http://www.wikidata.org/entity/Q57432156,,,,en,literal,Rachel Kon
978,uri,http://www.wikidata.org/entity/Q57432205,,,,en,literal,Daniel Perez-Rapela
979,uri,http://www.wikidata.org/entity/Q57432209,,,,en,literal,Scott Douglas
980,uri,http://www.wikidata.org/entity/Q57432213,,,,en,literal,Walter Ott
981,uri,http://www.wikidata.org/entity/Q57432262,,,,en,literal,Janet Spittler
982,uri,http://www.wikidata.org/entity/Q57432297,,,,en,literal,Haoyu Wang
983,uri,http://www.wikidata.org/entity/Q57432331,,,,en,literal,Md Masudur Rahman
984,uri,http://www.wikidata.org/entity/Q57432347,,,,en,literal,Liang Dong
985,uri,http://www.wikidata.org/entity/Q57432363,,,,en,literal,Jason Chruma
986,uri,http://www.wikidata.org/entity/Q57432416,,,,en,literal,Andrea Zimmerman
987,uri,http://www.wikidata.org/entity/Q57432433,,,,en,literal,Kara Weisman
988,uri,http://www.wikidata.org/entity/Q57432462,,,,en,literal,Prem Batchala
989,uri,http://www.wikidata.org/entity/Q57432514,,,,en,literal,E Michael Gerli
990,uri,http://www.wikidata.org/entity/Q57432524,,,,en,literal,Rebecca Coleman
991,uri,http://www.wikidata.org/entity/Q57432558,,,,en,literal,Patricia Werhane
992,uri,http://www.wikidata.org/entity/Q57432563,,,,en,literal,Patrizia Barria
993,uri,http://www.wikidata.org/entity/Q57432612,,,,en,literal,Joanna Curran
994,uri,http://www.wikidata.org/entity/Q57432666,,,,en,literal,Carl Lynch
995,uri,http://www.wikidata.org/entity/Q57432741,,,,en,literal,Robert Switzer
996,uri,http://www.wikidata.org/entity/Q57432841,,,,en,literal,Lia Sandilos
997,uri,http://www.wikidata.org/entity/Q57432844,,,,en,literal,Terance Rephann
998,uri,http://www.wikidata.org/entity/Q57432900,,,,en,literal,Catherine Dukes
999,uri,http://www.wikidata.org/entity/Q57432908,,,,en,literal,Michael Weber
1000,uri,http://www.wikidata.org/entity/Q57432924,,,,en,literal,Baomin Wang
1001,uri,http://www.wikidata.org/entity/Q57432942,,,,en,literal,Gonaduwage Perera
1002,uri,http://www.wikidata.org/entity/Q57432967,,,,en,literal,Eric Hatch
1003,uri,http://www.wikidata.org/entity/Q57432992,,,,en,literal,Ethan Gruber
1004,uri,http://www.wikidata.org/entity/Q57433052,,,,en,literal,Francine Garrett-Bakelman
1005,uri,http://www.wikidata.org/entity/Q57433057,,,,en,literal,Matthew David Litwa
1006,uri,http://www.wikidata.org/entity/Q57433100,,,,en,literal,Zhen Yan
1007,uri,http://www.wikidata.org/entity/Q57433120,,,,en,literal,Glenn Miller
1008,uri,http://www.wikidata.org/entity/Q57433147,,,,en,literal,ying wang
1009,uri,http://www.wikidata.org/entity/Q57433144,,,,en,literal,Elizabeth Tacket Rogawski
1010,uri,http://www.wikidata.org/entity/Q57433184,,,,en,literal,Kristin Jensen
1011,uri,http://www.wikidata.org/entity/Q57433197,,,,en,literal,Karla I. Loya
1012,uri,http://www.wikidata.org/entity/Q57433218,,,,en,literal,B. Jill Venton
1013,uri,http://www.wikidata.org/entity/Q57433285,,,,en,literal,Jeffrey Crane
1014,uri,http://www.wikidata.org/entity/Q57433290,,,,en,literal,Sonam Kachru
1015,uri,http://www.wikidata.org/entity/Q57433370,,,,en,literal,W.N. Martin
1016,uri,http://www.wikidata.org/entity/Q57433423,,,,en,literal,Haoyi Xiong
1017,uri,http://www.wikidata.org/entity/Q57433449,,,,en,literal,Jing Hou
1018,uri,http://www.wikidata.org/entity/Q57433453,,,,en,literal,Ben Pogodzinski
1019,uri,http://www.wikidata.org/entity/Q57433524,,,,en,literal,Sherry H. Lake
1020,uri,http://www.wikidata.org/entity/Q57433534,,,,en,literal,Dinko Pocanic
1021,uri,http://www.wikidata.org/entity/Q57433538,,,,en,literal,Huiwang Ai
1022,uri,http://www.wikidata.org/entity/Q57433559,,,,en,literal,Lynda Clendenning
1023,uri,http://www.wikidata.org/entity/Q57433583,,,,en,literal,"De Forest Mellon, Jr."
1024,uri,http://www.wikidata.org/entity/Q57433588,,,,en,literal,Alexandra F. DeJong
1025,uri,http://www.wikidata.org/entity/Q57433658,,,,en,literal,Winston Barham
1026,uri,http://www.wikidata.org/entity/Q57433736,,,,en,literal,Aynne Kokas
1027,uri,http://www.wikidata.org/entity/Q57433747,,,,en,literal,Madhur Behl
1028,uri,http://www.wikidata.org/entity/Q57433829,,,,en,literal,Michele Claibourn
1029,uri,http://www.wikidata.org/entity/Q57433866,,,,en,literal,Zhanyu Yang
1030,uri,http://www.wikidata.org/entity/Q57433894,,,,en,literal,Eric Chang
1031,uri,http://www.wikidata.org/entity/Q57433900,,,,en,literal,Joseph Obeid
1032,uri,http://www.wikidata.org/entity/Q57433919,,,,en,literal,Imanol Ordorika
1033,uri,http://www.wikidata.org/entity/Q57433944,,,,en,literal,Melvin N. Wilson
1034,uri,http://www.wikidata.org/entity/Q57433949,,,,en,literal,J.A. Passipieri
1035,uri,http://www.wikidata.org/entity/Q57434022,,,,en,literal,Zhenhuan Zhao
1036,uri,http://www.wikidata.org/entity/Q57434102,,,,en,literal,Kamran Kowsari
1037,uri,http://www.wikidata.org/entity/Q57434196,,,,en,literal,Dheerendra Prasad
1038,uri,http://www.wikidata.org/entity/Q57434238,,,,en,literal,Ayotunde Dokun
1039,uri,http://www.wikidata.org/entity/Q57434242,,,,en,literal,Gregory Mitchell
1040,uri,http://www.wikidata.org/entity/Q57434335,,,,en,literal,Florence Breslin
1041,uri,http://www.wikidata.org/entity/Q57434356,,,,en,literal,Suresh Kumar Mendu
1042,uri,http://www.wikidata.org/entity/Q57434369,,,,en,literal,Liheng Cai
1043,uri,http://www.wikidata.org/entity/Q57434433,,,,en,literal,Qizhang Jia
1044,uri,http://www.wikidata.org/entity/Q57434515,,,,en,literal,Prasad Trivedi
1045,uri,http://www.wikidata.org/entity/Q57434529,,,,en,literal,Gary Koenig
1046,uri,http://www.wikidata.org/entity/Q57434534,,,,en,literal,Jeff Lapierre
1047,uri,http://www.wikidata.org/entity/Q57434619,,,,en,literal,Manikarna Dinda
1048,uri,http://www.wikidata.org/entity/Q57434627,,,,en,literal,Kyoko Yoshida
1049,uri,http://www.wikidata.org/entity/Q57434640,,,,en,literal,Daniele Fulvio
1050,uri,http://www.wikidata.org/entity/Q57434661,,,,en,literal,Houston Wood
1051,uri,http://www.wikidata.org/entity/Q57434712,,,,en,literal,Robert Kelly
1052,uri,http://www.wikidata.org/entity/Q57434738,,,,en,literal,Elizabeth Gorman
1053,uri,http://www.wikidata.org/entity/Q57434741,,,,en,literal,E. Meade Spratley
1054,uri,http://www.wikidata.org/entity/Q57434759,,,,en,literal,Bankim Sanghavi
1055,uri,http://www.wikidata.org/entity/Q57434763,,,,en,literal,Charles Miks
1056,uri,http://www.wikidata.org/entity/Q57434779,,,,en,literal,Scott Imig
1057,uri,http://www.wikidata.org/entity/Q57434794,,,,en,literal,Dongxiao
1058,uri,http://www.wikidata.org/entity/Q57434852,,,,en,literal,xiaorong liu
1059,uri,http://www.wikidata.org/entity/Q57434955,,,,en,literal,Sean Elliott
1060,uri,http://www.wikidata.org/entity/Q57434967,,,,en,literal,Barbara Wilson
1061,uri,http://www.wikidata.org/entity/Q57434971,,,,en,literal,Allison Margaret Bigelow
1062,uri,http://www.wikidata.org/entity/Q57434976,,,,en,literal,Yijing Xie
1063,uri,http://www.wikidata.org/entity/Q57435049,,,,en,literal,"Linda W Martin, MD, MPH"
1064,uri,http://www.wikidata.org/entity/Q57435083,,,,en,literal,Janet Herman
1065,uri,http://www.wikidata.org/entity/Q57435086,,,,en,literal,Marek Grabowski
1066,uri,http://www.wikidata.org/entity/Q57435091,,,,en,literal,Mimi Shin
1067,uri,http://www.wikidata.org/entity/Q57435094,,,,en,literal,Harsha Chelliah
1068,uri,http://www.wikidata.org/entity/Q57435140,,,,en,literal,Meredith Zettlemoyer
1069,uri,http://www.wikidata.org/entity/Q57435146,,,,en,literal,James Bergin
1070,uri,http://www.wikidata.org/entity/Q57435192,,,,en,literal,Chengping Wu
1071,uri,http://www.wikidata.org/entity/Q57435197,,,,en,literal,Sidney A. Bush
1072,uri,http://www.wikidata.org/entity/Q57435204,,,,en,literal,Tracy Kelly
1073,uri,http://www.wikidata.org/entity/Q57435219,,,,en,literal,Luriel Smith-Harrison
1074,uri,http://www.wikidata.org/entity/Q57435243,,,,en,literal,Robert Berry
1075,uri,http://www.wikidata.org/entity/Q57435274,,,,en,literal,Andrew Mondschein
1076,uri,http://www.wikidata.org/entity/Q57435319,,,,en,literal,Audrey Gutierrez
1077,uri,http://www.wikidata.org/entity/Q57435453,,,,en,literal,Oleksii Boldyriev
1078,uri,http://www.wikidata.org/entity/Q57435468,,,,en,literal,Pankaj Kumar
1079,uri,http://www.wikidata.org/entity/Q57435738,,,,en,literal,Brendy Rincon Troconis
1080,uri,http://www.wikidata.org/entity/Q57435741,,,,en,literal,Dr. Jorg Sieweke
1081,uri,http://www.wikidata.org/entity/Q57435815,,,,en,literal,Nicholas Napoli
1082,uri,http://www.wikidata.org/entity/Q57435849,,,,en,literal,Nicholas Winter
1083,uri,http://www.wikidata.org/entity/Q57435853,,,,en,literal,Gert-Jan Duine
1084,uri,http://www.wikidata.org/entity/Q57435977,,,,en,literal,Edmund Chun Ming Tse
1085,uri,http://www.wikidata.org/entity/Q57435988,,,,en,literal,Alberta Paul
1086,uri,http://www.wikidata.org/entity/Q57436104,,,,en,literal,Matthew Burrus
1087,uri,http://www.wikidata.org/entity/Q57436144,,,,en,literal,Min-Woong Sohn
1088,uri,http://www.wikidata.org/entity/Q57436191,,,,en,literal,Xiaoying Cai
1089,uri,http://www.wikidata.org/entity/Q57436194,,,,en,literal,Melvin L. Butler
1090,uri,http://www.wikidata.org/entity/Q57436211,,,,en,literal,Laura Burger
1091,uri,http://www.wikidata.org/entity/Q57436266,,,,en,literal,Raymond Santucci
1092,uri,http://www.wikidata.org/entity/Q57436303,,,,en,literal,Ryan Wright
1093,uri,http://www.wikidata.org/entity/Q57436353,,,,en,literal,Cody Smith
1094,uri,http://www.wikidata.org/entity/Q57436360,,,,en,literal,Jizhao Zang
1095,uri,http://www.wikidata.org/entity/Q57436393,,,,en,literal,Michael Lawrence
1096,uri,http://www.wikidata.org/entity/Q57436422,,,,en,literal,Jose Fernando Garcia Tirado
1097,uri,http://www.wikidata.org/entity/Q57436456,,,,en,literal,Landon Lempke
1098,uri,http://www.wikidata.org/entity/Q57436469,,,,en,literal,Olga Cherepanova
1099,uri,http://www.wikidata.org/entity/Q57436473,,,,en,literal,John Einhorn
1100,uri,http://www.wikidata.org/entity/Q57436520,,,,en,literal,Isola Brown
1101,uri,http://www.wikidata.org/entity/Q57436524,,,,en,literal,Mark G. Bilby
1102,uri,http://www.wikidata.org/entity/Q57436542,,,,en,literal,Michael J. Hightower
1103,uri,http://www.wikidata.org/entity/Q57436598,,,,en,literal,Patricia Combs
1104,uri,http://www.wikidata.org/entity/Q57436601,,,,en,literal,Jon Ihlefeld
1105,uri,http://www.wikidata.org/entity/Q57436647,,,,en,literal,Diane Rosin
1106,uri,http://www.wikidata.org/entity/Q57436685,,,,en,literal,Dave Ghamandi
1107,uri,http://www.wikidata.org/entity/Q57436734,,,,en,literal,Noam Soker
1108,uri,http://www.wikidata.org/entity/Q57436737,,,,en,literal,Daniel Chávez
1109,uri,http://www.wikidata.org/entity/Q57436790,,,,en,literal,William McAllister
1110,uri,http://www.wikidata.org/entity/Q57436834,,,,en,literal,Rachel Eveleth
1111,uri,http://www.wikidata.org/entity/Q57436856,,,,en,literal,Richard Sundberg
1112,uri,http://www.wikidata.org/entity/Q57436915,,,,en,literal,Jay  Hertel
1113,uri,http://www.wikidata.org/entity/Q57436921,,,,en,literal,eugene barrett
1114,uri,http://www.wikidata.org/entity/Q57436927,,,,en,literal,Bernard Frischer
1115,uri,http://www.wikidata.org/entity/Q57436932,,,,en,literal,Erika Peterson
1116,uri,http://www.wikidata.org/entity/Q57436942,,,,en,literal,Richard Westphal
1117,uri,http://www.wikidata.org/entity/Q57436973,,,,en,literal,Guanyi Leu
1118,uri,http://www.wikidata.org/entity/Q57437003,,,,en,literal,John O'Connell
1119,uri,http://www.wikidata.org/entity/Q57437009,,,,en,literal,Henry Wilbur
1120,uri,http://www.wikidata.org/entity/Q57437014,,,,en,literal,Ivey Glendon
1121,uri,http://www.wikidata.org/entity/Q57437033,,,,en,literal,HyungJun Cho
1122,uri,http://www.wikidata.org/entity/Q57437103,,,,en,literal,Kevin Grise
1123,uri,http://www.wikidata.org/entity/Q57437155,,,,en,literal,Uma Nayak
1124,uri,http://www.wikidata.org/entity/Q57437217,,,,en,literal,John McLaren
1125,uri,http://www.wikidata.org/entity/Q57437249,,,,en,literal,Vitold Galkin
1126,uri,http://www.wikidata.org/entity/Q57437264,,,,en,literal,Luc Rey-Bellet
1127,uri,http://www.wikidata.org/entity/Q57437357,,,,en,literal,James Allison
1128,uri,http://www.wikidata.org/entity/Q57437432,,,,en,literal,Ann Backof
1129,uri,http://www.wikidata.org/entity/Q57437474,,,,en,literal,Wenyue Sun
1130,uri,http://www.wikidata.org/entity/Q57437494,,,,en,literal,Gustavo Rohde
1131,uri,http://www.wikidata.org/entity/Q57437518,,,,en,literal,Bocheng Yin
1132,uri,http://www.wikidata.org/entity/Q57437543,,,,en,literal,James Blair
1133,uri,http://www.wikidata.org/entity/Q57437622,,,,en,literal,Ben Webster
1134,uri,http://www.wikidata.org/entity/Q57437675,,,,en,literal,Jeremiah D. Reilly
1135,uri,http://www.wikidata.org/entity/Q57437697,,,,en,literal,Stéphane Gorsse
1136,uri,http://www.wikidata.org/entity/Q57437739,,,,en,literal,Christopher Wallace
1137,uri,http://www.wikidata.org/entity/Q57437773,,,,en,literal,Xinlin Yang
1138,uri,http://www.wikidata.org/entity/Q57437800,,,,en,literal,Tsuyoshi Inoue
1139,uri,http://www.wikidata.org/entity/Q57437806,,,,en,literal,Darryl Brown
1140,uri,http://www.wikidata.org/entity/Q57437829,,,,en,literal,Evan Kaufman
1141,uri,http://www.wikidata.org/entity/Q57437839,,,,en,literal,Margaret Plews-Ogan
1142,uri,http://www.wikidata.org/entity/Q57437843,,,,en,literal,Cheng Qian
1143,uri,http://www.wikidata.org/entity/Q57437877,,,,en,literal,Bakinam Essawy
1144,uri,http://www.wikidata.org/entity/Q57437883,,,,en,literal,John Lippolis
1145,uri,http://www.wikidata.org/entity/Q57437923,,,,en,literal,Daniel Hobley
1146,uri,http://www.wikidata.org/entity/Q57437951,,,,en,literal,Fu-i Lu
1147,uri,http://www.wikidata.org/entity/Q57437973,,,,en,literal,Bradford Houska
1148,uri,http://www.wikidata.org/entity/Q57437981,,,,en,literal,Margaret Shupnik
1149,uri,http://www.wikidata.org/entity/Q57437996,,,,en,literal,Su Kim
1150,uri,http://www.wikidata.org/entity/Q57438039,,,,en,literal,Jacquelyn Shuman
1151,uri,http://www.wikidata.org/entity/Q57438036,,,,en,literal,Dong Zhang
1152,uri,http://www.wikidata.org/entity/Q57438141,,,,en,literal,Joanna L. Williams
1153,uri,http://www.wikidata.org/entity/Q57438224,,,,en,literal,Eric Maslen
1154,uri,http://www.wikidata.org/entity/Q57438240,,,,en,literal,Shiran Victoria Shen
1155,uri,http://www.wikidata.org/entity/Q57438249,,,,en,literal,Yukang Feng
1156,uri,http://www.wikidata.org/entity/Q57438288,,,,en,literal,Craig S. Nunemaker
1157,uri,http://www.wikidata.org/entity/Q57438307,,,,en,literal,Edward Murphy
1158,uri,http://www.wikidata.org/entity/Q57438320,,,,en,literal,Tianran Chen
1159,uri,http://www.wikidata.org/entity/Q57438431,,,,en,literal,Alden Doyle
1160,uri,http://www.wikidata.org/entity/Q57438483,,,,en,literal,John Porter
1161,uri,http://www.wikidata.org/entity/Q57438495,,,,en,literal,Alexis Harris
1162,uri,http://www.wikidata.org/entity/Q57438559,,,,en,literal,Jackie Shieh
1163,uri,http://www.wikidata.org/entity/Q57438565,,,,en,literal,Harry Thacker
1164,uri,http://www.wikidata.org/entity/Q57438579,,,,en,literal,Min Ren
1165,uri,http://www.wikidata.org/entity/Q57438594,,,,en,literal,Andrew Jansen
1166,uri,http://www.wikidata.org/entity/Q57438679,,,,en,literal,Pedro Matos
1167,uri,http://www.wikidata.org/entity/Q57438720,,,,en,literal,Jocelyn Triplett
1168,uri,http://www.wikidata.org/entity/Q57438757,,,,en,literal,Marcelo Fama
1169,uri,http://www.wikidata.org/entity/Q57438780,,,,en,literal,Rachel Pierce
1170,uri,http://www.wikidata.org/entity/Q57438851,,,,en,literal,Warren Coats
1171,uri,http://www.wikidata.org/entity/Q57438856,,,,en,literal,Robert German
1172,uri,http://www.wikidata.org/entity/Q57438871,,,,en,literal,Peng Tong
1173,uri,http://www.wikidata.org/entity/Q57438881,,,,en,literal,Christopher Carl Neu
1174,uri,http://www.wikidata.org/entity/Q57438885,,,,en,literal,dana redick
1175,uri,http://www.wikidata.org/entity/Q57438890,,,,en,literal,Luiz Carlos Salay
1176,uri,http://www.wikidata.org/entity/Q57438939,,,,en,literal,Bradley Cox
1177,uri,http://www.wikidata.org/entity/Q57438944,,,,en,literal,Maiko Kofu
1178,uri,http://www.wikidata.org/entity/Q57438960,,,,en,literal,Bethany Gordon
1179,uri,http://www.wikidata.org/entity/Q57439062,,,,en,literal,samuel carstensen
1180,uri,http://www.wikidata.org/entity/Q57439091,,,,en,literal,Craig Heinke
1181,uri,http://www.wikidata.org/entity/Q57439120,,,,en,literal,Sarah Bauer
1182,uri,http://www.wikidata.org/entity/Q57439152,,,,en,literal,Robin Uchiyama
1183,uri,http://www.wikidata.org/entity/Q57439162,,,,en,literal,Md Abu Sayeed Mondol
1184,uri,http://www.wikidata.org/entity/Q57439188,,,,en,literal,Michael Kennedy
1185,uri,http://www.wikidata.org/entity/Q57439223,,,,en,literal,Jon Peede
1186,uri,http://www.wikidata.org/entity/Q57439410,,,,en,literal,Y. Julia Yu
1187,uri,http://www.wikidata.org/entity/Q57439435,,,,en,literal,Quanjun Cui
1188,uri,http://www.wikidata.org/entity/Q57439440,,,,en,literal,jagannatha Rao kosagisharaf
1189,uri,http://www.wikidata.org/entity/Q57439492,,,,en,literal,Anita Clayton
1190,uri,http://www.wikidata.org/entity/Q57439497,,,,en,literal,Daniel Becker
1191,uri,http://www.wikidata.org/entity/Q57439507,,,,en,literal,Leticia Valadez
1192,uri,http://www.wikidata.org/entity/Q57439535,,,,en,literal,Waitman Beorn
1193,uri,http://www.wikidata.org/entity/Q57439586,,,,en,literal,Caroline Addington
1194,uri,http://www.wikidata.org/entity/Q57439615,,,,en,literal,Clifton Franklund
1195,uri,http://www.wikidata.org/entity/Q57439639,,,,en,literal,Kevin Hart
1196,uri,http://www.wikidata.org/entity/Q57439653,,,,en,literal,B. Brian Park
1197,uri,http://www.wikidata.org/entity/Q57439677,,,,en,literal,Leonid Petrov
1198,uri,http://www.wikidata.org/entity/Q57439684,,,,en,literal,Nicole Gilbertson
1199,uri,http://www.wikidata.org/entity/Q57439704,,,,en,literal,Shawn Floyd
1200,uri,http://www.wikidata.org/entity/Q57439784,,,,en,literal,mazhar  adli
1201,uri,http://www.wikidata.org/entity/Q57439815,,,,en,literal,Hongxu Dong
1202,uri,http://www.wikidata.org/entity/Q57439906,,,,en,literal,Carlos Otero
1203,uri,http://www.wikidata.org/entity/Q57439950,,,,en,literal,Beth Picknally Camden
1204,uri,http://www.wikidata.org/entity/Q57439995,,,,en,literal,Rekha Garg
1205,uri,http://www.wikidata.org/entity/Q57440016,,,,en,literal,Anne Washington
1206,uri,http://www.wikidata.org/entity/Q57440123,,,,en,literal,Balashankar Mulloth
1207,uri,http://www.wikidata.org/entity/Q57440165,,,,en,literal,Peter Schauss
1208,uri,http://www.wikidata.org/entity/Q57452547,,,,en,literal,Peter Dallas
1209,uri,http://www.wikidata.org/entity/Q57483512,,,,en,literal,Ava Lena Waldman
1210,uri,http://www.wikidata.org/entity/Q57488682,,,,en,literal,Joanna I Loch
1211,uri,http://www.wikidata.org/entity/Q57490137,,,,en,literal,Luis Pancorbo
1212,uri,http://www.wikidata.org/entity/Q57500179,,,,en,literal,Sara Murphy
1213,uri,http://www.wikidata.org/entity/Q57512994,,,,en,literal,Lauren Ilsedore Cleeves
1214,uri,http://www.wikidata.org/entity/Q57515880,,,,en,literal,Allan C Stam
1215,uri,http://www.wikidata.org/entity/Q57515936,,,,en,literal,Marilyne Stains
1216,uri,http://www.wikidata.org/entity/Q57548546,,,,en,literal,Saurabh S Kulkarni
1217,uri,http://www.wikidata.org/entity/Q57697414,,,,en,literal,Erin M Shriver
1218,uri,http://www.wikidata.org/entity/Q57743869,,,,en,literal,Yao-Lun Yang
1219,uri,http://www.wikidata.org/entity/Q57868874,,,,en,literal,Joshua N Edokpayi
1220,uri,http://www.wikidata.org/entity/Q58063054,,,,en,literal,David Eddy Spicer
1221,uri,http://www.wikidata.org/entity/Q58066743,,,,en,literal,Lawrence Band
1222,uri,http://www.wikidata.org/entity/Q58158440,,,,en,literal,Robert Berry
1223,uri,http://www.wikidata.org/entity/Q58216314,,,,en,literal,Raghavendra G Mirmira
1224,uri,http://www.wikidata.org/entity/Q58223593,,,,en,literal,Jonathan L. Goodall
1225,uri,http://www.wikidata.org/entity/Q58246472,,,,en,literal,Christian R. Hayes
1226,uri,http://www.wikidata.org/entity/Q58344748,,,,en,literal,Alexander Wailan
1227,uri,http://www.wikidata.org/entity/Q58416142,,,,en,literal,Sana Syed
1228,uri,http://www.wikidata.org/entity/Q58484649,,,,en,literal,Craig Sarazin
1229,uri,http://www.wikidata.org/entity/Q58494998,,,,en,literal,Julie Bergner
1230,uri,http://www.wikidata.org/entity/Q58528260,,,,en,literal,A. John Simmons
1231,uri,http://www.wikidata.org/entity/Q58755196,,,,en,literal,Stacey Sinclair
1232,uri,http://www.wikidata.org/entity/Q58934394,,,,en,literal,Jaideep Kapur
1233,uri,http://www.wikidata.org/entity/Q58975160,,,,en,literal,John Nesselroade
1234,uri,http://www.wikidata.org/entity/Q59161739,,,,en,literal,Kristin A Guertin
1235,uri,http://www.wikidata.org/entity/Q59202911,,,,en,literal,Abaz Kryemadhi
1236,uri,http://www.wikidata.org/entity/Q59244276,,,,en,literal,Leo Selavo
1237,uri,http://www.wikidata.org/entity/Q59268486,,,,en,literal,Kenneth Abraham
1238,uri,http://www.wikidata.org/entity/Q59325325,,,,en,literal,Rachel Keen
1239,uri,http://www.wikidata.org/entity/Q59356463,,,,en,literal,Ilse Cleeves
1240,uri,http://www.wikidata.org/entity/Q59430803,,,,en,literal,Kath Weston
1241,uri,http://www.wikidata.org/entity/Q59468245,,,,en,literal,M.G. Moharam
1242,uri,http://www.wikidata.org/entity/Q59539142,,,,en,literal,Lindsay O Prothro
1243,uri,http://www.wikidata.org/entity/Q59557349,,,,en,literal,Junjun Zhu
1244,uri,http://www.wikidata.org/entity/Q59558722,,,,en,literal,Mingna Liu
1245,uri,http://www.wikidata.org/entity/Q59578408,,,,en,literal,Matthew Devall
1246,uri,http://www.wikidata.org/entity/Q59655814,,,,en,literal,Robert M. Epstein
1247,uri,http://www.wikidata.org/entity/Q59662012,,,,en,literal,Lisa M Blair
1248,uri,http://www.wikidata.org/entity/Q59662111,,,,en,literal,Coy Barefoot
1249,uri,http://www.wikidata.org/entity/Q59669159,,,,en,literal,Steven Majewski
1250,uri,http://www.wikidata.org/entity/Q59683673,,,,en,literal,Helmy M Siragy
1251,uri,http://www.wikidata.org/entity/Q59689926,,,,en,literal,Sona Ghadimi
1252,uri,http://www.wikidata.org/entity/Q59692828,,,,en,literal,Eduard Dumitrescu
1253,uri,http://www.wikidata.org/entity/Q59750312,,,,en,literal,John Hossack
1254,uri,http://www.wikidata.org/entity/Q59846494,,,,en,literal,Jon P. Ramsey
1255,uri,http://www.wikidata.org/entity/Q59916617,,,,en,literal,Erfan Pakdamanian
1256,uri,http://www.wikidata.org/entity/Q59952624,,,,en,literal,Eli J. Draizen
1257,uri,http://www.wikidata.org/entity/Q60056337,,,,en,literal,Brie Gertler
1258,uri,http://www.wikidata.org/entity/Q60161916,,,,en,literal,Stephanie Shipp
1259,uri,http://www.wikidata.org/entity/Q60228143,,,,en,literal,Claire M Brown
1260,uri,http://www.wikidata.org/entity/Q60328847,,,,en,literal,Ukpong B Eyo
1261,uri,http://www.wikidata.org/entity/Q60393695,,,,en,literal,Bi-Cheng Zhou
1262,uri,http://www.wikidata.org/entity/Q60449072,,,,en,literal,Jennifer LoCasale-Crouch
1263,uri,http://www.wikidata.org/entity/Q60569884,,,,en,literal,William W. Sihler
1264,uri,http://www.wikidata.org/entity/Q60617463,,,,en,literal,Theodore E. Batchman
1265,uri,http://www.wikidata.org/entity/Q60676758,,,,en,literal,Robert E. Emery
1266,uri,http://www.wikidata.org/entity/Q60734938,,,,en,literal,Robert Sellers
1267,uri,http://www.wikidata.org/entity/Q60784773,,,,en,literal,Lanice Avery
1268,uri,http://www.wikidata.org/entity/Q60784790,,,,en,literal,Sophie Trawalter
1269,uri,http://www.wikidata.org/entity/Q60977037,,,,en,literal,Melissa M Kendall
1270,uri,http://www.wikidata.org/entity/Q60988918,,,,en,literal,Christine Mitchell
1271,uri,http://www.wikidata.org/entity/Q61045269,,,,en,literal,Craig H. Benson
1272,uri,http://www.wikidata.org/entity/Q61139667,,,,en,literal,Michael B Black
1273,uri,http://www.wikidata.org/entity/Q61142635,,,,en,literal,Mohammad Sharifian Gh.
1274,uri,http://www.wikidata.org/entity/Q61157693,,,,en,literal,Mohammad Fallahi-Sichani
1275,uri,http://www.wikidata.org/entity/Q61160417,,,,en,literal,John H Bushweller
1276,uri,http://www.wikidata.org/entity/Q61179413,,,,en,literal,Koong Yi
1277,uri,http://www.wikidata.org/entity/Q61296751,,,,en,literal,David Nemer
1278,uri,http://www.wikidata.org/entity/Q61372601,,,,en,literal,Vivian C. Wong
1279,uri,http://www.wikidata.org/entity/Q61478766,,,,en,literal,Dana K Dawson
1280,uri,http://www.wikidata.org/entity/Q61480711,,,,en,literal,Andrew T Grainger
1281,uri,http://www.wikidata.org/entity/Q61610534,,,,en,literal,Catherine Pilcher Bradshaw
1282,uri,http://www.wikidata.org/entity/Q61613300,,,,en,literal,Jack Naglieri
1283,uri,http://www.wikidata.org/entity/Q61627797,,,,en,literal,Jixie Zhang
1284,uri,http://www.wikidata.org/entity/Q61644111,,,,en,literal,William Weaver Austin
1285,uri,http://www.wikidata.org/entity/Q61658027,,,,en,literal,Ralph Lerner
