,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value
348,uri,http://www.wikidata.org/entity/Q42808424,en,literal,Michael L. Pace
349,uri,http://www.wikidata.org/entity/Q42844078,en,literal,Robert G. Sawyer
350,uri,http://www.wikidata.org/entity/Q42855219,en,literal,Adema Ribic
351,uri,http://www.wikidata.org/entity/Q42885945,en,literal,Susan Saliba
352,uri,http://www.wikidata.org/entity/Q28869355,en,literal,Kevin Jerome Everson
353,uri,http://www.wikidata.org/entity/Q29017602,en,literal,Scott C. Beardsley
354,uri,http://www.wikidata.org/entity/Q29387583,en,literal,Kevin Skadron
355,uri,http://www.wikidata.org/entity/Q29452408,en,literal,Lydia Moyer
356,uri,http://www.wikidata.org/entity/Q29563780,en,literal,Richard P. Wenzel
357,uri,http://www.wikidata.org/entity/Q29564378,en,literal,Richard L. Guerrant
358,uri,http://www.wikidata.org/entity/Q29570719,en,literal,Sarah Elizabeth Turner
359,uri,http://www.wikidata.org/entity/Q29571088,en,literal,Amalia Rebecca Miller
360,uri,http://www.wikidata.org/entity/Q30069278,en,literal,Simon P. Anderson
361,uri,http://www.wikidata.org/entity/Q30085386,en,literal,John Darrell Van Horn
362,uri,http://www.wikidata.org/entity/Q30322596,en,literal,James E. Ryan
363,uri,http://www.wikidata.org/entity/Q30323421,en,literal,Mark E. Orazem
364,uri,http://www.wikidata.org/entity/Q5292556,en,literal,Don E. Detmer
365,uri,http://www.wikidata.org/entity/Q5294040,en,literal,Donald Black
366,uri,http://www.wikidata.org/entity/Q5294330,en,literal,Donald F. Hunt
367,uri,http://www.wikidata.org/entity/Q5294615,en,literal,Donald Justice
368,uri,http://www.wikidata.org/entity/Q5294619,en,literal,Donald K. Fry
369,uri,http://www.wikidata.org/entity/Q5295138,en,literal,Donald Shaw
370,uri,http://www.wikidata.org/entity/Q5322126,en,literal,E. Roger Boyle
371,uri,http://www.wikidata.org/entity/Q633049,en,literal,Archibald A. Hill
372,uri,http://www.wikidata.org/entity/Q633081,en,literal,Michael E. Mann
373,uri,http://www.wikidata.org/entity/Q671393,en,literal,David D. Newsom
374,uri,http://www.wikidata.org/entity/Q679164,en,literal,Dumas Malone
375,uri,http://www.wikidata.org/entity/Q5082301,en,literal,Charles S. Venable
376,uri,http://www.wikidata.org/entity/Q5083498,en,literal,Charles Whitebread
377,uri,http://www.wikidata.org/entity/Q5113331,en,literal,Christopher Tilghman
378,uri,http://www.wikidata.org/entity/Q5125004,en,literal,Claes G. Ryn
379,uri,http://www.wikidata.org/entity/Q5126252,en,literal,Clare Shore
380,uri,http://www.wikidata.org/entity/Q5218889,en,literal,Daniel T. Willingham
381,uri,http://www.wikidata.org/entity/Q524236,en,literal,J. Lawrence Smith
382,uri,http://www.wikidata.org/entity/Q528096,en,literal,Deborah Eisenberg
383,uri,http://www.wikidata.org/entity/Q537426,en,literal,James Deetz
384,uri,http://www.wikidata.org/entity/Q558377,en,literal,Wojciech Roszkowski
385,uri,http://www.wikidata.org/entity/Q565495,en,literal,Joseph Wolpe
386,uri,http://www.wikidata.org/entity/Q5337232,en,literal,"Edgar F. Shannon, Jr."
387,uri,http://www.wikidata.org/entity/Q5342503,en,literal,Edward D. Miller
388,uri,http://www.wikidata.org/entity/Q5343039,en,literal,Edward G. Lengel
389,uri,http://www.wikidata.org/entity/Q5344058,en,literal,Edward Larrabee Barnes
390,uri,http://www.wikidata.org/entity/Q5345345,en,literal,Edward Slaughter
391,uri,http://www.wikidata.org/entity/Q1352885,en,literal,Harold Alden
392,uri,http://www.wikidata.org/entity/Q1362347,en,literal,Randall Thompson
393,uri,http://www.wikidata.org/entity/Q16885703,en,literal,Kenneth Singleton
394,uri,http://www.wikidata.org/entity/Q16962308,en,literal,Donald Loach
395,uri,http://www.wikidata.org/entity/Q16971556,en,literal,Daphne Spain
396,uri,http://www.wikidata.org/entity/Q16982810,en,literal,Elizabeth R. Varon
397,uri,http://www.wikidata.org/entity/Q16982959,en,literal,Vivian Thomson
398,uri,http://www.wikidata.org/entity/Q17143971,en,literal,Kurtis Schaeffer
399,uri,http://www.wikidata.org/entity/Q17180666,en,literal,Thomas M. Humphrey
400,uri,http://www.wikidata.org/entity/Q17306141,en,literal,Robert S. Kemp
401,uri,http://www.wikidata.org/entity/Q17306280,en,literal,David Glen Mick
402,uri,http://www.wikidata.org/entity/Q17364141,en,literal,Harvey Ernest Jordan
403,uri,http://www.wikidata.org/entity/Q1582765,en,literal,Siva Vaidhyanathan
404,uri,http://www.wikidata.org/entity/Q1607275,en,literal,"Henry St. George Tucker, Sr."
405,uri,http://www.wikidata.org/entity/Q1610293,en,literal,Herman M. Schwartz
406,uri,http://www.wikidata.org/entity/Q1626035,en,literal,Homer Smith
407,uri,http://www.wikidata.org/entity/Q1676273,en,literal,"Robert R. Merhige, Jr."
408,uri,http://www.wikidata.org/entity/Q1685513,en,literal,Jean Fabre
409,uri,http://www.wikidata.org/entity/Q1686453,en,literal,Jeffrey Hopkins
410,uri,http://www.wikidata.org/entity/Q1688195,en,literal,Jesse Beams
411,uri,http://www.wikidata.org/entity/Q1691739,en,literal,Joel Rubin
412,uri,http://www.wikidata.org/entity/Q1116470,en,literal,José María Valverde
413,uri,http://www.wikidata.org/entity/Q1173718,en,literal,David Bentley Hart
414,uri,http://www.wikidata.org/entity/Q1173853,en,literal,David Brydges
415,uri,http://www.wikidata.org/entity/Q1174571,en,literal,David Gordon White
416,uri,http://www.wikidata.org/entity/Q1183434,en,literal,Nicolás Cabrera
417,uri,http://www.wikidata.org/entity/Q6814140,en,literal,Melvyn P. Leffler
418,uri,http://www.wikidata.org/entity/Q6818945,en,literal,Meredith Jung-En Woo
419,uri,http://www.wikidata.org/entity/Q6819719,en,literal,Merle Sande
420,uri,http://www.wikidata.org/entity/Q1631482,en,literal,Houston G. Wood III
421,uri,http://www.wikidata.org/entity/Q1655441,en,literal,Ian Ayres
422,uri,http://www.wikidata.org/entity/Q1662745,en,literal,William McDonough
423,uri,http://www.wikidata.org/entity/Q1663386,en,literal,Janis Antonovics
424,uri,http://www.wikidata.org/entity/Q845573,en,literal,Jonathan Haidt
425,uri,http://www.wikidata.org/entity/Q945845,en,literal,Ormond Stone
426,uri,http://www.wikidata.org/entity/Q973276,en,literal,Dell Hymes
427,uri,http://www.wikidata.org/entity/Q7345769,en,literal,Robert I. Webb
428,uri,http://www.wikidata.org/entity/Q7346360,en,literal,Robert King
429,uri,http://www.wikidata.org/entity/Q7347094,en,literal,Robert M. Berne
430,uri,http://www.wikidata.org/entity/Q7347168,en,literal,Robert M. O'Neil
431,uri,http://www.wikidata.org/entity/Q7348237,en,literal,Robert P. Scharlemann
432,uri,http://www.wikidata.org/entity/Q7349525,en,literal,Robert S. Wood
433,uri,http://www.wikidata.org/entity/Q7365292,en,literal,Ronald Sokol
434,uri,http://www.wikidata.org/entity/Q7323619,en,literal,Richard Abidin
435,uri,http://www.wikidata.org/entity/Q7341943,en,literal,Robert Bausch
436,uri,http://www.wikidata.org/entity/Q7342032,en,literal,Robert Bennett Bean
437,uri,http://www.wikidata.org/entity/Q7342467,en,literal,Robert Bruner
438,uri,http://www.wikidata.org/entity/Q7343756,en,literal,Robert E. Davis
439,uri,http://www.wikidata.org/entity/Q7344085,en,literal,Robert Empie Rogers
440,uri,http://www.wikidata.org/entity/Q7344600,en,literal,Robert G. Bryant
441,uri,http://www.wikidata.org/entity/Q7345078,en,literal,Robert H. McBride
442,uri,http://www.wikidata.org/entity/Q51844542,en,literal,James Wyckoff
443,uri,http://www.wikidata.org/entity/Q51879452,en,literal,Albert Derolez
444,uri,http://www.wikidata.org/entity/Q51903140,en,literal,Sue Kim
445,uri,http://www.wikidata.org/entity/Q51944111,en,literal,Jeffrey Fox
446,uri,http://www.wikidata.org/entity/Q52150908,en,literal,Arthur Kyle Davis
447,uri,http://www.wikidata.org/entity/Q5006273,en,literal,C. Alphonso Smith
448,uri,http://www.wikidata.org/entity/Q5053606,en,literal,Cato T. Laurencin
449,uri,http://www.wikidata.org/entity/Q5074847,en,literal,Charles A. Holt
450,uri,http://www.wikidata.org/entity/Q5078460,en,literal,Charles Grisham
451,uri,http://www.wikidata.org/entity/Q5081332,en,literal,Charles O. Jones
452,uri,http://www.wikidata.org/entity/Q5081704,en,literal,Charles Pollard Olivier
453,uri,http://www.wikidata.org/entity/Q1432065,en,literal,Solomon Morris Kupchan
454,uri,http://www.wikidata.org/entity/Q1480502,en,literal,Scott Knowles DeVeaux
455,uri,http://www.wikidata.org/entity/Q1489004,en,literal,Philip D. Zelikow
456,uri,http://www.wikidata.org/entity/Q1507776,en,literal,George Long
457,uri,http://www.wikidata.org/entity/Q1508382,en,literal,George Tucker
458,uri,http://www.wikidata.org/entity/Q39271821,en,literal,Costin D. Untaroiu
459,uri,http://www.wikidata.org/entity/Q39819189,en,literal,James Douglas Miller
460,uri,http://www.wikidata.org/entity/Q39841590,en,literal,Scott C. Doney
461,uri,http://www.wikidata.org/entity/Q39993440,en,literal,Sarah J. Ratcliffe
462,uri,http://www.wikidata.org/entity/Q40199772,en,literal,Shaolin Wang
463,uri,http://www.wikidata.org/entity/Q40328002,en,literal,James C Zimring
464,uri,http://www.wikidata.org/entity/Q40334797,en,literal,Jin-Tang Dong
465,uri,http://www.wikidata.org/entity/Q40434082,en,literal,Patricia A. Jennings
466,uri,http://www.wikidata.org/entity/Q40760399,en,literal,Felicia A. Etzkorn
467,uri,http://www.wikidata.org/entity/Q40808321,en,literal,Leroy S. Fletcher
468,uri,http://www.wikidata.org/entity/Q40981682,en,literal,Jason D. Allen
469,uri,http://www.wikidata.org/entity/Q41044753,en,literal,Anthony R Soltis
470,uri,http://www.wikidata.org/entity/Q41047902,en,literal,Stephen Eubank
471,uri,http://www.wikidata.org/entity/Q45360732,en,literal,Ji Hoon Ryoo
472,uri,http://www.wikidata.org/entity/Q46132727,en,literal,George P. Prpich
473,uri,http://www.wikidata.org/entity/Q46155812,en,literal,Anna Maria Siega-Riz
474,uri,http://www.wikidata.org/entity/Q46176901,en,literal,Linda Columbus
475,uri,http://www.wikidata.org/entity/Q46188866,en,literal,G. Pradeep Kumar
476,uri,http://www.wikidata.org/entity/Q46652257,en,literal,Craig P Plaisance
477,uri,http://www.wikidata.org/entity/Q46654467,en,literal,Thomas Taylor Hammond
478,uri,http://www.wikidata.org/entity/Q46863039,en,literal,Rajesh Kumar
479,uri,http://www.wikidata.org/entity/Q47102700,en,literal,Alexander A. Ganin
480,uri,http://www.wikidata.org/entity/Q47356818,en,literal,Heung Sik Hahm
481,uri,http://www.wikidata.org/entity/Q47490948,en,literal,Brian Balogh
482,uri,http://www.wikidata.org/entity/Q47502290,en,literal,Michelle L. Oyen
483,uri,http://www.wikidata.org/entity/Q47502454,en,literal,Tajie H. Harris
484,uri,http://www.wikidata.org/entity/Q47503065,en,literal,Herman Wijnen
485,uri,http://www.wikidata.org/entity/Q47542043,en,literal,Barbara MacCluer
486,uri,http://www.wikidata.org/entity/Q4866340,en,literal,Bascom S. Deaver
487,uri,http://www.wikidata.org/entity/Q4893422,en,literal,Bernard Mayes
488,uri,http://www.wikidata.org/entity/Q4957692,en,literal,Brantly Womack
489,uri,http://www.wikidata.org/entity/Q4967003,en,literal,Brie Gertler
490,uri,http://www.wikidata.org/entity/Q4975042,en,literal,Brooks Pate
491,uri,http://www.wikidata.org/entity/Q4977040,en,literal,Bruce A. Williams
492,uri,http://www.wikidata.org/entity/Q47811384,en,literal,Jamie DeCoster
493,uri,http://www.wikidata.org/entity/Q47817534,en,literal,Shigehiro Oishi
494,uri,http://www.wikidata.org/entity/Q48025936,en,literal,Kevin McCrimmon
495,uri,http://www.wikidata.org/entity/Q48164270,en,literal,Dustin M. Graham
496,uri,http://www.wikidata.org/entity/Q48238228,en,literal,Alison K Criss
497,uri,http://www.wikidata.org/entity/Q48307613,en,literal,William J. Therrien
498,uri,http://www.wikidata.org/entity/Q48399578,en,literal,Joel G. Anderson
499,uri,http://www.wikidata.org/entity/Q48450043,en,literal,Robert C. Pianta
500,uri,http://www.wikidata.org/entity/Q48454642,en,literal,Petr Tvrdik
501,uri,http://www.wikidata.org/entity/Q48583627,en,literal,Robert F. Turner
502,uri,http://www.wikidata.org/entity/Q48800949,en,literal,Robert E. Johnson
503,uri,http://www.wikidata.org/entity/Q48906039,en,literal,Scott D Briggs
504,uri,http://www.wikidata.org/entity/Q49012553,en,literal,Alan D. Howard
505,uri,http://www.wikidata.org/entity/Q5231395,en,literal,David Bevington
506,uri,http://www.wikidata.org/entity/Q5234583,en,literal,David Haberly
507,uri,http://www.wikidata.org/entity/Q5237037,en,literal,David Magleby
508,uri,http://www.wikidata.org/entity/Q5240176,en,literal,David Summers
509,uri,http://www.wikidata.org/entity/Q5248236,en,literal,Deborah E. McDowell
510,uri,http://www.wikidata.org/entity/Q5280865,en,literal,Dirk Reuyl
511,uri,http://www.wikidata.org/entity/Q7373468,en,literal,Roy Wagner
512,uri,http://www.wikidata.org/entity/Q18619355,en,literal,A. Lawrence Kocher
513,uri,http://www.wikidata.org/entity/Q18670160,en,literal,Gil Siegal
514,uri,http://www.wikidata.org/entity/Q1520800,en,literal,John D'earth
515,uri,http://www.wikidata.org/entity/Q1538116,en,literal,Gordon Thomas Whyburn
516,uri,http://www.wikidata.org/entity/Q1543895,en,literal,Thomas E. Mann
517,uri,http://www.wikidata.org/entity/Q1553397,en,literal,Peter M. Garber
518,uri,http://www.wikidata.org/entity/Q1555939,en,literal,Gustav A. Hedlund
519,uri,http://www.wikidata.org/entity/Q52274755,en,literal,Micah Mazurek
520,uri,http://www.wikidata.org/entity/Q52315362,en,literal,Catherine F. Moore
521,uri,http://www.wikidata.org/entity/Q52613372,en,literal,Chongzhi Zang
522,uri,http://www.wikidata.org/entity/Q52699996,en,literal,Evan Brown
523,uri,http://www.wikidata.org/entity/Q52732316,en,literal,John J. Fraser
524,uri,http://www.wikidata.org/entity/Q52771378,en,literal,Ming-Jer Chen
525,uri,http://www.wikidata.org/entity/Q52927763,en,literal,Aidong Zhang
526,uri,http://www.wikidata.org/entity/Q52941812,en,literal,Charles J. Richardson
527,uri,http://www.wikidata.org/entity/Q53101151,en,literal,Benjamin K Blackman
528,uri,http://www.wikidata.org/entity/Q53170226,en,literal,Hengne Li
529,uri,http://www.wikidata.org/entity/Q53646095,en,literal,Paul Barolsky
530,uri,http://www.wikidata.org/entity/Q53844409,en,literal,Edmund Darrell Brodie III
531,uri,http://www.wikidata.org/entity/Q53952250,en,literal,Richard J. Patterson
532,uri,http://www.wikidata.org/entity/Q54006632,en,literal,Johanna T Cannon
533,uri,http://www.wikidata.org/entity/Q54235789,en,literal,Changlong Hu
534,uri,http://www.wikidata.org/entity/Q54261487,en,literal,Sean R. Moore
535,uri,http://www.wikidata.org/entity/Q91296579,en,literal,Sedat Ozer
536,uri,http://www.wikidata.org/entity/Q91325085,en,literal,Rongxin Fu
537,uri,http://www.wikidata.org/entity/Q91328880,en,literal,Carl Knospe
538,uri,http://www.wikidata.org/entity/Q91337715,en,literal,Anil Vullikanti
539,uri,http://www.wikidata.org/entity/Q91384899,en,literal,Farzad Farnoud
540,uri,http://www.wikidata.org/entity/Q91414112,en,literal,Rodrigo Valdes-Rodriguez
541,uri,http://www.wikidata.org/entity/Q91520710,en,literal,Kazuki Iida
542,uri,http://www.wikidata.org/entity/Q91626961,en,literal,Hanuman P Kalmode
543,uri,http://www.wikidata.org/entity/Q91670381,en,literal,Zhongcheng Mei
544,uri,http://www.wikidata.org/entity/Q91670385,en,literal,Amir Manafi
545,uri,http://www.wikidata.org/entity/Q91670389,en,literal,Anirban Banerjee
546,uri,http://www.wikidata.org/entity/Q91670394,en,literal,Bayan Mahgoub
547,uri,http://www.wikidata.org/entity/Q91720806,en,literal,Erin R Voss
548,uri,http://www.wikidata.org/entity/Q91801786,en,literal,Nasser Mohammed
549,uri,http://www.wikidata.org/entity/Q91881205,en,literal,Emily Kathryn Cloyd
550,uri,http://www.wikidata.org/entity/Q91951735,en,literal,Shayna L Showalter
551,uri,http://www.wikidata.org/entity/Q91970735,en,literal,Megan J. Heise
552,uri,http://www.wikidata.org/entity/Q91974870,en,literal,Ali Khalilimeybodi
553,uri,http://www.wikidata.org/entity/Q92090812,en,literal,Robert K Nakamoto
554,uri,http://www.wikidata.org/entity/Q92141444,en,literal,Wanqing Xie
555,uri,http://www.wikidata.org/entity/Q92204053,en,literal,Sarah E Ewald
556,uri,http://www.wikidata.org/entity/Q92210642,en,literal,Bethany Jablonski Horton
557,uri,http://www.wikidata.org/entity/Q92255967,en,literal,Edward Rojas
558,uri,http://www.wikidata.org/entity/Q92263918,en,literal,Dae Joong Kim
559,uri,http://www.wikidata.org/entity/Q92306418,en,literal,Brittany A McCormick
560,uri,http://www.wikidata.org/entity/Q92353244,en,literal,Vlad Serbulea
561,uri,http://www.wikidata.org/entity/Q92445360,en,literal,Gregory Mitchell
562,uri,http://www.wikidata.org/entity/Q92450031,en,literal,Patrick E H Jackson
563,uri,http://www.wikidata.org/entity/Q92450043,en,literal,Godfrey Dzhivhuho
564,uri,http://www.wikidata.org/entity/Q92491034,en,literal,Donald F Hunt
565,uri,http://www.wikidata.org/entity/Q92497838,en,literal,Colleen Laurence
566,uri,http://www.wikidata.org/entity/Q92501341,en,literal,Kristine M Matson
567,uri,http://www.wikidata.org/entity/Q92504094,en,literal,Michael Solis
568,uri,http://www.wikidata.org/entity/Q92596580,en,literal,Nicole Swope
569,uri,http://www.wikidata.org/entity/Q92653736,en,literal,Erika Ramsdale
570,uri,http://www.wikidata.org/entity/Q92823486,en,literal,David C Slawson
571,uri,http://www.wikidata.org/entity/Q92827389,en,literal,Fujun Qin
572,uri,http://www.wikidata.org/entity/Q92866013,en,literal,Francis H. Smith
573,uri,http://www.wikidata.org/entity/Q92963778,en,literal,Lauren C Peres
574,uri,http://www.wikidata.org/entity/Q92999562,en,literal,Angie Nishio-Lucar
575,uri,http://www.wikidata.org/entity/Q93019718,en,literal,Chad Aldridge
576,uri,http://www.wikidata.org/entity/Q93029277,en,literal,Shuo Wei
577,uri,http://www.wikidata.org/entity/Q93035103,en,literal,Colby Hall
578,uri,http://www.wikidata.org/entity/Q41088536,en,literal,Jennifer Scappettone
579,uri,http://www.wikidata.org/entity/Q41439885,en,literal,John J Varga
580,uri,http://www.wikidata.org/entity/Q41490891,en,literal,Bo Ning
581,uri,http://www.wikidata.org/entity/Q41520730,en,literal,Timothy N Showalter
582,uri,http://www.wikidata.org/entity/Q41574080,en,literal,Erkin Seker
583,uri,http://www.wikidata.org/entity/Q41583330,en,literal,Carl H McConnell
584,uri,http://www.wikidata.org/entity/Q41639482,en,literal,Michel Kahaleh
585,uri,http://www.wikidata.org/entity/Q41653167,en,literal,Wookjin Choi
586,uri,http://www.wikidata.org/entity/Q41767532,en,literal,Rae Lesser Blumberg
587,uri,http://www.wikidata.org/entity/Q41796796,en,literal,Karen Kafadar
588,uri,http://www.wikidata.org/entity/Q42082244,en,literal,Slavica Jakelić
589,uri,http://www.wikidata.org/entity/Q42305874,en,literal,Manuel T. Lerdau
590,uri,http://www.wikidata.org/entity/Q42306002,en,literal,Charles R. Farber
591,uri,http://www.wikidata.org/entity/Q42415937,en,literal,Diane A. Dickie
592,uri,http://www.wikidata.org/entity/Q42433845,en,literal,Khaled J Saleh
593,uri,http://www.wikidata.org/entity/Q17426484,en,literal,Gerhart Husserl
594,uri,http://www.wikidata.org/entity/Q17479619,en,literal,W. W. Abbot
595,uri,http://www.wikidata.org/entity/Q17488954,en,literal,Michael A. Hill
596,uri,http://www.wikidata.org/entity/Q17501942,en,literal,Raymond Costabile
597,uri,http://www.wikidata.org/entity/Q17505104,en,literal,David Germano
598,uri,http://www.wikidata.org/entity/Q18390707,en,literal,Robert Kent Gooch
599,uri,http://www.wikidata.org/entity/Q18391484,en,literal,Charlotte Patterson
600,uri,http://www.wikidata.org/entity/Q93067299,en,literal,Xueqing Xu
601,uri,http://www.wikidata.org/entity/Q93234057,en,literal,Robert Louis Wilken
602,uri,http://www.wikidata.org/entity/Q93267150,en,literal,Lester G. Crocker
603,uri,http://www.wikidata.org/entity/Q93339194,en,literal,Srishti Gupta
604,uri,http://www.wikidata.org/entity/Q94462254,en,literal,Jennifer R Charlton
605,uri,http://www.wikidata.org/entity/Q94470783,en,literal,Paul S Hoffman
606,uri,http://www.wikidata.org/entity/Q94834375,en,literal,Ralph Cohen
607,uri,http://www.wikidata.org/entity/Q94947909,en,literal,Aimee D Potter
608,uri,http://www.wikidata.org/entity/Q95005923,en,literal,Kurt Schwerin
609,uri,http://www.wikidata.org/entity/Q95511205,en,literal,Jundong Li
610,uri,http://www.wikidata.org/entity/Q95625285,en,literal,Caroline R. Amoroso
611,uri,http://www.wikidata.org/entity/Q95844214,en,literal,Shunyan Gu
612,uri,http://www.wikidata.org/entity/Q95945670,en,literal,Tingting Zhang
613,uri,http://www.wikidata.org/entity/Q95947897,en,literal,Prabhakara P Reddi
614,uri,http://www.wikidata.org/entity/Q95968016,en,literal,Hao Jiang
615,uri,http://www.wikidata.org/entity/Q96049744,en,literal,Mohammad Sadnan Al Manir
616,uri,http://www.wikidata.org/entity/Q96091400,en,literal,Daniel B. Quinn
617,uri,http://www.wikidata.org/entity/Q96113336,en,literal,Szymon W Kmiecik
618,uri,http://www.wikidata.org/entity/Q96118153,en,literal,Jiannan Chen
619,uri,http://www.wikidata.org/entity/Q96121896,en,literal,Bhiken I Naik
620,uri,http://www.wikidata.org/entity/Q96136292,en,literal,Meagan Belcher Dufrisne
621,uri,http://www.wikidata.org/entity/Q96163322,en,literal,Anita Salamon
622,uri,http://www.wikidata.org/entity/Q96179584,en,literal,Stephen E. Schneider
623,uri,http://www.wikidata.org/entity/Q96190990,en,literal,Ian C Wenker
624,uri,http://www.wikidata.org/entity/Q96197730,en,literal,Majid Shafiee-Jood
625,uri,http://www.wikidata.org/entity/Q96269794,en,literal,Joshua K Meisner
626,uri,http://www.wikidata.org/entity/Q96279640,en,literal,William Hall Goodwin
627,uri,http://www.wikidata.org/entity/Q96349383,en,literal,Melissa H Hey
628,uri,http://www.wikidata.org/entity/Q96635709,en,literal,Zein-Eddine Meziani
629,uri,http://www.wikidata.org/entity/Q96637480,en,literal,Sergei A Egorov
630,uri,http://www.wikidata.org/entity/Q96687870,en,literal,Meiyang Cui
631,uri,http://www.wikidata.org/entity/Q96757478,en,literal,"James A. Wilkerson, III"
632,uri,http://www.wikidata.org/entity/Q96769159,en,literal,Christopher J Colvin
633,uri,http://www.wikidata.org/entity/Q96952430,en,literal,Prasanna V Balachandran
634,uri,http://www.wikidata.org/entity/Q96954771,en,literal,Catherine C Pollack
635,uri,http://www.wikidata.org/entity/Q97443703,en,literal,Dmitry V. Bandurin
636,uri,http://www.wikidata.org/entity/Q97486433,en,literal,Huong Thi Nguyen
637,uri,http://www.wikidata.org/entity/Q97529613,en,literal,Zhongqiu Xie
638,uri,http://www.wikidata.org/entity/Q97551157,en,literal,Shannon Patricia Devlin
639,uri,http://www.wikidata.org/entity/Q56341626,en,literal,Ivan G. Shabalin
640,uri,http://www.wikidata.org/entity/Q56357781,en,literal,Katarzyna Z Kedzierska
641,uri,http://www.wikidata.org/entity/Q56371400,en,literal,Nicholas J Tustison
642,uri,http://www.wikidata.org/entity/Q56373533,en,literal,Elise Savier
643,uri,http://www.wikidata.org/entity/Q56383901,en,literal,Ivan Poon
644,uri,http://www.wikidata.org/entity/Q56392135,en,literal,Jeffrey M Wilson
645,uri,http://www.wikidata.org/entity/Q56394231,en,literal,Andrew P. Somlyo
646,uri,http://www.wikidata.org/entity/Q56394384,en,literal,Avril Somlyo
647,uri,http://www.wikidata.org/entity/Q56395652,en,literal,Ali D Güler
648,uri,http://www.wikidata.org/entity/Q56421288,en,literal,Anne M Mills
649,uri,http://www.wikidata.org/entity/Q56433945,en,literal,Nathan C. Sheffield
650,uri,http://www.wikidata.org/entity/Q56441403,en,literal,Joann M. McDermid
651,uri,http://www.wikidata.org/entity/Q56448445,en,literal,Shyamal D Peddada
652,uri,http://www.wikidata.org/entity/Q56451849,en,literal,Paulina Rybakowska
653,uri,http://www.wikidata.org/entity/Q56456687,en,literal,Wei-Min Chen
654,uri,http://www.wikidata.org/entity/Q56477004,en,literal,George Glass
655,uri,http://www.wikidata.org/entity/Q56477300,en,literal,Mohamed A Elzoghby
656,uri,http://www.wikidata.org/entity/Q56480251,en,literal,Amori Yee Mikami
657,uri,http://www.wikidata.org/entity/Q56487531,en,literal,Matthew J Barrett
658,uri,http://www.wikidata.org/entity/Q56506539,en,literal,Minton Truitt Cooper
659,uri,http://www.wikidata.org/entity/Q56513998,en,literal,Sandro Da Mesquita
660,uri,http://www.wikidata.org/entity/Q56524713,en,literal,Corinne M Silva
661,uri,http://www.wikidata.org/entity/Q5364794,en,literal,Ellen Contini-Morava
662,uri,http://www.wikidata.org/entity/Q5365006,en,literal,Ellen Segal Huvelle
663,uri,http://www.wikidata.org/entity/Q5386990,en,literal,Eric Lott
664,uri,http://www.wikidata.org/entity/Q5388993,en,literal,Erika Meitner
665,uri,http://www.wikidata.org/entity/Q5393105,en,literal,Ernest Gellhorn
666,uri,http://www.wikidata.org/entity/Q5393551,en,literal,Ernest Mead
667,uri,http://www.wikidata.org/entity/Q5436595,en,literal,Farzaneh Milani
668,uri,http://www.wikidata.org/entity/Q97557803,en,literal,Rathina Kumar Shanmugakani
669,uri,http://www.wikidata.org/entity/Q97568607,en,literal,Peter V. Svoisky
670,uri,http://www.wikidata.org/entity/Q97613878,en,literal,Meir Teichman
671,uri,http://www.wikidata.org/entity/Q97669175,en,literal,Shannon Maura Zelitch
672,uri,http://www.wikidata.org/entity/Q97767953,en,literal,Michael F. Holt
673,uri,http://www.wikidata.org/entity/Q97858638,en,literal,Natasha Zhang Foutz
674,uri,http://www.wikidata.org/entity/Q97906004,en,literal,Wei Li
675,uri,http://www.wikidata.org/entity/Q98160905,en,literal,Matthew B Panzer
676,uri,http://www.wikidata.org/entity/Q98218583,en,literal,Zhangli Su
677,uri,http://www.wikidata.org/entity/Q98236715,en,literal,Jagathpala Shetty
678,uri,http://www.wikidata.org/entity/Q98307560,en,literal,Chengbo Wang
679,uri,http://www.wikidata.org/entity/Q98605698,en,literal,Martin Johannes Frank
680,uri,http://www.wikidata.org/entity/Q98623420,en,literal,Bing Li
681,uri,http://www.wikidata.org/entity/Q98647847,en,literal,Jessica Reissig
682,uri,http://www.wikidata.org/entity/Q98656773,en,literal,David A Lapides
683,uri,http://www.wikidata.org/entity/Q98681437,en,literal,Deborah G. Johnson
684,uri,http://www.wikidata.org/entity/Q98785328,en,literal,James B. Baker
685,uri,http://www.wikidata.org/entity/Q98804943,en,literal,Hao Liu
686,uri,http://www.wikidata.org/entity/Q99353339,en,literal,Susan Leroy
687,uri,http://www.wikidata.org/entity/Q99407557,en,literal,Kelsey Shoub
688,uri,http://www.wikidata.org/entity/Q99407857,en,literal,Hong-Ru Chen
689,uri,http://www.wikidata.org/entity/Q99545629,en,literal,Caroline Larson
690,uri,http://www.wikidata.org/entity/Q99568070,en,literal,Katrina J Debnam
691,uri,http://www.wikidata.org/entity/Q99578507,en,literal,Andrew C Wicks
692,uri,http://www.wikidata.org/entity/Q99603717,en,literal,Swagata Ghosh
693,uri,http://www.wikidata.org/entity/Q100146243,en,literal,Sydney William Britton
694,uri,http://www.wikidata.org/entity/Q100154154,en,literal,C. Thomas Gott
695,uri,http://www.wikidata.org/entity/Q100286218,en,literal,Haiying Shen
696,uri,http://www.wikidata.org/entity/Q100402192,en,literal,Reza J Daugherty
697,uri,http://www.wikidata.org/entity/Q100429555,en,literal,Susan H Gray
698,uri,http://www.wikidata.org/entity/Q100474433,en,literal,Amanda M Zimmet
