,person.type,person.value,sexorgender.xml:lang,sexorgender.type,sexorgender.value,personLabel.xml:lang,personLabel.type,personLabel.value
593,uri,http://www.wikidata.org/entity/Q88107839,en,literal,male,en,literal,Thomas M Guterbock
594,uri,http://www.wikidata.org/entity/Q88129153,en,literal,male,en,literal,Thomas P Remcho
595,uri,http://www.wikidata.org/entity/Q88132332,en,literal,male,en,literal,Jeffrey D. Blume
596,uri,http://www.wikidata.org/entity/Q88579100,en,literal,male,en,literal,Jeff Bary
597,uri,http://www.wikidata.org/entity/Q89180917,en,literal,male,en,literal,Steven L Gonias
598,uri,http://www.wikidata.org/entity/Q89920968,en,literal,male,en,literal,Daniel V. Pitti
599,uri,http://www.wikidata.org/entity/Q89982952,en,literal,male,en,literal,Richard J Price
600,uri,http://www.wikidata.org/entity/Q90019672,en,literal,male,en,literal,Carlos Honrado
601,uri,http://www.wikidata.org/entity/Q90177584,en,literal,male,en,literal,Alexander S Krupnick
602,uri,http://www.wikidata.org/entity/Q90269438,en,literal,male,en,literal,David M. Parichy
603,uri,http://www.wikidata.org/entity/Q90587308,en,literal,male,en,literal,Alexander Z Chen
604,uri,http://www.wikidata.org/entity/Q91071633,en,literal,male,en,literal,Marcel Utz
605,uri,http://www.wikidata.org/entity/Q91074280,en,literal,male,en,literal,Andrew W L Kinman
606,uri,http://www.wikidata.org/entity/Q91190793,en,literal,male,en,literal,Joseph P. Allen
607,uri,http://www.wikidata.org/entity/Q91328880,en,literal,male,en,literal,Carl Knospe
608,uri,http://www.wikidata.org/entity/Q92204053,en,literal,female,en,literal,Sarah E Ewald
609,uri,http://www.wikidata.org/entity/Q92963778,en,literal,female,en,literal,Lauren C Peres
610,uri,http://www.wikidata.org/entity/Q96954771,en,literal,female,en,literal,Catherine C Pollack
611,uri,http://www.wikidata.org/entity/Q97858638,en,literal,female,en,literal,Natasha Zhang Foutz
612,uri,http://www.wikidata.org/entity/Q98681437,en,literal,female,en,literal,Deborah G. Johnson
613,uri,http://www.wikidata.org/entity/Q92090812,en,literal,male,en,literal,Robert K Nakamoto
614,uri,http://www.wikidata.org/entity/Q92255967,en,literal,male,en,literal,Edward Rojas
615,uri,http://www.wikidata.org/entity/Q92450031,en,literal,male,en,literal,Patrick E H Jackson
616,uri,http://www.wikidata.org/entity/Q92504094,en,literal,male,en,literal,Michael Solis
617,uri,http://www.wikidata.org/entity/Q92823486,en,literal,male,en,literal,David C Slawson
618,uri,http://www.wikidata.org/entity/Q92866013,en,literal,male,en,literal,Francis H. Smith
619,uri,http://www.wikidata.org/entity/Q93234057,en,literal,male,en,literal,Robert Louis Wilken
620,uri,http://www.wikidata.org/entity/Q93267150,en,literal,male,en,literal,Lester G. Crocker
621,uri,http://www.wikidata.org/entity/Q94470783,en,literal,male,en,literal,Paul S Hoffman
622,uri,http://www.wikidata.org/entity/Q94834375,en,literal,male,en,literal,Ralph Cohen
623,uri,http://www.wikidata.org/entity/Q95005923,en,literal,male,en,literal,Kurt Schwerin
624,uri,http://www.wikidata.org/entity/Q95511205,en,literal,male,en,literal,Jundong Li
625,uri,http://www.wikidata.org/entity/Q96091400,en,literal,male,en,literal,Daniel B. Quinn
626,uri,http://www.wikidata.org/entity/Q96179584,en,literal,male,en,literal,Stephen E. Schneider
627,uri,http://www.wikidata.org/entity/Q96279640,en,literal,male,en,literal,William Hall Goodwin
628,uri,http://www.wikidata.org/entity/Q96637480,en,literal,male,en,literal,Sergei A Egorov
629,uri,http://www.wikidata.org/entity/Q96757478,en,literal,male,en,literal,"James A. Wilkerson, III"
630,uri,http://www.wikidata.org/entity/Q96769159,en,literal,male,en,literal,Christopher J Colvin
631,uri,http://www.wikidata.org/entity/Q97443703,en,literal,male,en,literal,Dmitry V. Bandurin
632,uri,http://www.wikidata.org/entity/Q97568607,en,literal,male,en,literal,Peter V. Svoisky
633,uri,http://www.wikidata.org/entity/Q97613878,en,literal,male,en,literal,Meir Teichman
634,uri,http://www.wikidata.org/entity/Q97767953,en,literal,male,en,literal,Michael F. Holt
635,uri,http://www.wikidata.org/entity/Q98605698,en,literal,male,en,literal,Martin Johannes Frank
636,uri,http://www.wikidata.org/entity/Q98656773,en,literal,male,en,literal,David A Lapides
637,uri,http://www.wikidata.org/entity/Q98785328,en,literal,male,en,literal,James B. Baker
638,uri,http://www.wikidata.org/entity/Q99578507,en,literal,male,en,literal,Andrew C Wicks
639,uri,http://www.wikidata.org/entity/Q100286218,en,literal,female,en,literal,Haiying Shen
640,uri,http://www.wikidata.org/entity/Q100958306,en,literal,female,en,literal,Sara J Adair
641,uri,http://www.wikidata.org/entity/Q104214745,en,literal,female,en,literal,Elizabeth Shanks Alexander
642,uri,http://www.wikidata.org/entity/Q104246012,en,literal,female,en,literal,Barbara Brodie
643,uri,http://www.wikidata.org/entity/Q106328336,en,literal,female,en,literal,Natalie May
644,uri,http://www.wikidata.org/entity/Q106328728,en,literal,female,en,literal,Justine E. Owens
645,uri,http://www.wikidata.org/entity/Q107435453,en,literal,female,en,literal,Lawrie Balfour
646,uri,http://www.wikidata.org/entity/Q107598328,en,literal,female,en,literal,Patricia Wiberg
647,uri,http://www.wikidata.org/entity/Q108064926,en,literal,female,en,literal,Lynne A. Werner
648,uri,http://www.wikidata.org/entity/Q108253518,en,literal,female,en,literal,Carmenita Higginbotham
649,uri,http://www.wikidata.org/entity/Q108545454,en,literal,female,en,literal,Peggy P. McNaull
650,uri,http://www.wikidata.org/entity/Q108545601,en,literal,female,en,literal,Debra G. Perina
651,uri,http://www.wikidata.org/entity/Q108545607,en,literal,female,en,literal,Eunice M. Singletary
652,uri,http://www.wikidata.org/entity/Q108759480,en,literal,female,en,literal,Cynthia M. Yoshida
653,uri,http://www.wikidata.org/entity/Q108910012,en,literal,female,en,literal,Jennie Z. Ma
654,uri,http://www.wikidata.org/entity/Q108910079,en,literal,female,en,literal,B. Gail Macik
655,uri,http://www.wikidata.org/entity/Q108910209,en,literal,female,en,literal,P. Preston Reynolds
656,uri,http://www.wikidata.org/entity/Q108910259,en,literal,female,en,literal,Vanessa M. Shami
657,uri,http://www.wikidata.org/entity/Q108910378,en,literal,female,en,literal,Sue A. Brown
658,uri,http://www.wikidata.org/entity/Q108910385,en,literal,female,en,literal,Mary L. Vance
659,uri,http://www.wikidata.org/entity/Q108911231,en,literal,female,en,literal,Pamela K. Mason
660,uri,http://www.wikidata.org/entity/Q108911233,en,literal,female,en,literal,Coleen McNamara
661,uri,http://www.wikidata.org/entity/Q108911239,en,literal,female,en,literal,Angela M. Taylor
662,uri,http://www.wikidata.org/entity/Q108911250,en,literal,female,en,literal,Judith A. Woodfolk
663,uri,http://www.wikidata.org/entity/Q108911465,en,literal,female,en,literal,Ruth Gaare Bernheim
664,uri,http://www.wikidata.org/entity/Q108911542,en,literal,female,en,literal,Mary Faith Marshall
665,uri,http://www.wikidata.org/entity/Q110794262,en,literal,female,en,literal,Sally Ruth Bourrie
666,uri,http://www.wikidata.org/entity/Q110996774,en,literal,female,en,literal,Renate Voris
667,uri,http://www.wikidata.org/entity/Q110997584,en,literal,female,en,literal,Janette C. Hudson
668,uri,http://www.wikidata.org/entity/Q9895,en,literal,female,en,literal,Anita K. Jones
669,uri,http://www.wikidata.org/entity/Q14101,en,literal,female,en,literal,Angela Orebaugh
670,uri,http://www.wikidata.org/entity/Q100146243,en,literal,male,en,literal,Sydney William Britton
671,uri,http://www.wikidata.org/entity/Q100154154,en,literal,male,en,literal,C. Thomas Gott
672,uri,http://www.wikidata.org/entity/Q100513009,en,literal,male,en,literal,Zachary C. Irving
673,uri,http://www.wikidata.org/entity/Q100939171,en,literal,male,en,literal,Patrick I Hancock
674,uri,http://www.wikidata.org/entity/Q100949981,en,literal,male,en,literal,David D. Meisel
675,uri,http://www.wikidata.org/entity/Q101058067,en,literal,male,en,literal,Steven M Boker
676,uri,http://www.wikidata.org/entity/Q101421727,en,literal,male,en,literal,Christian W. McMillen
677,uri,http://www.wikidata.org/entity/Q101536175,en,literal,male,en,literal,Kevin Driscoll
678,uri,http://www.wikidata.org/entity/Q102133244,en,literal,male,en,literal,Robert J Rawle
679,uri,http://www.wikidata.org/entity/Q102176051,en,literal,male,en,literal,Paul S. Bourdon
680,uri,http://www.wikidata.org/entity/Q102669500,en,literal,male,en,literal,Leland E. Farmer
681,uri,http://www.wikidata.org/entity/Q102842592,en,literal,male,en,literal,Dennis T. Yang
682,uri,http://www.wikidata.org/entity/Q103838932,en,literal,male,en,literal,M. David Litwa
683,uri,http://www.wikidata.org/entity/Q104111847,en,literal,male,en,literal,Alessandro Bisio
684,uri,http://www.wikidata.org/entity/Q104142372,en,literal,male,en,literal,Pedro Norat
685,uri,http://www.wikidata.org/entity/Q104704550,en,literal,male,en,literal,Lou Bloomfield
686,uri,http://www.wikidata.org/entity/Q105202115,en,literal,male,en,literal,Zygmunt Derewenda
687,uri,http://www.wikidata.org/entity/Q105521429,en,literal,male,en,literal,Lester A. Beaurline
688,uri,http://www.wikidata.org/entity/Q105581568,en,literal,male,en,literal,Sears Reynolds Jayne
689,uri,http://www.wikidata.org/entity/Q107008888,en,literal,male,en,literal,Joakim Reinhard
690,uri,http://www.wikidata.org/entity/Q107466324,en,literal,male,en,literal,Elliott White Jr.
691,uri,http://www.wikidata.org/entity/Q108625840,en,literal,male,en,literal,Lynn Gault
692,uri,http://www.wikidata.org/entity/Q109269355,en,literal,male,en,literal,John Westcott Stewart
693,uri,http://www.wikidata.org/entity/Q109774640,en,literal,male,en,literal,Thomas Miller Klubock
694,uri,http://www.wikidata.org/entity/Q109868873,en,literal,male,en,literal,James Edmund Dandridge Murdaugh
695,uri,http://www.wikidata.org/entity/Q110567908,en,literal,male,en,literal,Cecil Lang
696,uri,http://www.wikidata.org/entity/Q110597230,en,literal,male,en,literal,Peter Berg
697,uri,http://www.wikidata.org/entity/Q110900622,en,literal,male,en,literal,Richard T. Selden
698,uri,http://www.wikidata.org/entity/Q111051126,en,literal,male,en,literal,George Jesse Taylor
699,uri,http://www.wikidata.org/entity/Q111195644,en,literal,male,en,literal,Anthony J. Beasley
700,uri,http://www.wikidata.org/entity/Q111206741,en,literal,male,en,literal,John James
701,uri,http://www.wikidata.org/entity/Q34296,en,literal,male,en,literal,Woodrow Wilson
702,uri,http://www.wikidata.org/entity/Q49828,en,literal,male,en,literal,Randy Pausch
703,uri,http://www.wikidata.org/entity/Q64091,en,literal,male,en,literal,Rolf Singer
704,uri,http://www.wikidata.org/entity/Q55189676,en,literal,female,en,literal,Karen Newell-Litwa
705,uri,http://www.wikidata.org/entity/Q55293924,en,literal,female,en,literal,Jeanne Erickson
706,uri,http://www.wikidata.org/entity/Q55459207,en,literal,female,en,literal,Sarah Kucenas
707,uri,http://www.wikidata.org/entity/Q55584968,en,literal,female,en,literal,Adria LaViolette
708,uri,http://www.wikidata.org/entity/Q55713477,en,literal,female,en,literal,Kiki Petrosino
709,uri,http://www.wikidata.org/entity/Q56124739,en,literal,female,en,literal,Laura S Shankman
710,uri,http://www.wikidata.org/entity/Q56124746,en,literal,female,en,literal,Delphine Gomez
711,uri,http://www.wikidata.org/entity/Q56285561,en,literal,female,en,literal,Jennifer M Munson
712,uri,http://www.wikidata.org/entity/Q56373533,en,literal,female,en,literal,Elise Savier
713,uri,http://www.wikidata.org/entity/Q56394384,en,literal,female,en,literal,Avril Somlyo
714,uri,http://www.wikidata.org/entity/Q56421288,en,literal,female,en,literal,Anne M Mills
715,uri,http://www.wikidata.org/entity/Q56451849,en,literal,female,en,literal,Paulina Rybakowska
716,uri,http://www.wikidata.org/entity/Q56524713,en,literal,female,en,literal,Corinne M Silva
717,uri,http://www.wikidata.org/entity/Q56679154,en,literal,female,en,literal,Sarah K. Boutle
718,uri,http://www.wikidata.org/entity/Q56747499,en,literal,female,en,literal,Amy J. Hunsaker
719,uri,http://www.wikidata.org/entity/Q56826507,en,literal,female,en,literal,Jessica Vick Whittaker
720,uri,http://www.wikidata.org/entity/Q56852698,en,literal,female,en,literal,Kandice R. Levental
721,uri,http://www.wikidata.org/entity/Q56875389,en,literal,female,en,literal,Lucia Flors
722,uri,http://www.wikidata.org/entity/Q56892170,en,literal,female,en,literal,Heather Zelle
723,uri,http://www.wikidata.org/entity/Q56915267,en,literal,female,en,literal,Jennifer A Harvey
724,uri,http://www.wikidata.org/entity/Q56922578,en,literal,female,en,literal,Laura F. Galloway
725,uri,http://www.wikidata.org/entity/Q56929433,en,literal,female,en,literal,Karen M Rose
726,uri,http://www.wikidata.org/entity/Q56951666,en,literal,female,en,literal,Laura Fontenas
727,uri,http://www.wikidata.org/entity/Q56963175,en,literal,female,en,literal,Alev Erisir
728,uri,http://www.wikidata.org/entity/Q57006572,en,literal,female,en,literal,Linda Bullock
729,uri,http://www.wikidata.org/entity/Q57007160,en,literal,female,en,literal,Kimberly P Dunsmore
730,uri,http://www.wikidata.org/entity/Q57017077,en,literal,female,en,literal,Josipa Roksa
731,uri,http://www.wikidata.org/entity/Q57022494,en,literal,female,en,literal,Christine Kennedy
732,uri,http://www.wikidata.org/entity/Q57022607,en,literal,female,en,literal,Anna S Blazier
733,uri,http://www.wikidata.org/entity/Q57023811,en,literal,female,en,literal,Ashley E Ross
734,uri,http://www.wikidata.org/entity/Q57024753,en,literal,female,en,literal,Sara E Rimm-Kaufman
735,uri,http://www.wikidata.org/entity/Q57056167,en,literal,female,en,literal,Lauren N Woodie
736,uri,http://www.wikidata.org/entity/Q57077778,en,literal,female,en,literal,Priscilla A Erickson
737,uri,http://www.wikidata.org/entity/Q57079289,en,literal,female,en,literal,Sally E Pusede
738,uri,http://www.wikidata.org/entity/Q54261487,en,literal,male,en,literal,Sean R. Moore
739,uri,http://www.wikidata.org/entity/Q54506398,en,literal,male,en,literal,Zheng Zhao
740,uri,http://www.wikidata.org/entity/Q54959173,en,literal,male,en,literal,John J. McArdle
741,uri,http://www.wikidata.org/entity/Q55153267,en,literal,male,en,literal,Dewey Cornell
742,uri,http://www.wikidata.org/entity/Q55153265,en,literal,male,en,literal,Timothy R. Konold
743,uri,http://www.wikidata.org/entity/Q55229308,en,literal,male,en,literal,Randolph D. Pope
744,uri,http://www.wikidata.org/entity/Q55584456,en,literal,male,en,literal,Stephen A. Schuker
745,uri,http://www.wikidata.org/entity/Q55704959,en,literal,male,en,literal,John S. McGrath
746,uri,http://www.wikidata.org/entity/Q55759671,en,literal,male,en,literal,Carl Herakovich
747,uri,http://www.wikidata.org/entity/Q55816276,en,literal,male,en,literal,Richard H Valente
748,uri,http://www.wikidata.org/entity/Q55876123,en,literal,male,en,literal,Paolo D'Odorico
749,uri,http://www.wikidata.org/entity/Q55979275,en,literal,male,en,literal,John S McNeil
750,uri,http://www.wikidata.org/entity/Q55998227,en,literal,male,en,literal,Edward Banning
751,uri,http://www.wikidata.org/entity/Q56007995,en,literal,male,en,literal,Claes von Hofsten
752,uri,http://www.wikidata.org/entity/Q56089290,en,literal,male,en,literal,Harry Clemons
753,uri,http://www.wikidata.org/entity/Q56226253,en,literal,male,en,literal,James Bell Bullitt
754,uri,http://www.wikidata.org/entity/Q56257060,en,literal,male,en,literal,Michael S Jaffee
755,uri,http://www.wikidata.org/entity/Q56285592,en,literal,male,en,literal,Patrick Dillon
756,uri,http://www.wikidata.org/entity/Q56341626,en,literal,male,en,literal,Ivan G. Shabalin
757,uri,http://www.wikidata.org/entity/Q56371400,en,literal,male,en,literal,Nicholas J Tustison
758,uri,http://www.wikidata.org/entity/Q56383901,en,literal,male,en,literal,Ivan Poon
759,uri,http://www.wikidata.org/entity/Q56394231,en,literal,male,en,literal,Andrew P. Somlyo
760,uri,http://www.wikidata.org/entity/Q56433945,en,literal,male,en,literal,Nathan C. Sheffield
761,uri,http://www.wikidata.org/entity/Q56448445,en,literal,male,en,literal,Shyamal D Peddada
762,uri,http://www.wikidata.org/entity/Q56456687,en,literal,male,en,literal,Wei-Min Chen
763,uri,http://www.wikidata.org/entity/Q56477004,en,literal,male,en,literal,George Glass
764,uri,http://www.wikidata.org/entity/Q56477300,en,literal,male,en,literal,Mohamed A Elzoghby
765,uri,http://www.wikidata.org/entity/Q56513998,en,literal,male,en,literal,Sandro Da Mesquita
766,uri,http://www.wikidata.org/entity/Q56550085,en,literal,male,en,literal,Kurt W Kolasinski
767,uri,http://www.wikidata.org/entity/Q56564083,en,literal,male,en,literal,James A. Marshall
768,uri,http://www.wikidata.org/entity/Q56564128,en,literal,male,en,literal,Eric Herbst
769,uri,http://www.wikidata.org/entity/Q56565543,en,literal,male,en,literal,Israel Klich
770,uri,http://www.wikidata.org/entity/Q56600128,en,literal,male,en,literal,Roman M. Lazarenko
771,uri,http://www.wikidata.org/entity/Q56635793,en,literal,male,en,literal,Marc P Michalsky
772,uri,http://www.wikidata.org/entity/Q56706068,en,literal,male,en,literal,Andrew Sallans
773,uri,http://www.wikidata.org/entity/Q56862931,en,literal,male,en,literal,Michael R Elliott
774,uri,http://www.wikidata.org/entity/Q56863445,en,literal,male,en,literal,Michael F. Skrutskie
775,uri,http://www.wikidata.org/entity/Q56875407,en,literal,male,en,literal,Igor Smirnov
776,uri,http://www.wikidata.org/entity/Q56877170,en,literal,male,en,literal,Isaac Mbiti
777,uri,http://www.wikidata.org/entity/Q56877261,en,literal,male,en,literal,Jeffrey W. Holmes
778,uri,http://www.wikidata.org/entity/Q56877272,en,literal,male,en,literal,Douglas W DeSimone
779,uri,http://www.wikidata.org/entity/Q56883544,en,literal,male,en,literal,Thomas Francis Gallagher
780,uri,http://www.wikidata.org/entity/Q56888899,en,literal,male,en,literal,Gregory L Medlock
781,uri,http://www.wikidata.org/entity/Q56895233,en,literal,male,en,literal,Jose L Mattos
782,uri,http://www.wikidata.org/entity/Q56896395,en,literal,male,en,literal,Kevin R Lynch
783,uri,http://www.wikidata.org/entity/Q56896565,en,literal,male,en,literal,Michael R Shirts
784,uri,http://www.wikidata.org/entity/Q56900819,en,literal,male,en,literal,Steven R Caliari
785,uri,http://www.wikidata.org/entity/Q56901074,en,literal,male,en,literal,John S Lazo
786,uri,http://www.wikidata.org/entity/Q56924971,en,literal,male,en,literal,James J Daniero
787,uri,http://www.wikidata.org/entity/Q56930575,en,literal,male,en,literal,Rafael D Romo
788,uri,http://www.wikidata.org/entity/Q56931314,en,literal,male,en,literal,Erik W Ohlson
789,uri,http://www.wikidata.org/entity/Q56951168,en,literal,male,en,literal,Edward Perez-Reyes
790,uri,http://www.wikidata.org/entity/Q56990091,en,literal,male,en,literal,Richard J Bonnie
791,uri,http://www.wikidata.org/entity/Q57008184,en,literal,male,en,literal,Michael Kubovy
792,uri,http://www.wikidata.org/entity/Q57011207,en,literal,male,en,literal,Xi Yang
793,uri,http://www.wikidata.org/entity/Q57016869,en,literal,male,en,literal,Robert Craig Group
794,uri,http://www.wikidata.org/entity/Q57017085,en,literal,male,en,literal,David F Feldon
795,uri,http://www.wikidata.org/entity/Q57017305,en,literal,male,en,literal,Andrew M Colombo-Dougovito
796,uri,http://www.wikidata.org/entity/Q57022628,en,literal,male,en,literal,Justin F Acheson
797,uri,http://www.wikidata.org/entity/Q57076473,en,literal,male,en,literal,Julian Heeck
798,uri,http://www.wikidata.org/entity/Q57077902,en,literal,male,en,literal,Michael G Brown
799,uri,http://www.wikidata.org/entity/Q57077921,en,literal,male,en,literal,Michael P. Timko
800,uri,http://www.wikidata.org/entity/Q57079399,en,literal,male,en,literal,Christopher B Jacobs
801,uri,http://www.wikidata.org/entity/Q57080339,en,literal,male,en,literal,David R Shook
802,uri,http://www.wikidata.org/entity/Q57172378,en,literal,male,en,literal,Jean-Francois Aubry
803,uri,http://www.wikidata.org/entity/Q57174148,en,literal,male,en,literal,John W Lloyd
804,uri,http://www.wikidata.org/entity/Q57436598,en,literal,female,en,literal,Patricia Combs
805,uri,http://www.wikidata.org/entity/Q57436834,en,literal,female,en,literal,Rachel Eveleth
806,uri,http://www.wikidata.org/entity/Q57436932,en,literal,female,en,literal,Erika Peterson
807,uri,http://www.wikidata.org/entity/Q57437839,en,literal,female,en,literal,Margaret Plews-Ogan
808,uri,http://www.wikidata.org/entity/Q57437981,en,literal,female,en,literal,Margaret Shupnik
809,uri,http://www.wikidata.org/entity/Q57438559,en,literal,female,en,literal,Jackie Shieh
810,uri,http://www.wikidata.org/entity/Q57438780,en,literal,female,en,literal,Rachel Pierce
811,uri,http://www.wikidata.org/entity/Q57439120,en,literal,female,en,literal,Sarah Bauer
812,uri,http://www.wikidata.org/entity/Q57439492,en,literal,female,en,literal,Anita Clayton
813,uri,http://www.wikidata.org/entity/Q57439507,en,literal,female,en,literal,Leticia Valadez
814,uri,http://www.wikidata.org/entity/Q57439586,en,literal,female,en,literal,Caroline Addington
815,uri,http://www.wikidata.org/entity/Q57439684,en,literal,female,en,literal,Nicole Gilbertson
816,uri,http://www.wikidata.org/entity/Q57440016,en,literal,female,en,literal,Anne Washington
817,uri,http://www.wikidata.org/entity/Q57488682,en,literal,female,en,literal,Joanna I Loch
818,uri,http://www.wikidata.org/entity/Q57500179,en,literal,female,en,literal,Sara Murphy
819,uri,http://www.wikidata.org/entity/Q57512994,en,literal,female,en,literal,Lauren Ilsedore Cleeves
820,uri,http://www.wikidata.org/entity/Q58416142,en,literal,female,en,literal,Sana Syed
821,uri,http://www.wikidata.org/entity/Q58494998,en,literal,female,en,literal,Julie Bergner
822,uri,http://www.wikidata.org/entity/Q58755196,en,literal,female,en,literal,Stacey Sinclair
823,uri,http://www.wikidata.org/entity/Q59325325,en,literal,female,en,literal,Rachel Keen
824,uri,http://www.wikidata.org/entity/Q59356463,en,literal,female,en,literal,Ilse Cleeves
825,uri,http://www.wikidata.org/entity/Q59430803,en,literal,female,en,literal,Kath Weston
826,uri,http://www.wikidata.org/entity/Q59662012,en,literal,female,en,literal,Lisa M Blair
827,uri,http://www.wikidata.org/entity/Q60056337,en,literal,female,en,literal,Brie Gertler
828,uri,http://www.wikidata.org/entity/Q60161916,en,literal,female,en,literal,Stephanie Shipp
829,uri,http://www.wikidata.org/entity/Q60449072,en,literal,female,en,literal,Jennifer LoCasale-Crouch
830,uri,http://www.wikidata.org/entity/Q60784773,en,literal,female,en,literal,Lanice Avery
831,uri,http://www.wikidata.org/entity/Q60784790,en,literal,female,en,literal,Sophie Trawalter
832,uri,http://www.wikidata.org/entity/Q60988918,en,literal,female,en,literal,Christine Mitchell
833,uri,http://www.wikidata.org/entity/Q61372601,en,literal,female,en,literal,Vivian C. Wong
834,uri,http://www.wikidata.org/entity/Q61478766,en,literal,female,en,literal,Dana K Dawson
835,uri,http://www.wikidata.org/entity/Q61610534,en,literal,female,en,literal,Catherine Pilcher Bradshaw
836,uri,http://www.wikidata.org/entity/Q57436542,en,literal,male,en,literal,Michael J. Hightower
837,uri,http://www.wikidata.org/entity/Q57436601,en,literal,male,en,literal,Jon Ihlefeld
838,uri,http://www.wikidata.org/entity/Q57436737,en,literal,male,en,literal,Daniel Chávez
839,uri,http://www.wikidata.org/entity/Q57436790,en,literal,male,en,literal,William McAllister
840,uri,http://www.wikidata.org/entity/Q57436856,en,literal,male,en,literal,Richard Sundberg
841,uri,http://www.wikidata.org/entity/Q57436927,en,literal,male,en,literal,Bernard Frischer
842,uri,http://www.wikidata.org/entity/Q57436942,en,literal,male,en,literal,Richard Westphal
843,uri,http://www.wikidata.org/entity/Q57437003,en,literal,male,en,literal,John O'Connell
844,uri,http://www.wikidata.org/entity/Q57437009,en,literal,male,en,literal,Henry Wilbur
845,uri,http://www.wikidata.org/entity/Q57437103,en,literal,male,en,literal,Kevin Grise
846,uri,http://www.wikidata.org/entity/Q57437217,en,literal,male,en,literal,John McLaren
847,uri,http://www.wikidata.org/entity/Q57437357,en,literal,male,en,literal,James Allison
848,uri,http://www.wikidata.org/entity/Q57437494,en,literal,male,en,literal,Gustavo Rohde
849,uri,http://www.wikidata.org/entity/Q57437543,en,literal,male,en,literal,James Blair
850,uri,http://www.wikidata.org/entity/Q57437739,en,literal,male,en,literal,Christopher Wallace
851,uri,http://www.wikidata.org/entity/Q57437883,en,literal,male,en,literal,John Lippolis
852,uri,http://www.wikidata.org/entity/Q57437923,en,literal,male,en,literal,Daniel Hobley
853,uri,http://www.wikidata.org/entity/Q57438224,en,literal,male,en,literal,Eric Maslen
854,uri,http://www.wikidata.org/entity/Q57438307,en,literal,male,en,literal,Edward Murphy
855,uri,http://www.wikidata.org/entity/Q57438483,en,literal,male,en,literal,John Porter
856,uri,http://www.wikidata.org/entity/Q57438594,en,literal,male,en,literal,Andrew Jansen
857,uri,http://www.wikidata.org/entity/Q57438679,en,literal,male,en,literal,Pedro Matos
858,uri,http://www.wikidata.org/entity/Q57438856,en,literal,male,en,literal,Robert German
859,uri,http://www.wikidata.org/entity/Q57438881,en,literal,male,en,literal,Christopher Carl Neu
860,uri,http://www.wikidata.org/entity/Q57438890,en,literal,male,en,literal,Luiz Carlos Salay
861,uri,http://www.wikidata.org/entity/Q57439091,en,literal,male,en,literal,Craig Heinke
862,uri,http://www.wikidata.org/entity/Q57439188,en,literal,male,en,literal,Michael Kennedy
863,uri,http://www.wikidata.org/entity/Q57439223,en,literal,male,en,literal,Jon Peede
864,uri,http://www.wikidata.org/entity/Q57439497,en,literal,male,en,literal,Daniel Becker
865,uri,http://www.wikidata.org/entity/Q57439535,en,literal,male,en,literal,Waitman Beorn
866,uri,http://www.wikidata.org/entity/Q57439615,en,literal,male,en,literal,Clifton Franklund
867,uri,http://www.wikidata.org/entity/Q57439639,en,literal,male,en,literal,Kevin Hart
868,uri,http://www.wikidata.org/entity/Q57439906,en,literal,male,en,literal,Carlos Otero
869,uri,http://www.wikidata.org/entity/Q57440165,en,literal,male,en,literal,Peter Schauss
870,uri,http://www.wikidata.org/entity/Q57452547,en,literal,male,en,literal,Peter Dallas
871,uri,http://www.wikidata.org/entity/Q57490137,en,literal,male,en,literal,Luis Pancorbo
872,uri,http://www.wikidata.org/entity/Q58063054,en,literal,male,en,literal,David Eddy Spicer
873,uri,http://www.wikidata.org/entity/Q58158440,en,literal,male,en,literal,Robert Berry
874,uri,http://www.wikidata.org/entity/Q58223593,en,literal,male,en,literal,Jonathan L. Goodall
875,uri,http://www.wikidata.org/entity/Q58246472,en,literal,male,en,literal,Christian R. Hayes
876,uri,http://www.wikidata.org/entity/Q58344748,en,literal,male,en,literal,Alexander Wailan
877,uri,http://www.wikidata.org/entity/Q58528260,en,literal,male,en,literal,A. John Simmons
878,uri,http://www.wikidata.org/entity/Q58934394,en,literal,male,en,literal,Jaideep Kapur
879,uri,http://www.wikidata.org/entity/Q58975160,en,literal,male,en,literal,John Nesselroade
880,uri,http://www.wikidata.org/entity/Q59244276,en,literal,male,en,literal,Leo Selavo
881,uri,http://www.wikidata.org/entity/Q59268486,en,literal,male,en,literal,Kenneth Abraham
882,uri,http://www.wikidata.org/entity/Q59468245,en,literal,male,en,literal,M.G. Moharam
883,uri,http://www.wikidata.org/entity/Q59655814,en,literal,male,en,literal,Robert M. Epstein
884,uri,http://www.wikidata.org/entity/Q59662111,en,literal,male,en,literal,Coy Barefoot
885,uri,http://www.wikidata.org/entity/Q59669159,en,literal,male,en,literal,Steven Majewski
886,uri,http://www.wikidata.org/entity/Q59692828,en,literal,male,en,literal,Eduard Dumitrescu
887,uri,http://www.wikidata.org/entity/Q59750312,en,literal,male,en,literal,John Hossack
888,uri,http://www.wikidata.org/entity/Q59846494,en,literal,male,en,literal,Jon P. Ramsey
889,uri,http://www.wikidata.org/entity/Q59952624,en,literal,male,en,literal,Eli J. Draizen
890,uri,http://www.wikidata.org/entity/Q60569884,en,literal,male,en,literal,William W. Sihler
891,uri,http://www.wikidata.org/entity/Q60617463,en,literal,male,en,literal,Theodore E. Batchman
