,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,sports.type,sports.value
24904,uri,http://www.wikidata.org/entity/Q17401784,en,literal,Nikos Kaloudis,literal,water polo player
24905,uri,http://www.wikidata.org/entity/Q17425407,en,literal,Estelle Mosselly,literal,boxer
24906,uri,http://www.wikidata.org/entity/Q17428135,en,literal,Dirk Demeersman,literal,jockey
24907,uri,http://www.wikidata.org/entity/Q17466121,en,literal,Eduard Gusev,literal,sport cyclist
24908,uri,http://www.wikidata.org/entity/Q17466460,en,literal,Taylor McKeown,literal,swimmer
24909,uri,http://www.wikidata.org/entity/Q17496407,en,literal,Gunta Vaičule,literal,athletics competitor
24910,uri,http://www.wikidata.org/entity/Q17517199,en,literal,Noko Matlou,literal,association football player
24911,uri,http://www.wikidata.org/entity/Q17517294,en,literal,Eric Palmgren,literal,athlete
24912,uri,http://www.wikidata.org/entity/Q17566378,en,literal,Alma Butia,literal,athletics competitor
24913,uri,http://www.wikidata.org/entity/Q17580027,en,literal,Mohamed Bouhalla,literal,athletics competitor
24914,uri,http://www.wikidata.org/entity/Q17580287,en,literal,Clément Mignon,literal,swimmer
24915,uri,http://www.wikidata.org/entity/Q17580325,en,literal,Karen Paquin,literal,rugby union player
24916,uri,http://www.wikidata.org/entity/Q17612372,en,literal,Roger Haitengi,literal,athletics competitor
24917,uri,http://www.wikidata.org/entity/Q17612528,en,literal,Laure Kuetey,literal,athletics competitor
24918,uri,http://www.wikidata.org/entity/Q17612738,en,literal,Reto Wyss,literal,rower
24919,uri,http://www.wikidata.org/entity/Q17620822,en,literal,Arianna Castiglioni,literal,swimmer
24920,uri,http://www.wikidata.org/entity/Q17627317,en,literal,Alfredo Carrillo,literal,swimmer
24921,uri,http://www.wikidata.org/entity/Q17708725,en,literal,Linoy Ashram,literal,"rhythmic gymnast, gymnast"
24922,uri,http://www.wikidata.org/entity/Q17709220,en,literal,Enrico Musolino,literal,speed skater
24923,uri,http://www.wikidata.org/entity/Q18002291,en,literal,Suzanne Thiollière,literal,alpine skier
24924,uri,http://www.wikidata.org/entity/Q18011051,en,literal,Olga Pleshkova,literal,speed skater
24925,uri,http://www.wikidata.org/entity/Q18012806,en,literal,Guillaume Visser,literal,"rower, association football player"
24926,uri,http://www.wikidata.org/entity/Q18043883,en,literal,Enzo Frisoni,literal,sport cyclist
24927,uri,http://www.wikidata.org/entity/Q18097518,en,literal,Patrick Baumann,literal,"sports official, basketball coach, basketball player, basketball official, jurist"
24928,uri,http://www.wikidata.org/entity/Q18120810,en,literal,Ron Darmon,literal,triathlete
24929,uri,http://www.wikidata.org/entity/Q18123462,en,literal,Antenore Negri,literal,athletics competitor
24930,uri,http://www.wikidata.org/entity/Q18127274,en,literal,Oscar Pérez,literal,basketball player
24931,uri,http://www.wikidata.org/entity/Q18142398,en,literal,Chen Jie,literal,swimmer
24932,uri,http://www.wikidata.org/entity/Q18165115,en,literal,Siobhan Bernadette Haughey,literal,swimmer
24933,uri,http://www.wikidata.org/entity/Q18199717,en,literal,Anatoly Klebanov,literal,water polo player
24934,uri,http://www.wikidata.org/entity/Q18206843,en,literal,Li Qishi,literal,speed skater
24935,uri,http://www.wikidata.org/entity/Q18207622,en,literal,Shao Ting,literal,basketball player
24936,uri,http://www.wikidata.org/entity/Q18211422,en,literal,Tilbe Şenyürek,literal,basketball player
24937,uri,http://www.wikidata.org/entity/Q18217730,en,literal,Christoph Mick,literal,snowboarder
24938,uri,http://www.wikidata.org/entity/Q18221554,en,literal,Kabange Mupopo,literal,"sprinter, association football player"
24939,uri,http://www.wikidata.org/entity/Q18222343,en,literal,Klaus Jäger,literal,rower
24940,uri,http://www.wikidata.org/entity/Q18330901,en,literal,Sophie Bray,literal,field hockey player
24941,uri,http://www.wikidata.org/entity/Q18345693,en,literal,Lebogang Ramalepe,literal,association football player
24942,uri,http://www.wikidata.org/entity/Q18411179,en,literal,Liu Yang,literal,artistic gymnast
24943,uri,http://www.wikidata.org/entity/Q18507176,en,literal,Karlo Pavlenč,literal,rower
24944,uri,http://www.wikidata.org/entity/Q18543423,en,literal,Anthony Jacob,literal,rower
24945,uri,http://www.wikidata.org/entity/Q18600743,en,literal,Anastasiya Merkushyna,literal,biathlete
24946,uri,http://www.wikidata.org/entity/Q18616324,en,literal,Anna Fernstädt,literal,skeleton racer
24947,uri,http://www.wikidata.org/entity/Q18619386,en,literal,David Lim,literal,swimmer
24948,uri,http://www.wikidata.org/entity/Q18637254,en,literal,Cameron Clark,literal,rugby union player
24949,uri,http://www.wikidata.org/entity/Q18673036,en,literal,Nour El-Din Hassanein,literal,rower
24950,uri,http://www.wikidata.org/entity/Q18688050,en,literal,Anna Johansson,literal,ice hockey player
24951,uri,http://www.wikidata.org/entity/Q18746789,en,literal,Gerard Bertheloot,literal,athletics competitor
24952,uri,http://www.wikidata.org/entity/Q18812247,en,literal,Josh Samuels,literal,water polo player
24953,uri,http://www.wikidata.org/entity/Q18921764,en,literal,Daniele Garozzo,literal,fencer
24954,uri,http://www.wikidata.org/entity/Q18964155,en,literal,Anna Emilie Møller,literal,"athletics competitor, basketball player"
24955,uri,http://www.wikidata.org/entity/Q19059837,en,literal,Natalya Voronina,literal,speed skater
24956,uri,http://www.wikidata.org/entity/Q19061019,en,literal,Brigitte Gefroy,literal,taekwondo athlete
24957,uri,http://www.wikidata.org/entity/Q19296459,en,literal,Mirela Rahneva,literal,"rugby sevens player, skeleton racer"
24958,uri,http://www.wikidata.org/entity/Q19366060,en,literal,Anastasiya Tatareva,literal,rhythmic gymnast
24959,uri,http://www.wikidata.org/entity/Q19382945,en,literal,Nico Stahlberg,literal,rower
24960,uri,http://www.wikidata.org/entity/Q19480615,en,literal,Seren Bundy-Davies,literal,sprinter
24961,uri,http://www.wikidata.org/entity/Q19520847,en,literal,Sophie Vercruyssen,literal,bobsledder
24962,uri,http://www.wikidata.org/entity/Q19543844,en,literal,Jeanine Assani-Issouf,literal,athletics competitor
24963,uri,http://www.wikidata.org/entity/Q19561543,en,literal,Yrjö Miettinen,literal,"pesäpallo player, sport shooter"
24964,uri,http://www.wikidata.org/entity/Q19577487,en,literal,Katia Overfeldt,literal,synchronized swimmer
24965,uri,http://www.wikidata.org/entity/Q19577529,en,literal,Pedro Peña y Lillo,literal,sport shooter
24966,uri,http://www.wikidata.org/entity/Q19588430,en,literal,Miha Hrobat,literal,alpine skier
24967,uri,http://www.wikidata.org/entity/Q19648652,en,literal,Julius Chigbolu,literal,high jumper
24968,uri,http://www.wikidata.org/entity/Q19661693,en,literal,Chen Xiaojia,literal,basketball player
24969,uri,http://www.wikidata.org/entity/Q19662394,en,literal,A. J. J. Fridt,literal,"skipper, sailor"
24970,uri,http://www.wikidata.org/entity/Q19757560,en,literal,Juanita Feldhahn,literal,sport cyclist
24971,uri,http://www.wikidata.org/entity/Q19757657,en,literal,Iryna Chuzhynova,literal,sport cyclist
24972,uri,http://www.wikidata.org/entity/Q19823740,en,literal,Shakur Stevenson,literal,boxer
24973,uri,http://www.wikidata.org/entity/Q19839389,en,literal,Abdelkebir Ouaddar,literal,show jumper
24974,uri,http://www.wikidata.org/entity/Q19866203,en,literal,Maurizio Casadei,literal,sport cyclist
24975,uri,http://www.wikidata.org/entity/Q19868109,en,literal,Ann-Renée Desbiens,literal,ice hockey player
24976,uri,http://www.wikidata.org/entity/Q19875719,en,literal,Lawrence Jackson,literal,rower
24977,uri,http://www.wikidata.org/entity/Q19877476,en,literal,Maria Cagigas,literal,sport cyclist
24978,uri,http://www.wikidata.org/entity/Q19915480,en,literal,Alexey Stulnev,literal,bobsledder
24979,uri,http://www.wikidata.org/entity/Q19950380,en,literal,Hajer Mustapha,literal,taekwondo athlete
24980,uri,http://www.wikidata.org/entity/Q19950406,en,literal,Claudio Nolano,literal,taekwondo athlete
24981,uri,http://www.wikidata.org/entity/Q19958626,en,literal,Marie Wattel,literal,swimmer
24982,uri,http://www.wikidata.org/entity/Q19981141,en,literal,Larbi Lazhari,literal,artistic gymnast
24983,uri,http://www.wikidata.org/entity/Q20016855,en,literal,Stefanie Horn,literal,"kayaker, canoeist"
24984,uri,http://www.wikidata.org/entity/Q20018223,en,literal,Iñigo Peña,literal,kayaker
24985,uri,http://www.wikidata.org/entity/Q20021167,en,literal,Rami Miron,literal,amateur wrestler
24986,uri,http://www.wikidata.org/entity/Q20022427,en,literal,Tony Analau,literal,athlete
24987,uri,http://www.wikidata.org/entity/Q22002897,en,literal,Adriana Díaz,literal,"table tennis player, table tennis player"
24988,uri,http://www.wikidata.org/entity/Q65873,en,literal,Moritz Fürste,literal,field hockey player
24989,uri,http://www.wikidata.org/entity/Q66517,en,literal,Michaela Gerg-Leitner,literal,alpine skier
24990,uri,http://www.wikidata.org/entity/Q66773,en,literal,Otto Fickeisen,literal,rower
24991,uri,http://www.wikidata.org/entity/Q67061,en,literal,Peter Sack,literal,athletics competitor
24992,uri,http://www.wikidata.org/entity/Q67347,en,literal,Pamela Behr,literal,alpine skier
24993,uri,http://www.wikidata.org/entity/Q67893,en,literal,Dieter Kottysch,literal,boxer
24994,uri,http://www.wikidata.org/entity/Q68141,en,literal,Jan Eichhorn,literal,"Luge trainer, luger, military athlete"
24995,uri,http://www.wikidata.org/entity/Q68885,en,literal,Erwin Blask,literal,athletics competitor
24996,uri,http://www.wikidata.org/entity/Q69531,en,literal,Conny Waßmuth,literal,kayaker
24997,uri,http://www.wikidata.org/entity/Q70023,en,literal,Damian Kallabis,literal,athletics competitor
24998,uri,http://www.wikidata.org/entity/Q70514,en,literal,Burgl Färbinger,literal,alpine skier
24999,uri,http://www.wikidata.org/entity/Q70652,en,literal,Marcus Böhme,literal,volleyball player
25000,uri,http://www.wikidata.org/entity/Q70750,en,literal,Barbara Mensing,literal,archer
25001,uri,http://www.wikidata.org/entity/Q72311,en,literal,Ludwig Leitner,literal,alpine skier
25002,uri,http://www.wikidata.org/entity/Q73122,en,literal,Sergey Litvinov,literal,athletics competitor
25003,uri,http://www.wikidata.org/entity/Q73380,en,literal,Nadine Ernsting-Krienke,literal,field hockey player
25004,uri,http://www.wikidata.org/entity/Q73560,en,literal,Monika Wagner,literal,curler
25005,uri,http://www.wikidata.org/entity/Q74299,en,literal,Annegret Kroniger,literal,"athletics competitor, sprinter"
25006,uri,http://www.wikidata.org/entity/Q75144,en,literal,Cathleen Rund,literal,swimmer
25007,uri,http://www.wikidata.org/entity/Q75165,en,literal,Michi Halilovic,literal,"skeleton racer, police officer"
25008,uri,http://www.wikidata.org/entity/Q76850,en,literal,Marcel Nguyen,literal,artistic gymnast
25009,uri,http://www.wikidata.org/entity/Q77136,en,literal,Kati Wilhelm,literal,"biathlete, cross-country skier, sports commentator"
25010,uri,http://www.wikidata.org/entity/Q78020,en,literal,Ditte Kotzian,literal,competitive diver
25011,uri,http://www.wikidata.org/entity/Q78306,en,literal,Franz Reindl,literal,ice hockey player
25012,uri,http://www.wikidata.org/entity/Q78674,en,literal,Chen Weixing,literal,table tennis player
25013,uri,http://www.wikidata.org/entity/Q78942,en,literal,Julius Lenhart,literal,artistic gymnast
25014,uri,http://www.wikidata.org/entity/Q78944,en,literal,Elisabeth Kirchler,literal,alpine skier
25015,uri,http://www.wikidata.org/entity/Q80407,en,literal,Alex Harvey,literal,cross-country skier
25016,uri,http://www.wikidata.org/entity/Q83856,en,literal,Elena Kaliská,literal,"kayaker, canoeist"
25017,uri,http://www.wikidata.org/entity/Q83905,en,literal,Hicham El Guerrouj,literal,"middle-distance runner, long-distance runner"
25018,uri,http://www.wikidata.org/entity/Q84298,en,literal,Anja Dittmer,literal,triathlete
25019,uri,http://www.wikidata.org/entity/Q86759,en,literal,Gerhard Trampusch,literal,sport cyclist
25020,uri,http://www.wikidata.org/entity/Q86923,en,literal,Franz Isser,literal,bobsledder
25021,uri,http://www.wikidata.org/entity/Q87714,en,literal,Karsten Brodowski,literal,rower
25022,uri,http://www.wikidata.org/entity/Q89756,en,literal,Christin Senkel,literal,"bobsledder, athletics competitor"
25023,uri,http://www.wikidata.org/entity/Q89864,en,literal,Jan Benzien,literal,canoeist
25024,uri,http://www.wikidata.org/entity/Q90451,en,literal,Joelle Franzmann,literal,triathlete
25025,uri,http://www.wikidata.org/entity/Q91303,en,literal,Paul Söllner,literal,rower
25026,uri,http://www.wikidata.org/entity/Q92322,en,literal,Henrik Stehlik,literal,trampoline gymnast
25027,uri,http://www.wikidata.org/entity/Q92441,en,literal,Gunther Tiersch,literal,"coxswain, weather presenter, television presenter"
25028,uri,http://www.wikidata.org/entity/Q92452,en,literal,Josef Kleisl,literal,ski jumper
25029,uri,http://www.wikidata.org/entity/Q94097,en,literal,Yuriy Bilonoh,literal,athletics competitor
25030,uri,http://www.wikidata.org/entity/Q95276,en,literal,Margret Göbl,literal,figure skater
25031,uri,http://www.wikidata.org/entity/Q95883,en,literal,Felix Drahotta,literal,rower
25032,uri,http://www.wikidata.org/entity/Q95952,en,literal,Michael Karst,literal,"athletics competitor, long-distance runner"
25033,uri,http://www.wikidata.org/entity/Q96429,en,literal,Sebastian Schmidt,literal,rower
25034,uri,http://www.wikidata.org/entity/Q96868,en,literal,Jürgen Spieß,literal,weightlifter
25035,uri,http://www.wikidata.org/entity/Q99417,en,literal,Roland Baar,literal,"rower, mechanical engineer, university teacher"
25036,uri,http://www.wikidata.org/entity/Q101011,en,literal,Andreas Kempf,literal,curler
25037,uri,http://www.wikidata.org/entity/Q102439,en,literal,Franz Anton,literal,canoeist
25038,uri,http://www.wikidata.org/entity/Q102457,en,literal,Alois Bierl,literal,"rower, engineer"
25039,uri,http://www.wikidata.org/entity/Q105353,en,literal,Simon Ammann,literal,"ski jumper, alpine skier"
25040,uri,http://www.wikidata.org/entity/Q107148,en,literal,Alexandra Engelhardt,literal,amateur wrestler
25041,uri,http://www.wikidata.org/entity/Q107779,en,literal,Bernd Heidicker,literal,rower
25042,uri,http://www.wikidata.org/entity/Q110581,en,literal,Olli-Pekka Karjalainen,literal,"hammer thrower, athletics competitor"
25043,uri,http://www.wikidata.org/entity/Q113898,en,literal,Fredy Schmidtke,literal,sport cyclist
25044,uri,http://www.wikidata.org/entity/Q114271,en,literal,David Gillick,literal,"motivational speaker, sprinter, association football player"
25045,uri,http://www.wikidata.org/entity/Q114609,en,literal,Weronika Nowakowska,literal,biathlete
25046,uri,http://www.wikidata.org/entity/Q116218,en,literal,Matthieu Gourdain,literal,fencer
25047,uri,http://www.wikidata.org/entity/Q116569,en,literal,Juma Ikangaa,literal,"marathon runner, long-distance runner"
25048,uri,http://www.wikidata.org/entity/Q116757,en,literal,Irina Avvakumova,literal,ski jumper
25049,uri,http://www.wikidata.org/entity/Q116959,en,literal,Yulia Ryabchinskaya,literal,"kayaker, canoeist"
25050,uri,http://www.wikidata.org/entity/Q117239,en,literal,Milcah Chemos Cheywa,literal,athletics competitor
25051,uri,http://www.wikidata.org/entity/Q118799,en,literal,Henning Bommel,literal,sport cyclist
25052,uri,http://www.wikidata.org/entity/Q119062,en,literal,Ulrich Roth,literal,handball player
25053,uri,http://www.wikidata.org/entity/Q121967,en,literal,Denis Kaliberda,literal,"beach volleyball player, volleyball player"
25054,uri,http://www.wikidata.org/entity/Q123688,en,literal,Duke Kahanamoku,literal,"water polo player, surfer, swimmer, actor"
25055,uri,http://www.wikidata.org/entity/Q124341,en,literal,André Niklaus,literal,athletics competitor
25056,uri,http://www.wikidata.org/entity/Q124846,en,literal,Birgit Hahn,literal,field hockey player
25057,uri,http://www.wikidata.org/entity/Q125826,en,literal,Alina Dumitru,literal,judoka
25058,uri,http://www.wikidata.org/entity/Q126005,en,literal,Maren Lundby,literal,ski jumper
25059,uri,http://www.wikidata.org/entity/Q126185,en,literal,Janice Rankin,literal,curler
25060,uri,http://www.wikidata.org/entity/Q126197,en,literal,Ephraim Graham,literal,event rider
25061,uri,http://www.wikidata.org/entity/Q127350,en,literal,Alexey Poltoranin,literal,cross-country skier
25062,uri,http://www.wikidata.org/entity/Q131237,en,literal,Carl Lewis,literal,"long jumper, athletics competitor, sprinter, poet"
25063,uri,http://www.wikidata.org/entity/Q139167,en,literal,Zac Purchase,literal,"rower, athlete"
25064,uri,http://www.wikidata.org/entity/Q144303,en,literal,Lyudmila Gubkina,literal,athletics competitor
25065,uri,http://www.wikidata.org/entity/Q146960,en,literal,Sándor Tarics,literal,"water polo player, engineer, architect"
25066,uri,http://www.wikidata.org/entity/Q147346,en,literal,DeHart Hubbard,literal,athletics competitor
25067,uri,http://www.wikidata.org/entity/Q147663,en,literal,Zara Tindall,literal,"event rider, athletics competitor, equestrian, celebrity, actor"
25068,uri,http://www.wikidata.org/entity/Q149422,en,literal,Albert Vandeplancke,literal,"water polo player, swimmer"
25069,uri,http://www.wikidata.org/entity/Q152197,en,literal,Joshua Dunkley-Smith,literal,rower
25070,uri,http://www.wikidata.org/entity/Q155260,en,literal,Aleksejs Širokovs,literal,ice hockey player
25071,uri,http://www.wikidata.org/entity/Q156021,en,literal,Kristin Otto,literal,"swimmer, journalist"
25072,uri,http://www.wikidata.org/entity/Q158262,en,literal,Waldemar Cierpinski,literal,"marathon runner, athletics competitor, long-distance runner"
25073,uri,http://www.wikidata.org/entity/Q166174,en,literal,Vladimir Fedorov,literal,ice dancer
25074,uri,http://www.wikidata.org/entity/Q166404,en,literal,Sharon Laws,literal,sport cyclist
25075,uri,http://www.wikidata.org/entity/Q166934,en,literal,Wilhelm Mahlow,literal,coxswain
25076,uri,http://www.wikidata.org/entity/Q172184,en,literal,Aleksandar Atanasijević,literal,volleyball player
25077,uri,http://www.wikidata.org/entity/Q173401,en,literal,Tom Stallard,literal,"rower, engineer"
25078,uri,http://www.wikidata.org/entity/Q175522,en,literal,Irina Turova,literal,"athletics competitor, sprinter"
25079,uri,http://www.wikidata.org/entity/Q175930,en,literal,Ian Millar,literal,show jumper
25080,uri,http://www.wikidata.org/entity/Q177039,en,literal,Denis Oswald,literal,"rower, lawyer"
25081,uri,http://www.wikidata.org/entity/Q180358,en,literal,David Cal,literal,canoeist
25082,uri,http://www.wikidata.org/entity/Q180535,en,literal,Juan Martín del Potro,literal,tennis player
25083,uri,http://www.wikidata.org/entity/Q180789,en,literal,Ulrika Bergman,literal,curler
25084,uri,http://www.wikidata.org/entity/Q182451,en,literal,Alberto Gilardino,literal,association football player
25085,uri,http://www.wikidata.org/entity/Q182609,en,literal,Jacques Rogge,literal,"rugby union player, surgeon, politician, physician"
25086,uri,http://www.wikidata.org/entity/Q185044,en,literal,Ian Thorpe,literal,"autobiographer, swimmer"
25087,uri,http://www.wikidata.org/entity/Q187951,en,literal,Ana Maria Popescu,literal,"fencer, fencer"
25088,uri,http://www.wikidata.org/entity/Q188134,en,literal,Annamaria Solazzi,literal,"beach volleyball player, volleyball player"
25089,uri,http://www.wikidata.org/entity/Q192064,en,literal,Svetlana Kuznetsova,literal,tennis player
25090,uri,http://www.wikidata.org/entity/Q193187,en,literal,Jan Železný,literal,"javelin thrower, athletics competitor"
25091,uri,http://www.wikidata.org/entity/Q194899,en,literal,Michael Christian Martinez,literal,figure skater
25092,uri,http://www.wikidata.org/entity/Q197218,en,literal,Zhang Jike,literal,table tennis player
25093,uri,http://www.wikidata.org/entity/Q197300,en,literal,Zhang Xiaoping,literal,boxer
25094,uri,http://www.wikidata.org/entity/Q197305,en,literal,Zhang Xin,literal,freestyle skier
25095,uri,http://www.wikidata.org/entity/Q198915,en,literal,Tatyana Averina,literal,speed skater
25096,uri,http://www.wikidata.org/entity/Q201308,en,literal,Uwe Heppner,literal,rower
25097,uri,http://www.wikidata.org/entity/Q201365,en,literal,Micheline Ostermeyer,literal,"athletics competitor, basketball player, pianist"
25098,uri,http://www.wikidata.org/entity/Q201830,en,literal,Ilona Gusenbauer,literal,high jumper
25099,uri,http://www.wikidata.org/entity/Q202424,en,literal,Spiros Louis,literal,"marathon runner, athletics competitor, long-distance runner, farmer"
25100,uri,http://www.wikidata.org/entity/Q208466,en,literal,"Charlene, Princess of Monaco",literal,"swimmer, model"
25101,uri,http://www.wikidata.org/entity/Q209518,en,literal,Wayne Gretzky,literal,"ice hockey player, ice hockey coach, restaurateur"
25102,uri,http://www.wikidata.org/entity/Q209982,en,literal,Dražen Petrović,literal,basketball player
25103,uri,http://www.wikidata.org/entity/Q210814,en,literal,Blanka Vlašić,literal,athletics competitor
25104,uri,http://www.wikidata.org/entity/Q210928,en,literal,Park Chu-young,literal,association football player
25105,uri,http://www.wikidata.org/entity/Q213817,en,literal,Elias Katz,literal,"middle-distance runner, athletics competitor, long-distance runner"
25106,uri,http://www.wikidata.org/entity/Q218409,en,literal,Zoi Dimoschaki,literal,swimmer
25107,uri,http://www.wikidata.org/entity/Q219018,en,literal,Zoltán Speidl,literal,"athletics competitor, swimmer, journalist, association football referee"
25108,uri,http://www.wikidata.org/entity/Q221482,en,literal,Jim Thorpe,literal,"American football player, athletics competitor, baseball player, film actor, basketball player, actor"
25109,uri,http://www.wikidata.org/entity/Q225388,en,literal,Georgia Coleman,literal,competitive diver
25110,uri,http://www.wikidata.org/entity/Q228807,en,literal,Maria Mutola,literal,"middle-distance runner, association football player"
25111,uri,http://www.wikidata.org/entity/Q229261,en,literal,Wyomia Tyus,literal,"athletics competitor, sprinter"
25112,uri,http://www.wikidata.org/entity/Q229676,en,literal,Tia Hellebaut,literal,athletics competitor
25113,uri,http://www.wikidata.org/entity/Q230164,en,literal,Nastia Liukin,literal,artistic gymnast
25114,uri,http://www.wikidata.org/entity/Q231369,en,literal,Olga Kuzenkova,literal,hammer thrower
25115,uri,http://www.wikidata.org/entity/Q231566,en,literal,Osleidys Menéndez,literal,"javelin thrower, athletics competitor"
25116,uri,http://www.wikidata.org/entity/Q232351,en,literal,Fernanda Ribeiro,literal,"marathon runner, long-distance runner"
25117,uri,http://www.wikidata.org/entity/Q232508,en,literal,Michelle Akers,literal,association football player
25118,uri,http://www.wikidata.org/entity/Q232666,en,literal,Kerri Walsh Jennings,literal,beach volleyball player
25119,uri,http://www.wikidata.org/entity/Q232671,en,literal,Cătălina Ponor,literal,artistic gymnast
25120,uri,http://www.wikidata.org/entity/Q233488,en,literal,Colette Besson,literal,"middle-distance runner, athletics competitor, sprinter"
25121,uri,http://www.wikidata.org/entity/Q233880,en,literal,Grete Waitz,literal,"marathon runner, athletics competitor, long-distance runner"
25122,uri,http://www.wikidata.org/entity/Q234366,en,literal,Justyna Kowalczyk,literal,"cross-country skiing coach, sports official, cross-country skier"
25123,uri,http://www.wikidata.org/entity/Q234377,en,literal,Elvan Abeylegesse,literal,"marathon runner, athletics competitor, long-distance runner"
25124,uri,http://www.wikidata.org/entity/Q234495,en,literal,Maurren Maggi,literal,athletics competitor
25125,uri,http://www.wikidata.org/entity/Q235245,en,literal,Sasha Cohen,literal,"figure skater, actor"
25126,uri,http://www.wikidata.org/entity/Q235691,en,literal,Petra Kronberger,literal,alpine skier
25127,uri,http://www.wikidata.org/entity/Q236546,en,literal,Peggy Fleming,literal,"figure skater, sports commentator"
25128,uri,http://www.wikidata.org/entity/Q237064,en,literal,Christa Luding,literal,"track cyclist, figure skater, speed skater, sport cyclist"
25129,uri,http://www.wikidata.org/entity/Q237436,en,literal,Mirela Manjani,literal,"javelin thrower, athletics competitor"
25130,uri,http://www.wikidata.org/entity/Q238041,en,literal,Nancy Greene,literal,"alpine skier, politician"
25131,uri,http://www.wikidata.org/entity/Q239169,en,literal,Priscilla Lopes-Schliep,literal,athletics competitor
25132,uri,http://www.wikidata.org/entity/Q239269,en,literal,Jolanda Batagelj,literal,"middle-distance runner, athletics competitor"
25133,uri,http://www.wikidata.org/entity/Q239371,en,literal,Ai Fukuhara,literal,table tennis player
25134,uri,http://www.wikidata.org/entity/Q240042,en,literal,Ana Fidelia Quirot,literal,"middle-distance runner, athletics competitor, politician"
25135,uri,http://www.wikidata.org/entity/Q240590,en,literal,Megan Jendrick,literal,swimmer
25136,uri,http://www.wikidata.org/entity/Q241388,en,literal,Gabriele Reinsch,literal,athletics competitor
25137,uri,http://www.wikidata.org/entity/Q241511,en,literal,Glory Alozie,literal,"athletics competitor, sprinter"
25138,uri,http://www.wikidata.org/entity/Q241722,en,literal,Anette Norberg,literal,"curling coach, curler"
25139,uri,http://www.wikidata.org/entity/Q241794,en,literal,Melissa Belote,literal,"swimmer, coach"
25140,uri,http://www.wikidata.org/entity/Q241995,en,literal,Polina Astakhova,literal,artistic gymnast
25141,uri,http://www.wikidata.org/entity/Q242117,en,literal,Austra Skujytė,literal,athletics competitor
25142,uri,http://www.wikidata.org/entity/Q242390,en,literal,Mihaela Peneș,literal,"javelin thrower, athletics competitor"
25143,uri,http://www.wikidata.org/entity/Q242776,en,literal,Svetlana Romashina,literal,synchronized swimmer
25144,uri,http://www.wikidata.org/entity/Q243037,en,literal,Arianna Follis,literal,"ski mountaineer, cross-country skier"
25145,uri,http://www.wikidata.org/entity/Q254353,en,literal,Minarti Timur,literal,badminton player
25146,uri,http://www.wikidata.org/entity/Q254727,en,literal,Li Jiawei,literal,table tennis player
25147,uri,http://www.wikidata.org/entity/Q256183,en,literal,Duncan White,literal,athletics competitor
25148,uri,http://www.wikidata.org/entity/Q256992,en,literal,Perdita Felicien,literal,athletics competitor
25149,uri,http://www.wikidata.org/entity/Q723480,en,literal,Raúl González,literal,athletics competitor
25150,uri,http://www.wikidata.org/entity/Q2031229,en,literal,John Smith,literal,rower
25151,uri,http://www.wikidata.org/entity/Q3304006,en,literal,Javier Weber,literal,"volleyball coach, beach volleyball player, volleyball player"
25152,uri,http://www.wikidata.org/entity/Q7348257,en,literal,Robert Page,literal,rower
25153,uri,http://www.wikidata.org/entity/Q20713487,en,literal,Christoffer Sundgren,literal,"curler, engineer"
25154,uri,http://www.wikidata.org/entity/Q20716919,en,literal,Jacqueline Simoneau,literal,synchronized swimmer
25155,uri,http://www.wikidata.org/entity/Q20731009,en,literal,Katharine Holmes,literal,fencer
25156,uri,http://www.wikidata.org/entity/Q20737945,en,literal,Anatoly Lepyoshkin,literal,speed skater
25157,uri,http://www.wikidata.org/entity/Q20743386,en,literal,Woo Haram,literal,competitive diver
25158,uri,http://www.wikidata.org/entity/Q20745422,en,literal,Kasandra Bradette,literal,short track speed skater
25159,uri,http://www.wikidata.org/entity/Q20751601,en,literal,Emre Zafer Barnes,literal,athletics competitor
25160,uri,http://www.wikidata.org/entity/Q20767507,en,literal,Gustave Lauvaux,literal,"steeplechase runner, middle-distance runner"
25161,uri,http://www.wikidata.org/entity/Q20804291,en,literal,Édouard Vanzeveren,literal,swimmer
25162,uri,http://www.wikidata.org/entity/Q20804301,en,literal,Claire Horrent,literal,swimmer
25163,uri,http://www.wikidata.org/entity/Q20804465,en,literal,Arlen López,literal,boxer
25164,uri,http://www.wikidata.org/entity/Q20804856,en,literal,Nikola Jakšić,literal,water polo player
25165,uri,http://www.wikidata.org/entity/Q20813721,en,literal,Emil Zeibig,literal,swimmer
25166,uri,http://www.wikidata.org/entity/Q20816441,en,literal,César Costa,literal,association football player
25167,uri,http://www.wikidata.org/entity/Q20851195,en,literal,Antonio Alkana,literal,"hurdler, athletics competitor"
25168,uri,http://www.wikidata.org/entity/Q20851196,en,literal,Carole Amoric,literal,swimmer
25169,uri,http://www.wikidata.org/entity/Q20851230,en,literal,Annie Caron,literal,swimmer
25170,uri,http://www.wikidata.org/entity/Q20851262,en,literal,Sandrine Daudet,literal,"short track speed skater, speed skater"
25171,uri,http://www.wikidata.org/entity/Q20851266,en,literal,Christophe Deneuville,literal,swimmer
25172,uri,http://www.wikidata.org/entity/Q20851284,en,literal,Pierre Dumesnil,literal,swimmer
25173,uri,http://www.wikidata.org/entity/Q20863569,en,literal,Shanieka Ricketts,literal,athletics competitor
