,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,sexgenderLabel.xml:lang,sexgenderLabel.type,sexgenderLabel.value
5337,uri,http://www.wikidata.org/entity/Q47538043,en,literal,Marie-Pierre Lamarche,en,literal,female
5338,uri,http://www.wikidata.org/entity/Q47541615,en,literal,John Murdoch,en,literal,male
5339,uri,http://www.wikidata.org/entity/Q47543758,en,literal,Elisabetta Pizio,en,literal,female
5340,uri,http://www.wikidata.org/entity/Q47546436,en,literal,Robert Adams,en,literal,male
5341,uri,http://www.wikidata.org/entity/Q47546691,en,literal,Ramón López,en,literal,male
5342,uri,http://www.wikidata.org/entity/Q47562017,en,literal,Julia Pereira de Sousa Mabileau,en,literal,female
5343,uri,http://www.wikidata.org/entity/Q47786844,en,literal,Lina Knudsen,en,literal,female
5344,uri,http://www.wikidata.org/entity/Q48298086,en,literal,Petra Hynčicová,en,literal,female
5345,uri,http://www.wikidata.org/entity/Q48618579,en,literal,Jagdish Singh,en,literal,male
5346,uri,http://www.wikidata.org/entity/Q48811829,en,literal,Günther Karl,en,literal,male
5347,uri,http://www.wikidata.org/entity/Q48848539,en,literal,Geng Wenqiang,en,literal,male
5348,uri,http://www.wikidata.org/entity/Q48877172,en,literal,Valeriya Demidova,en,literal,female
5349,uri,http://www.wikidata.org/entity/Q48922844,en,literal,Peter Prompe,en,literal,male
5350,uri,http://www.wikidata.org/entity/Q48964331,en,literal,Kohsuke Hirata,en,literal,male
5351,uri,http://www.wikidata.org/entity/Q49285011,en,literal,Robert Dubreuil,en,literal,male
5352,uri,http://www.wikidata.org/entity/Q49561474,en,literal,Kyle Heikkila,en,literal,male
5353,uri,http://www.wikidata.org/entity/Q49561791,en,literal,Éliot Grondin,en,literal,male
5354,uri,http://www.wikidata.org/entity/Q49707653,en,literal,Sergey Trofimov,en,literal,male
5355,uri,http://www.wikidata.org/entity/Q49871417,en,literal,Loan Bozzolo,en,literal,male
5356,uri,http://www.wikidata.org/entity/Q49886889,en,literal,Victor Hendrix,en,literal,male
5357,uri,http://www.wikidata.org/entity/Q50049203,en,literal,Miroslav Strejček,en,literal,male
5358,uri,http://www.wikidata.org/entity/Q50084734,en,literal,Roberto Casares,en,literal,male
5359,uri,http://www.wikidata.org/entity/Q50088270,en,literal,Oprea Păunescu,en,literal,male
5360,uri,http://www.wikidata.org/entity/Q50277032,en,literal,Ferdinand Rabeder,en,literal,male
5361,uri,http://www.wikidata.org/entity/Q50292070,en,literal,Joaquín Blanco,en,literal,male
5362,uri,http://www.wikidata.org/entity/Q50294944,en,literal,Albert Krajmer,en,literal,male
5363,uri,http://www.wikidata.org/entity/Q50326810,en,literal,Brad Hall,en,literal,male
5364,uri,http://www.wikidata.org/entity/Q50377031,en,literal,Lucia Klimková,en,literal,female
5365,uri,http://www.wikidata.org/entity/Q50378840,en,literal,Lino Zecchini,en,literal,male
5366,uri,http://www.wikidata.org/entity/Q50391682,en,literal,Bent Jensen,en,literal,male
5367,uri,http://www.wikidata.org/entity/Q50651713,en,literal,Søren Jensen,en,literal,male
5368,uri,http://www.wikidata.org/entity/Q50851247,en,literal,Renato Macario,en,literal,male
5369,uri,http://www.wikidata.org/entity/Q50975291,en,literal,Anna Cattaneo,en,literal,female
5370,uri,http://www.wikidata.org/entity/Q51756900,en,literal,Sarah Anderson,en,literal,female
5371,uri,http://www.wikidata.org/entity/Q51879708,en,literal,Piero Vegnuti,en,literal,male
5372,uri,http://www.wikidata.org/entity/Q51886085,en,literal,Michela Suppo,en,literal,female
5373,uri,http://www.wikidata.org/entity/Q52118235,en,literal,Christophe Bourdon,en,literal,male
5374,uri,http://www.wikidata.org/entity/Q52420038,en,literal,Renzo Bulgarello,en,literal,male
5375,uri,http://www.wikidata.org/entity/Q52637840,en,literal,José Yáñez,en,literal,male
5376,uri,http://www.wikidata.org/entity/Q53300648,en,literal,Émile Lecuirot,en,literal,male
5377,uri,http://www.wikidata.org/entity/Q53301527,en,literal,Henri Souharce,en,literal,male
5378,uri,http://www.wikidata.org/entity/Q54849170,en,literal,Lucie Prioux,en,literal,female
5379,uri,http://www.wikidata.org/entity/Q54860944,en,literal,Dominique Berna,en,literal,female
5380,uri,http://www.wikidata.org/entity/Q54879332,en,literal,Federico Raimo,en,literal,male
5381,uri,http://www.wikidata.org/entity/Q54884815,en,literal,Tania Detomas,en,literal,female
5382,uri,http://www.wikidata.org/entity/Q55093264,en,literal,Josep Balcells Auter,en,literal,male
5383,uri,http://www.wikidata.org/entity/Q55110952,en,literal,Achille Mengé,en,literal,male
5384,uri,http://www.wikidata.org/entity/Q55284781,en,literal,Toni Filipi,en,literal,male
5385,uri,http://www.wikidata.org/entity/Q55409263,en,literal,Lolo Ibern,en,literal,male
5386,uri,http://www.wikidata.org/entity/Q55589872,en,literal,Edmond Vanwaes,en,literal,male
5387,uri,http://www.wikidata.org/entity/Q55753542,en,literal,Alphonse Meignant,en,literal,male
5388,uri,http://www.wikidata.org/entity/Q55753567,en,literal,Egbert Reimsfeld,en,literal,male
5389,uri,http://www.wikidata.org/entity/Q55956262,en,literal,Ralph Stephan,en,literal,male
5390,uri,http://www.wikidata.org/entity/Q55978795,en,literal,Edmond Van Herck,en,literal,male
5391,uri,http://www.wikidata.org/entity/Q55978801,en,literal,Olaf Klitgaard Poulsen,en,literal,male
5392,uri,http://www.wikidata.org/entity/Q55979163,en,literal,Rade Sunara,en,literal,male
5393,uri,http://www.wikidata.org/entity/Q55996874,en,literal,Gerhard Füssmann,en,literal,male
5394,uri,http://www.wikidata.org/entity/Q56036387,en,literal,Adolf Scheithauer,en,literal,male
5395,uri,http://www.wikidata.org/entity/Q56043982,en,literal,Toshiya Takeuchi,en,literal,male
5396,uri,http://www.wikidata.org/entity/Q56065655,en,literal,Mario Maire,en,literal,male
5397,uri,http://www.wikidata.org/entity/Q56087110,en,literal,Susumi Hosoya,en,literal,male
5398,uri,http://www.wikidata.org/entity/Q56087151,en,literal,Norimasa Kurosaki,en,literal,male
5399,uri,http://www.wikidata.org/entity/Q56154548,en,literal,Mogens Pedersen,en,literal,male
5400,uri,http://www.wikidata.org/entity/Q2441311,en,literal,Sofia Ralli,en,literal,female
5401,uri,http://www.wikidata.org/entity/Q2443936,en,literal,Victor Lardanchet,en,literal,male
5402,uri,http://www.wikidata.org/entity/Q2447570,en,literal,Theo Meijer,en,literal,male
5403,uri,http://www.wikidata.org/entity/Q2454694,en,literal,Lydia de Vega,en,literal,female
5404,uri,http://www.wikidata.org/entity/Q2455846,en,literal,Petar Ivanov,en,literal,male
5405,uri,http://www.wikidata.org/entity/Q2475147,en,literal,Scott Usher,en,literal,male
5406,uri,http://www.wikidata.org/entity/Q2477678,en,literal,Rachel Bootsma,en,literal,female
5407,uri,http://www.wikidata.org/entity/Q2487203,en,literal,Sjoerd Wartena,en,literal,male
5408,uri,http://www.wikidata.org/entity/Q2489921,en,literal,Yasemin Smit,en,literal,female
5409,uri,http://www.wikidata.org/entity/Q2491863,en,literal,Russell Garcia,en,literal,male
5410,uri,http://www.wikidata.org/entity/Q2495953,en,literal,Lyudmila Buldakova,en,literal,female
5411,uri,http://www.wikidata.org/entity/Q2500118,en,literal,Ezio Gamba,en,literal,male
5412,uri,http://www.wikidata.org/entity/Q2502843,en,literal,Utage Matsuzaki,en,literal,female
5413,uri,http://www.wikidata.org/entity/Q2504616,en,literal,Uwe Mund,en,literal,male
5414,uri,http://www.wikidata.org/entity/Q2510117,en,literal,Jack Hickey,en,literal,male
5415,uri,http://www.wikidata.org/entity/Q2512890,en,literal,Leo Peelen,en,literal,male
5416,uri,http://www.wikidata.org/entity/Q2512896,en,literal,Siegfried Powolny,en,literal,male
5417,uri,http://www.wikidata.org/entity/Q2521814,en,literal,Dana Velďáková,en,literal,female
5418,uri,http://www.wikidata.org/entity/Q2526433,en,literal,Willy Stähle,en,literal,female
5419,uri,http://www.wikidata.org/entity/Q2534758,en,literal,Peter Evans,en,literal,male
5420,uri,http://www.wikidata.org/entity/Q2553411,en,literal,Stefano Tempesti,en,literal,male
5421,uri,http://www.wikidata.org/entity/Q2554131,en,literal,Ayaka Kikuchi,en,literal,female
5422,uri,http://www.wikidata.org/entity/Q2560973,en,literal,Rafael Jofresa,en,literal,male
5423,uri,http://www.wikidata.org/entity/Q2571100,en,literal,Wilfried Auerbach,en,literal,male
5424,uri,http://www.wikidata.org/entity/Q2576497,en,literal,Albert Delannoy,en,literal,male
5425,uri,http://www.wikidata.org/entity/Q2577544,en,literal,Willi Stadel,en,literal,male
5426,uri,http://www.wikidata.org/entity/Q2579547,en,literal,Laura López,en,literal,female
5427,uri,http://www.wikidata.org/entity/Q2580489,en,literal,Snezhana Mikhaylova,en,literal,female
5428,uri,http://www.wikidata.org/entity/Q2580567,en,literal,Ivan Utrobin,en,literal,male
5429,uri,http://www.wikidata.org/entity/Q2581549,en,literal,Fernando Echavarri,en,literal,male
5430,uri,http://www.wikidata.org/entity/Q2582400,en,literal,Glorianne Perrier,en,literal,female
5431,uri,http://www.wikidata.org/entity/Q2597724,en,literal,Kai Arne Engelstad,en,literal,male
5432,uri,http://www.wikidata.org/entity/Q2599029,en,literal,Sydney Evans,en,literal,male
5433,uri,http://www.wikidata.org/entity/Q2602401,en,literal,Yvonne Kunze,en,literal,female
5434,uri,http://www.wikidata.org/entity/Q2602443,en,literal,Damien Touya,en,literal,male
5435,uri,http://www.wikidata.org/entity/Q2608891,en,literal,Jelena Nikolić,en,literal,female
5436,uri,http://www.wikidata.org/entity/Q2610519,en,literal,Naz Aydemir,en,literal,female
5437,uri,http://www.wikidata.org/entity/Q2612381,en,literal,Gerrit Tromp,en,literal,male
5438,uri,http://www.wikidata.org/entity/Q2612894,en,literal,Ingrid Sandahl,en,literal,female
5439,uri,http://www.wikidata.org/entity/Q2619084,en,literal,Finn Pedersen,en,literal,male
5440,uri,http://www.wikidata.org/entity/Q2623461,en,literal,Veli Nieminen,en,literal,male
5441,uri,http://www.wikidata.org/entity/Q2627966,en,literal,Juris Kalniņš,en,literal,male
5442,uri,http://www.wikidata.org/entity/Q2629984,en,literal,David MacEachern,en,literal,male
5443,uri,http://www.wikidata.org/entity/Q2629998,en,literal,Dominique Gardères,en,literal,male
5444,uri,http://www.wikidata.org/entity/Q2630572,en,literal,Jan Halvarsson,en,literal,male
5445,uri,http://www.wikidata.org/entity/Q2632542,en,literal,Alessandro Fei,en,literal,male
5446,uri,http://www.wikidata.org/entity/Q2635568,en,literal,Justin Olsen,en,literal,male
5447,uri,http://www.wikidata.org/entity/Q2636444,en,literal,Niels van Steenis,en,literal,male
5448,uri,http://www.wikidata.org/entity/Q2636465,en,literal,Alain Milián,en,literal,male
5449,uri,http://www.wikidata.org/entity/Q2638720,en,literal,Frederick Garfield Gilmore,en,literal,male
5450,uri,http://www.wikidata.org/entity/Q2640960,en,literal,Alena Kiyevich,en,literal,female
5451,uri,http://www.wikidata.org/entity/Q2644098,en,literal,Tsutomu Hanahara,en,literal,male
5452,uri,http://www.wikidata.org/entity/Q2646864,en,literal,Alice Chelangat,en,literal,female
5453,uri,http://www.wikidata.org/entity/Q2647329,en,literal,Alexej Schibko,en,literal,male
5454,uri,http://www.wikidata.org/entity/Q2651728,en,literal,Johan Burk,en,literal,male
5455,uri,http://www.wikidata.org/entity/Q2652666,en,literal,Marine Ghazaryan,en,literal,female
5456,uri,http://www.wikidata.org/entity/Q2657648,en,literal,Babita Kumari,en,literal,female
5457,uri,http://www.wikidata.org/entity/Q2658599,en,literal,Maaike Head,en,literal,female
5458,uri,http://www.wikidata.org/entity/Q2663228,en,literal,Jeļena Rubļevska,en,literal,female
5459,uri,http://www.wikidata.org/entity/Q2677097,en,literal,Béatrice Mouthon,en,literal,female
5460,uri,http://www.wikidata.org/entity/Q2677641,en,literal,Herman Boelen,en,literal,male
5461,uri,http://www.wikidata.org/entity/Q2678478,en,literal,Eduard Matusevich,en,literal,male
5462,uri,http://www.wikidata.org/entity/Q2679780,en,literal,Maria Belibasaki,en,literal,female
5463,uri,http://www.wikidata.org/entity/Q2682081,en,literal,Paweł Zygmunt,en,literal,male
5464,uri,http://www.wikidata.org/entity/Q2700111,en,literal,Anna Mishchenko,en,literal,female
5465,uri,http://www.wikidata.org/entity/Q2700602,en,literal,Kemar Bailey-Cole,en,literal,male
5466,uri,http://www.wikidata.org/entity/Q2700940,en,literal,Hubert Lefèbvre,en,literal,male
5467,uri,http://www.wikidata.org/entity/Q2703892,en,literal,Gabriela Andersen-Schiess,en,literal,female
5468,uri,http://www.wikidata.org/entity/Q2714530,en,literal,Liam Parsons,en,literal,male
5469,uri,http://www.wikidata.org/entity/Q2714905,en,literal,Cédric Berrest,en,literal,male
5470,uri,http://www.wikidata.org/entity/Q2718905,en,literal,Maialen Chourraut,en,literal,female
5471,uri,http://www.wikidata.org/entity/Q2722276,en,literal,Adri Middag,en,literal,male
5472,uri,http://www.wikidata.org/entity/Q2725896,en,literal,Sébastien Gattuso,en,literal,male
5473,uri,http://www.wikidata.org/entity/Q2728714,en,literal,Hiromi Miyake,en,literal,female
5474,uri,http://www.wikidata.org/entity/Q2740335,en,literal,Yasniel Toledo,en,literal,male
5475,uri,http://www.wikidata.org/entity/Q2741289,en,literal,Inês Henriques,en,literal,female
5476,uri,http://www.wikidata.org/entity/Q2753305,en,literal,Silvia Domínguez,en,literal,female
5477,uri,http://www.wikidata.org/entity/Q2755036,en,literal,Andrea Zorzi,en,literal,male
5478,uri,http://www.wikidata.org/entity/Q2755519,en,literal,Nigel Walker,en,literal,male
5479,uri,http://www.wikidata.org/entity/Q2778010,en,literal,Mirna Mazić,en,literal,female
5480,uri,http://www.wikidata.org/entity/Q2779195,en,literal,Lauren Wenger,en,literal,female
5481,uri,http://www.wikidata.org/entity/Q2785443,en,literal,Martin Sæterhaug,en,literal,male
5482,uri,http://www.wikidata.org/entity/Q2800527,en,literal,Enni Rukajärvi,en,literal,female
5483,uri,http://www.wikidata.org/entity/Q2825305,en,literal,Adrienn Hormay,en,literal,female
5484,uri,http://www.wikidata.org/entity/Q2830015,en,literal,Alain Lebas,en,literal,male
5485,uri,http://www.wikidata.org/entity/Q2830609,en,literal,Alan Thompson,en,literal,male
5486,uri,http://www.wikidata.org/entity/Q2832739,en,literal,Alessandro Aimar,en,literal,male
5487,uri,http://www.wikidata.org/entity/Q2832840,en,literal,Alessia Gennari,en,literal,female
5488,uri,http://www.wikidata.org/entity/Q2833320,en,literal,Alexandra Tavernier,en,literal,female
5489,uri,http://www.wikidata.org/entity/Q2842633,en,literal,Amel Bouderra,en,literal,female
5490,uri,http://www.wikidata.org/entity/Q2846784,en,literal,Andrey Loginov,en,literal,male
5491,uri,http://www.wikidata.org/entity/Q2848768,en,literal,André Vercruysse,en,literal,male
5492,uri,http://www.wikidata.org/entity/Q2849929,en,literal,Anicka van Emden,en,literal,female
5493,uri,http://www.wikidata.org/entity/Q2850646,en,literal,Annabelle Ali,en,literal,female
5494,uri,http://www.wikidata.org/entity/Q2850649,en,literal,Annabelle Euranie,en,literal,female
5495,uri,http://www.wikidata.org/entity/Q2851737,en,literal,Anniina Rajahuhta,en,literal,female
5496,uri,http://www.wikidata.org/entity/Q2869007,en,literal,Athar-Ali Fysee,en,literal,male
5497,uri,http://www.wikidata.org/entity/Q3056561,en,literal,Erik Larsen,en,literal,male
5498,uri,http://www.wikidata.org/entity/Q4722271,en,literal,Alfred Bachmann,en,literal,male
5499,uri,http://www.wikidata.org/entity/Q24548723,en,literal,Kate French,en,literal,female
5500,uri,http://www.wikidata.org/entity/Q809065,en,literal,Barry Maister,en,literal,male
5501,uri,http://www.wikidata.org/entity/Q822328,en,literal,Jürgen Schröder,en,literal,male
5502,uri,http://www.wikidata.org/entity/Q823576,en,literal,Jens Köppen,en,literal,male
5503,uri,http://www.wikidata.org/entity/Q824713,en,literal,Klaus-Dieter Neubert,en,literal,male
5504,uri,http://www.wikidata.org/entity/Q826548,en,literal,Rainer Osselmann,en,literal,male
5505,uri,http://www.wikidata.org/entity/Q826958,en,literal,Werner Obschernikat,en,literal,male
5506,uri,http://www.wikidata.org/entity/Q827165,en,literal,René Rensch,en,literal,male
5507,uri,http://www.wikidata.org/entity/Q827872,en,literal,Hans-Jürgen Wallbrecht,en,literal,male
5508,uri,http://www.wikidata.org/entity/Q827878,en,literal,Jürgen Schröder,en,literal,male
5509,uri,http://www.wikidata.org/entity/Q828413,en,literal,Gerald Weiß,en,literal,male
5510,uri,http://www.wikidata.org/entity/Q828437,en,literal,Walter Dießner,en,literal,male
5511,uri,http://www.wikidata.org/entity/Q829372,en,literal,Gottfried Döhn,en,literal,male
5512,uri,http://www.wikidata.org/entity/Q829692,en,literal,Hans Gruhne,en,literal,male
5513,uri,http://www.wikidata.org/entity/Q830035,en,literal,František Pecháček,en,literal,male
5514,uri,http://www.wikidata.org/entity/Q830326,en,literal,Karsten Schmeling,en,literal,male
5515,uri,http://www.wikidata.org/entity/Q832258,en,literal,Tinus Osendarp,en,literal,male
5516,uri,http://www.wikidata.org/entity/Q838490,en,literal,Montserrat García,en,literal,female
5517,uri,http://www.wikidata.org/entity/Q847244,en,literal,Róbert Kasza,en,literal,male
5518,uri,http://www.wikidata.org/entity/Q848978,en,literal,Jenő Brandi,en,literal,male
5519,uri,http://www.wikidata.org/entity/Q851520,en,literal,Krisztina Fazekas Zur,en,literal,female
5520,uri,http://www.wikidata.org/entity/Q860753,en,literal,Gergely Kulcsár,en,literal,male
5521,uri,http://www.wikidata.org/entity/Q862487,en,literal,Bill Strum,en,literal,male
5522,uri,http://www.wikidata.org/entity/Q863215,en,literal,Edvīns Bietags,en,literal,male
5523,uri,http://www.wikidata.org/entity/Q867872,en,literal,Célia Bourgeois,en,literal,female
5524,uri,http://www.wikidata.org/entity/Q867947,en,literal,Federico Pellegrino,en,literal,male
5525,uri,http://www.wikidata.org/entity/Q869837,en,literal,Rıfat Yıldız,en,literal,male
5526,uri,http://www.wikidata.org/entity/Q873683,en,literal,Walter Delle Karth,en,literal,male
5527,uri,http://www.wikidata.org/entity/Q876090,en,literal,Josef Feistmantl,en,literal,male
5528,uri,http://www.wikidata.org/entity/Q876807,en,literal,Carsten Fischer,en,literal,male
5529,uri,http://www.wikidata.org/entity/Q879845,en,literal,Bjørn Paulson,en,literal,male
5530,uri,http://www.wikidata.org/entity/Q887285,en,literal,Lee Joo-hyung,en,literal,male
5531,uri,http://www.wikidata.org/entity/Q887436,en,literal,Bo Roberson,en,literal,male
5532,uri,http://www.wikidata.org/entity/Q887498,en,literal,Paul Hamm,en,literal,male
5533,uri,http://www.wikidata.org/entity/Q892633,en,literal,Robin Duvillard,en,literal,male
5534,uri,http://www.wikidata.org/entity/Q893738,en,literal,Boris Lagutin,en,literal,male
5535,uri,http://www.wikidata.org/entity/Q896542,en,literal,Detlef Ultsch,en,literal,male
5536,uri,http://www.wikidata.org/entity/Q898371,en,literal,Samir Mammadov,en,literal,male
5537,uri,http://www.wikidata.org/entity/Q912468,en,literal,Brian Kilby,en,literal,male
5538,uri,http://www.wikidata.org/entity/Q912567,en,literal,Brian Lewis,en,literal,male
5539,uri,http://www.wikidata.org/entity/Q913826,en,literal,Hella Roth,en,literal,female
5540,uri,http://www.wikidata.org/entity/Q915383,en,literal,Reinhard Gust,en,literal,male
5541,uri,http://www.wikidata.org/entity/Q915975,en,literal,Aleksandr Gorelik,en,literal,male
5542,uri,http://www.wikidata.org/entity/Q919634,en,literal,Sam Kerr,en,literal,female
5543,uri,http://www.wikidata.org/entity/Q920822,en,literal,Rodrigão,en,literal,male
5544,uri,http://www.wikidata.org/entity/Q921311,en,literal,Albert Oldman,en,literal,male
5545,uri,http://www.wikidata.org/entity/Q922439,en,literal,Thomas Thould,en,literal,male
5546,uri,http://www.wikidata.org/entity/Q924819,en,literal,Jacob Clear,en,literal,male
5547,uri,http://www.wikidata.org/entity/Q925402,en,literal,Tivadar Kanizsa,en,literal,male
5548,uri,http://www.wikidata.org/entity/Q926858,en,literal,Christian Obrist,en,literal,male
5549,uri,http://www.wikidata.org/entity/Q927085,en,literal,Yukifumi Murakami,en,literal,male
5550,uri,http://www.wikidata.org/entity/Q927275,en,literal,Christopher Jones,en,literal,male
5551,uri,http://www.wikidata.org/entity/Q928060,en,literal,Urpo Korhonen,en,literal,male
5552,uri,http://www.wikidata.org/entity/Q929624,en,literal,Thomas Mermillod Blondin,en,literal,male
5553,uri,http://www.wikidata.org/entity/Q931932,en,literal,José Gómez Mustelier,en,literal,male
5554,uri,http://www.wikidata.org/entity/Q933877,en,literal,Renny Quow,en,literal,male
5555,uri,http://www.wikidata.org/entity/Q934254,en,literal,Julien Brulé,en,literal,male
5556,uri,http://www.wikidata.org/entity/Q934553,en,literal,Alan Forney,en,literal,male
5557,uri,http://www.wikidata.org/entity/Q934568,en,literal,Guy Nosbaum,en,literal,male
5558,uri,http://www.wikidata.org/entity/Q936736,en,literal,Steinar Johansen,en,literal,male
5559,uri,http://www.wikidata.org/entity/Q937582,en,literal,Pascal Briand,en,literal,male
5560,uri,http://www.wikidata.org/entity/Q938149,en,literal,Latif-ur Rehman,en,literal,male
5561,uri,http://www.wikidata.org/entity/Q938280,en,literal,Bernard Ormanowski,en,literal,male
5562,uri,http://www.wikidata.org/entity/Q940172,en,literal,Yevhen Rudakov,en,literal,male
5563,uri,http://www.wikidata.org/entity/Q941346,en,literal,György Sarlós,en,literal,male
5564,uri,http://www.wikidata.org/entity/Q943603,en,literal,René Mortiaux,en,literal,male
5565,uri,http://www.wikidata.org/entity/Q944753,en,literal,Monique Velzeboer,en,literal,female
5566,uri,http://www.wikidata.org/entity/Q945457,en,literal,Charles Doe,en,literal,male
5567,uri,http://www.wikidata.org/entity/Q946362,en,literal,Gábor Kis,en,literal,male
5568,uri,http://www.wikidata.org/entity/Q946416,en,literal,Clément Lefert,en,literal,male
5569,uri,http://www.wikidata.org/entity/Q946697,en,literal,Bruno Marie-Rose,en,literal,male
5570,uri,http://www.wikidata.org/entity/Q946991,en,literal,John Mikaelsson,en,literal,male
5571,uri,http://www.wikidata.org/entity/Q947861,en,literal,Peter Vanderkaay,en,literal,male
5572,uri,http://www.wikidata.org/entity/Q948215,en,literal,Clarence Hill,en,literal,male
5573,uri,http://www.wikidata.org/entity/Q948434,en,literal,Emmanouil Mylonakis,en,literal,male
5574,uri,http://www.wikidata.org/entity/Q949052,en,literal,Ri Hyon-ju,en,literal,male
5575,uri,http://www.wikidata.org/entity/Q949858,en,literal,Ronald Agénor,en,literal,male
5576,uri,http://www.wikidata.org/entity/Q950221,en,literal,Emily Silver,en,literal,female
5577,uri,http://www.wikidata.org/entity/Q950948,en,literal,Kōkichi Tsuburaya,en,literal,male
5578,uri,http://www.wikidata.org/entity/Q954248,en,literal,Pål Tyldum,en,literal,male
5579,uri,http://www.wikidata.org/entity/Q955244,en,literal,Péter Nagy,en,literal,male
5580,uri,http://www.wikidata.org/entity/Q956222,en,literal,Denisse Fajardo,en,literal,female
5581,uri,http://www.wikidata.org/entity/Q956419,en,literal,Christopher Isengwe,en,literal,male
5582,uri,http://www.wikidata.org/entity/Q957187,en,literal,Don Thompson,en,literal,male
5583,uri,http://www.wikidata.org/entity/Q958235,en,literal,Rashid Sidek,en,literal,male
5584,uri,http://www.wikidata.org/entity/Q958631,en,literal,Mathias Fredriksson,en,literal,male
5585,uri,http://www.wikidata.org/entity/Q959724,en,literal,Miroslav Dvořák,en,literal,male
5586,uri,http://www.wikidata.org/entity/Q959795,en,literal,Paul Constantin Pepene,en,literal,male
5587,uri,http://www.wikidata.org/entity/Q960017,en,literal,René Cattarinussi,en,literal,male
5588,uri,http://www.wikidata.org/entity/Q960614,en,literal,Eric Lindros,en,literal,male
5589,uri,http://www.wikidata.org/entity/Q961319,en,literal,Hrachik Javakhyan,en,literal,male
5590,uri,http://www.wikidata.org/entity/Q962659,en,literal,Rhadi Ben Abdesselam,en,literal,male
5591,uri,http://www.wikidata.org/entity/Q964689,en,literal,Giovanni Bramucci,en,literal,male
5592,uri,http://www.wikidata.org/entity/Q965010,en,literal,Gemma Gibbons,en,literal,female
5593,uri,http://www.wikidata.org/entity/Q965062,en,literal,Peter Wilson,en,literal,male
5594,uri,http://www.wikidata.org/entity/Q967896,en,literal,Ignace Heinrich,en,literal,male
5595,uri,http://www.wikidata.org/entity/Q968893,en,literal,Florencia Habif,en,literal,female
5596,uri,http://www.wikidata.org/entity/Q2034066,en,literal,Robert Paul,en,literal,male
5597,uri,http://www.wikidata.org/entity/Q7177741,en,literal,Peter Wilson,en,literal,male
5598,uri,http://www.wikidata.org/entity/Q60685328,en,literal,Guillermo Velásquez,en,literal,male
5599,uri,http://www.wikidata.org/entity/Q96132527,en,literal,Terence Koh,en,literal,male
5600,uri,http://www.wikidata.org/entity/Q433936,en,literal,Liu Wei,en,literal,female
5601,uri,http://www.wikidata.org/entity/Q912414,en,literal,Brian Johnson,en,literal,male
5602,uri,http://www.wikidata.org/entity/Q7327489,en,literal,Richard Lucas,en,literal,male
5603,uri,http://www.wikidata.org/entity/Q20640934,en,literal,Jean-Marc Rebière,en,literal,male
5604,uri,http://www.wikidata.org/entity/Q20655719,en,literal,Fabian Heinle,en,literal,male
5605,uri,http://www.wikidata.org/entity/Q20670132,en,literal,Maximilian Munski,en,literal,male
5606,uri,http://www.wikidata.org/entity/Q20675938,en,literal,Giorgio Ballati,en,literal,male
5607,uri,http://www.wikidata.org/entity/Q20676418,en,literal,Ezio Della Savia,en,literal,male
5608,uri,http://www.wikidata.org/entity/Q20683302,en,literal,Nazim Babayev,en,literal,male
5609,uri,http://www.wikidata.org/entity/Q20713437,en,literal,Garibaldo Nizzola,en,literal,male
5610,uri,http://www.wikidata.org/entity/Q20713830,en,literal,Kosuke Morozumi,en,literal,male
5611,uri,http://www.wikidata.org/entity/Q20723550,en,literal,Brigitte Ntiamoah,en,literal,female
5612,uri,http://www.wikidata.org/entity/Q20736264,en,literal,Jordan Wilimovsky,en,literal,male
5613,uri,http://www.wikidata.org/entity/Q20740986,en,literal,Fabio Innocenti,en,literal,male
5614,uri,http://www.wikidata.org/entity/Q20744921,en,literal,Yuri Kisil,en,literal,male
5615,uri,http://www.wikidata.org/entity/Q20745588,en,literal,Kim Boutin,en,literal,female
5616,uri,http://www.wikidata.org/entity/Q20751996,en,literal,Josh Kelly,en,literal,male
5617,uri,http://www.wikidata.org/entity/Q20757853,en,literal,Christine Roper,en,literal,female
5618,uri,http://www.wikidata.org/entity/Q20758119,en,literal,Zhang Changning,en,literal,female
5619,uri,http://www.wikidata.org/entity/Q20810488,en,literal,Gunnar Bentz,en,literal,male
5620,uri,http://www.wikidata.org/entity/Q20811178,en,literal,Yvonne de Ligne,en,literal,female
5621,uri,http://www.wikidata.org/entity/Q20851257,en,literal,Julie Danaux,en,literal,female
5622,uri,http://www.wikidata.org/entity/Q20872452,en,literal,Angeliki Gerolymou,en,literal,female
5623,uri,http://www.wikidata.org/entity/Q20873456,en,literal,Shelayna Oskan-Clarke,en,literal,female
5624,uri,http://www.wikidata.org/entity/Q20890204,en,literal,Igor Jakubowski,en,literal,male
5625,uri,http://www.wikidata.org/entity/Q20890634,en,literal,Magnus Kirt,en,literal,male
5626,uri,http://www.wikidata.org/entity/Q20894953,en,literal,Mohamed Fakhri Ismail,en,literal,male
5627,uri,http://www.wikidata.org/entity/Q20894953,en,literal,Mohamed Fakhri Ismail,en,literal,male
5628,uri,http://www.wikidata.org/entity/Q20898442,en,literal,Thibault Colard,en,literal,male
5629,uri,http://www.wikidata.org/entity/Q20961746,en,literal,Raymond Berthet,en,literal,male
5630,uri,http://www.wikidata.org/entity/Q20961836,en,literal,André Geourjon,en,literal,male
