,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,sexgenderLabel.xml:lang,sexgenderLabel.type,sexgenderLabel.value
12476,uri,http://www.wikidata.org/entity/Q955134,en,literal,Malcolm Milne,en,literal,male
12477,uri,http://www.wikidata.org/entity/Q957135,en,literal,Luke Campbell,en,literal,male
12478,uri,http://www.wikidata.org/entity/Q958401,en,literal,He Hanbin,en,literal,male
12479,uri,http://www.wikidata.org/entity/Q958482,en,literal,Algo Kärp,en,literal,male
12480,uri,http://www.wikidata.org/entity/Q959374,en,literal,Saul Weigopwa,en,literal,male
12481,uri,http://www.wikidata.org/entity/Q960994,en,literal,Aleksandar Šapić,en,literal,male
12482,uri,http://www.wikidata.org/entity/Q963838,en,literal,Erol Bilgin,en,literal,male
12483,uri,http://www.wikidata.org/entity/Q964159,en,literal,Dina Kochetkova,en,literal,female
12484,uri,http://www.wikidata.org/entity/Q966506,en,literal,Bruno Junk,en,literal,male
12485,uri,http://www.wikidata.org/entity/Q966667,en,literal,Cornel Penu,en,literal,male
12486,uri,http://www.wikidata.org/entity/Q968460,en,literal,James Mitchel,en,literal,male
12487,uri,http://www.wikidata.org/entity/Q968804,en,literal,Grzegorz Gajdus,en,literal,male
12488,uri,http://www.wikidata.org/entity/Q969854,en,literal,Earl Jones,en,literal,male
12489,uri,http://www.wikidata.org/entity/Q972229,en,literal,Michel Tornéus,en,literal,male
12490,uri,http://www.wikidata.org/entity/Q972401,en,literal,Kevin Cordón,en,literal,male
12491,uri,http://www.wikidata.org/entity/Q972954,en,literal,Ivo Yanakiev,en,literal,male
12492,uri,http://www.wikidata.org/entity/Q975091,en,literal,Carlos Calado,en,literal,male
12493,uri,http://www.wikidata.org/entity/Q975859,en,literal,Olivér Halassy,en,literal,male
12494,uri,http://www.wikidata.org/entity/Q976996,en,literal,Kaspar Taimsoo,en,literal,male
12495,uri,http://www.wikidata.org/entity/Q977352,en,literal,Josh Culbreath,en,literal,male
12496,uri,http://www.wikidata.org/entity/Q977531,en,literal,Henri Hurskainen,en,literal,male
12497,uri,http://www.wikidata.org/entity/Q979060,en,literal,Paul Lizandier,en,literal,male
12498,uri,http://www.wikidata.org/entity/Q979102,en,literal,Oleg Fedoseyev,en,literal,male
12499,uri,http://www.wikidata.org/entity/Q979656,en,literal,Steve Missillier,en,literal,male
12500,uri,http://www.wikidata.org/entity/Q26207481,en,literal,Rudo Neshamba,en,literal,female
12501,uri,http://www.wikidata.org/entity/Q26217962,en,literal,Nathalie Marchino,en,literal,female
12502,uri,http://www.wikidata.org/entity/Q26220156,en,literal,Timm Herzbruch,en,literal,male
12503,uri,http://www.wikidata.org/entity/Q26220592,en,literal,Rose Lokonyen,en,literal,female
12504,uri,http://www.wikidata.org/entity/Q26250579,en,literal,Mihael Žgank,en,literal,male
12505,uri,http://www.wikidata.org/entity/Q26250631,en,literal,Youba Sissokho,en,literal,male
12506,uri,http://www.wikidata.org/entity/Q26251301,en,literal,Alyssa Manley,en,literal,female
12507,uri,http://www.wikidata.org/entity/Q26252419,en,literal,Jessica Hall,en,literal,female
12508,uri,http://www.wikidata.org/entity/Q26252439,en,literal,Mirosław Ziętarski,en,literal,male
12509,uri,http://www.wikidata.org/entity/Q26252938,en,literal,Mateusz Wilangowski,en,literal,male
12510,uri,http://www.wikidata.org/entity/Q26254275,en,literal,Denise Pimpini,en,literal,female
12511,uri,http://www.wikidata.org/entity/Q26255174,en,literal,Lynda Mekzine,en,literal,female
12512,uri,http://www.wikidata.org/entity/Q26255821,en,literal,Ibrahima Fofana,en,literal,male
12513,uri,http://www.wikidata.org/entity/Q26260129,en,literal,Lukáš Helešic,en,literal,male
12514,uri,http://www.wikidata.org/entity/Q26260146,en,literal,Mohamed Hamout,en,literal,male
12515,uri,http://www.wikidata.org/entity/Q26262118,en,literal,Vera Biryukova,en,literal,female
12516,uri,http://www.wikidata.org/entity/Q26262324,en,literal,Anders Pedersen,en,literal,male
12517,uri,http://www.wikidata.org/entity/Q26263129,en,literal,Shakhobidin Zoirov,en,literal,male
12518,uri,http://www.wikidata.org/entity/Q26263146,en,literal,Petit Minkoumba,en,literal,male
12519,uri,http://www.wikidata.org/entity/Q26263154,en,literal,Noura Mana,en,literal,female
12520,uri,http://www.wikidata.org/entity/Q26263602,en,literal,Rustam Tulaganov,en,literal,male
12521,uri,http://www.wikidata.org/entity/Q26267484,en,literal,Natthaphong Phonoppharat,en,literal,male
12522,uri,http://www.wikidata.org/entity/Q26267485,en,literal,Mattia Camboni,en,literal,male
12523,uri,http://www.wikidata.org/entity/Q26267486,en,literal,Kamolwan Chanyim,en,literal,female
12524,uri,http://www.wikidata.org/entity/Q26268944,en,literal,Veronika Ivasyuk,en,literal,female
12525,uri,http://www.wikidata.org/entity/Q26270593,en,literal,Margret Hassan,en,literal,female
12526,uri,http://www.wikidata.org/entity/Q26276669,en,literal,Yosra Dhieb,en,literal,female
12527,uri,http://www.wikidata.org/entity/Q26276670,en,literal,Jack Burnell,en,literal,male
12528,uri,http://www.wikidata.org/entity/Q26276685,en,literal,Michelle Weber,en,literal,female
12529,uri,http://www.wikidata.org/entity/Q26300194,en,literal,Iryna Zhuk,en,literal,female
12530,uri,http://www.wikidata.org/entity/Q26328880,en,literal,James Coughlan,en,literal,male
12531,uri,http://www.wikidata.org/entity/Q26328886,en,literal,Eduard Popp,en,literal,male
12532,uri,http://www.wikidata.org/entity/Q26356814,en,literal,Lawrence Fanous,en,literal,male
12533,uri,http://www.wikidata.org/entity/Q26384484,en,literal,Hannah Krüger,en,literal,female
12534,uri,http://www.wikidata.org/entity/Q26405512,en,literal,Aleksey Mochalov,en,literal,male
12535,uri,http://www.wikidata.org/entity/Q26406185,en,literal,Alyce Burnett,en,literal,female
12536,uri,http://www.wikidata.org/entity/Q26431483,en,literal,Maritza Guamán,en,literal,female
12537,uri,http://www.wikidata.org/entity/Q26431501,en,literal,Rachid Sidibé,en,literal,male
12538,uri,http://www.wikidata.org/entity/Q26458685,en,literal,Tang Xingqiang,en,literal,male
12539,uri,http://www.wikidata.org/entity/Q26459690,en,literal,Charles Yosei Muneria,en,literal,male
12540,uri,http://www.wikidata.org/entity/Q26472808,en,literal,Jennifer Chieng,en,literal,female
12541,uri,http://www.wikidata.org/entity/Q26611929,en,literal,María Casado,en,literal,female
12542,uri,http://www.wikidata.org/entity/Q26664055,en,literal,Maha Amer,en,literal,female
12543,uri,http://www.wikidata.org/entity/Q26664061,en,literal,Kim Mi-rae,en,literal,female
12544,uri,http://www.wikidata.org/entity/Q26664104,en,literal,Harold Langen,en,literal,male
12545,uri,http://www.wikidata.org/entity/Q26704431,en,literal,Olga Danilov,en,literal,female
12546,uri,http://www.wikidata.org/entity/Q26704906,en,literal,Theo Piniau,en,literal,male
12547,uri,http://www.wikidata.org/entity/Q26705067,en,literal,Halimah Nakaayi,en,literal,female
12548,uri,http://www.wikidata.org/entity/Q26763668,en,literal,Jikirum Adjaluddin,en,literal,male
12549,uri,http://www.wikidata.org/entity/Q26775341,en,literal,Javier Carrión,en,literal,male
12550,uri,http://www.wikidata.org/entity/Q26789894,en,literal,Chloe Woodruff,en,literal,female
12551,uri,http://www.wikidata.org/entity/Q26790024,en,literal,Aurelie Alcindor,en,literal,female
12552,uri,http://www.wikidata.org/entity/Q26791213,en,literal,Carola Salvatella,en,literal,female
12553,uri,http://www.wikidata.org/entity/Q26818525,en,literal,Amos Matteucci,en,literal,male
12554,uri,http://www.wikidata.org/entity/Q26828912,en,literal,Maria Clara Lobo,en,literal,female
12555,uri,http://www.wikidata.org/entity/Q26837748,en,literal,Prabdeep Kaur Sanghera,en,literal,female
12556,uri,http://www.wikidata.org/entity/Q26838053,en,literal,Kadra Mohamed Dembil,en,literal,female
12557,uri,http://www.wikidata.org/entity/Q26838077,en,literal,Drita Islami,en,literal,female
12558,uri,http://www.wikidata.org/entity/Q26871072,en,literal,Benik Abrahamyan,en,literal,male
12559,uri,http://www.wikidata.org/entity/Q26897015,en,literal,Marcel Winkler,en,literal,female
12560,uri,http://www.wikidata.org/entity/Q26912673,en,literal,Francisco Amat,en,literal,male
12561,uri,http://www.wikidata.org/entity/Q26923574,en,literal,Meir Daloya,en,literal,male
12562,uri,http://www.wikidata.org/entity/Q26923708,en,literal,Peter Masfen,en,literal,male
12563,uri,http://www.wikidata.org/entity/Q26924382,en,literal,Kohei Yamashita,en,literal,male
12564,uri,http://www.wikidata.org/entity/Q26972314,en,literal,Massimiliano Mazzucchi,en,literal,male
12565,uri,http://www.wikidata.org/entity/Q26986591,en,literal,Daniel Guda,en,literal,male
12566,uri,http://www.wikidata.org/entity/Q27048909,en,literal,Lai Chu-en,en,literal,male
12567,uri,http://www.wikidata.org/entity/Q27048914,en,literal,Obada Al-Kasbeh,en,literal,male
12568,uri,http://www.wikidata.org/entity/Q27049232,en,literal,Mohamed Taieb,en,literal,male
12569,uri,http://www.wikidata.org/entity/Q27049290,en,literal,Nour El-Houda Ettaieb,en,literal,female
12570,uri,http://www.wikidata.org/entity/Q27049375,en,literal,Hassan Saada,en,literal,male
12571,uri,http://www.wikidata.org/entity/Q27050032,en,literal,Brian Rosso,en,literal,male
12572,uri,http://www.wikidata.org/entity/Q27057859,en,literal,Mónica Carrió,en,literal,female
12573,uri,http://www.wikidata.org/entity/Q27058341,en,literal,Sergio Mannironi,en,literal,male
12574,uri,http://www.wikidata.org/entity/Q27058391,en,literal,Eduard Papirov,en,literal,male
12575,uri,http://www.wikidata.org/entity/Q27063922,en,literal,Ekaterina Alexandrovskaya,en,literal,female
12576,uri,http://www.wikidata.org/entity/Q27064038,en,literal,Faris Ibrahim,en,literal,male
12577,uri,http://www.wikidata.org/entity/Q27064080,en,literal,Eva Belaise,en,literal,female
12578,uri,http://www.wikidata.org/entity/Q27064130,en,literal,Nurislam Sanayev,en,literal,male
12579,uri,http://www.wikidata.org/entity/Q27068807,en,literal,Michelle Pearson,en,literal,female
12580,uri,http://www.wikidata.org/entity/Q27074113,en,literal,John Clark,en,literal,male
12581,uri,http://www.wikidata.org/entity/Q27151101,en,literal,Manuela Angeli,en,literal,female
12582,uri,http://www.wikidata.org/entity/Q27224142,en,literal,Benedict Majekodunmi,en,literal,male
12583,uri,http://www.wikidata.org/entity/Q27244402,en,literal,Taimuraz Friev,en,literal,male
12584,uri,http://www.wikidata.org/entity/Q27244516,en,literal,An Hyo-ju,en,literal,female
12585,uri,http://www.wikidata.org/entity/Q27244667,en,literal,Alan Sothern,en,literal,male
12586,uri,http://www.wikidata.org/entity/Q27450953,en,literal,Margaret Girvan,en,literal,female
12587,uri,http://www.wikidata.org/entity/Q27505564,en,literal,Rita Pulido,en,literal,female
12588,uri,http://www.wikidata.org/entity/Q27532694,en,literal,Monica Madalina Florea,en,literal,female
12589,uri,http://www.wikidata.org/entity/Q27611293,en,literal,Thi Thi Win,en,literal,female
12590,uri,http://www.wikidata.org/entity/Q27654910,en,literal,Monique Piétri,en,literal,female
12591,uri,http://www.wikidata.org/entity/Q27663258,en,literal,Kim Ji-hoon,en,literal,male
12592,uri,http://www.wikidata.org/entity/Q27667029,en,literal,Françoise Borie,en,literal,female
12593,uri,http://www.wikidata.org/entity/Q27786577,en,literal,Rania El Kilali,en,literal,female
12594,uri,http://www.wikidata.org/entity/Q27840827,en,literal,Ruth Abeles,en,literal,female
12595,uri,http://www.wikidata.org/entity/Q27881141,en,literal,Kelly Heuchan,en,literal,female
12596,uri,http://www.wikidata.org/entity/Q27884286,en,literal,Uliana Vasilyeva,en,literal,female
12597,uri,http://www.wikidata.org/entity/Q27885048,en,literal,Galina Arsenkina,en,literal,female
12598,uri,http://www.wikidata.org/entity/Q27885048,en,literal,Galina Arsenkina,en,literal,female
12599,uri,http://www.wikidata.org/entity/Q27921688,en,literal,Anne Marie McCaffrey,en,literal,female
12600,uri,http://www.wikidata.org/entity/Q227015,en,literal,Zou Kai,en,literal,male
12601,uri,http://www.wikidata.org/entity/Q227348,en,literal,Zsolt Erdei,en,literal,male
12602,uri,http://www.wikidata.org/entity/Q228827,en,literal,Zulia Calatayud,en,literal,female
12603,uri,http://www.wikidata.org/entity/Q229046,en,literal,Fanny Blankers-Koen,en,literal,female
12604,uri,http://www.wikidata.org/entity/Q229121,en,literal,Jana Novotná,en,literal,female
12605,uri,http://www.wikidata.org/entity/Q229663,en,literal,Nataliya Dobrynska,en,literal,female
12606,uri,http://www.wikidata.org/entity/Q230854,en,literal,Rohullah Nikpai,en,literal,male
12607,uri,http://www.wikidata.org/entity/Q231235,en,literal,Zuzana Schindlerová,en,literal,female
12608,uri,http://www.wikidata.org/entity/Q231428,en,literal,Inessa Kravets,en,literal,female
12609,uri,http://www.wikidata.org/entity/Q231969,en,literal,Yelena Slesarenko,en,literal,female
12610,uri,http://www.wikidata.org/entity/Q233410,en,literal,Yordanka Donkova,en,literal,female
12611,uri,http://www.wikidata.org/entity/Q233622,en,literal,Wang Junxia,en,literal,female
12612,uri,http://www.wikidata.org/entity/Q233710,en,literal,Klavdiya Boyarskikh,en,literal,female
12613,uri,http://www.wikidata.org/entity/Q234401,en,literal,Therese Johaug,en,literal,female
12614,uri,http://www.wikidata.org/entity/Q234465,en,literal,Tereza Marinova,en,literal,female
12615,uri,http://www.wikidata.org/entity/Q234999,en,literal,Olga Bondarenko,en,literal,female
12616,uri,http://www.wikidata.org/entity/Q235372,en,literal,Paola Espinoza Sánchez,en,literal,female
12617,uri,http://www.wikidata.org/entity/Q236332,en,literal,Paula Ivan,en,literal,female
12618,uri,http://www.wikidata.org/entity/Q237071,en,literal,Sigrun Wodars,en,literal,female
12619,uri,http://www.wikidata.org/entity/Q237161,en,literal,María Caridad Colón,en,literal,female
12620,uri,http://www.wikidata.org/entity/Q237283,en,literal,Daniela Silivaș,en,literal,female
12621,uri,http://www.wikidata.org/entity/Q237339,en,literal,Debbie Ferguson-McKenzie,en,literal,female
12622,uri,http://www.wikidata.org/entity/Q238282,en,literal,Rosemarie Whyte,en,literal,female
12623,uri,http://www.wikidata.org/entity/Q238311,en,literal,Vita Styopina,en,literal,female
12624,uri,http://www.wikidata.org/entity/Q238656,en,literal,Larisa Iordache,en,literal,female
12625,uri,http://www.wikidata.org/entity/Q238695,en,literal,Yarelys Barrios,en,literal,female
12626,uri,http://www.wikidata.org/entity/Q238782,en,literal,Tracy Caulkins,en,literal,female
12627,uri,http://www.wikidata.org/entity/Q239029,en,literal,Melanie Hoffmann,en,literal,female
12628,uri,http://www.wikidata.org/entity/Q239922,en,literal,Duje Bonačić,en,literal,male
12629,uri,http://www.wikidata.org/entity/Q239970,en,literal,Janeth Jepkosgei,en,literal,female
12630,uri,http://www.wikidata.org/entity/Q240680,en,literal,Marie-Laure Brunet,en,literal,female
12631,uri,http://www.wikidata.org/entity/Q240751,en,literal,Tatjana Hüfner,en,literal,female
12632,uri,http://www.wikidata.org/entity/Q240839,en,literal,Shereefa Lloyd,en,literal,female
12633,uri,http://www.wikidata.org/entity/Q240871,en,literal,Nino Salukvadze,en,literal,female
12634,uri,http://www.wikidata.org/entity/Q241062,en,literal,Tegla Loroupe,en,literal,female
12635,uri,http://www.wikidata.org/entity/Q241419,en,literal,Pierre Vaultier,en,literal,male
12636,uri,http://www.wikidata.org/entity/Q241460,en,literal,Susana Feitor,en,literal,female
12637,uri,http://www.wikidata.org/entity/Q242107,en,literal,Marta Domínguez,en,literal,female
12638,uri,http://www.wikidata.org/entity/Q244478,en,literal,Tzvetelina Yanchulova,en,literal,female
12639,uri,http://www.wikidata.org/entity/Q248120,en,literal,Don Quarrie,en,literal,male
12640,uri,http://www.wikidata.org/entity/Q249610,en,literal,Pyotr Bolotnikov,en,literal,male
12641,uri,http://www.wikidata.org/entity/Q250005,en,literal,Issa Hayatou,en,literal,male
12642,uri,http://www.wikidata.org/entity/Q252408,en,literal,Leslie Djhone,en,literal,male
12643,uri,http://www.wikidata.org/entity/Q252531,en,literal,Ásgeir Örn Hallgrímsson,en,literal,male
12644,uri,http://www.wikidata.org/entity/Q252860,en,literal,Adilbek Niyazymbetov,en,literal,male
12645,uri,http://www.wikidata.org/entity/Q253177,en,literal,George Reiffenstein,en,literal,male
12646,uri,http://www.wikidata.org/entity/Q255186,en,literal,James Boyd,en,literal,male
12647,uri,http://www.wikidata.org/entity/Q255557,en,literal,Chun Lee-Kyung,en,literal,female
12648,uri,http://www.wikidata.org/entity/Q255753,en,literal,Kim Batten,en,literal,female
12649,uri,http://www.wikidata.org/entity/Q255839,en,literal,Lyudmila Shevtsova,en,literal,female
12650,uri,http://www.wikidata.org/entity/Q255854,en,literal,Herma Szabo,en,literal,female
12651,uri,http://www.wikidata.org/entity/Q255863,en,literal,Tetyana Dorovskikh,en,literal,female
12652,uri,http://www.wikidata.org/entity/Q255865,en,literal,Mette Halvorsen,en,literal,female
12653,uri,http://www.wikidata.org/entity/Q255926,en,literal,Lina Andersson,en,literal,female
12654,uri,http://www.wikidata.org/entity/Q256600,en,literal,Lina Radke,en,literal,female
12655,uri,http://www.wikidata.org/entity/Q256834,en,literal,Anna Bogaliy-Titovets,en,literal,female
12656,uri,http://www.wikidata.org/entity/Q257833,en,literal,Huriana Manuel,en,literal,female
12657,uri,http://www.wikidata.org/entity/Q257843,en,literal,Romela Begaj,en,literal,female
12658,uri,http://www.wikidata.org/entity/Q258130,en,literal,Stanka Zlateva,en,literal,female
12659,uri,http://www.wikidata.org/entity/Q258175,en,literal,Danielle Scott-Arruda,en,literal,female
12660,uri,http://www.wikidata.org/entity/Q258196,en,literal,Myriam Soumaré,en,literal,female
12661,uri,http://www.wikidata.org/entity/Q258401,en,literal,Gete Wami,en,literal,female
12662,uri,http://www.wikidata.org/entity/Q259773,en,literal,Bernard Gravier,en,literal,male
12663,uri,http://www.wikidata.org/entity/Q261329,en,literal,Lia Manoliu,en,literal,female
12664,uri,http://www.wikidata.org/entity/Q261594,en,literal,Cate Campbell,en,literal,female
12665,uri,http://www.wikidata.org/entity/Q261775,en,literal,Katerina Thanou,en,literal,female
12666,uri,http://www.wikidata.org/entity/Q261792,en,literal,Liz McColgan,en,literal,female
12667,uri,http://www.wikidata.org/entity/Q262068,en,literal,Fatima Whitbread,en,literal,female
12668,uri,http://www.wikidata.org/entity/Q262082,en,literal,Emelie Wikström,en,literal,female
12669,uri,http://www.wikidata.org/entity/Q262404,en,literal,Kathrin Boron,en,literal,female
12670,uri,http://www.wikidata.org/entity/Q263605,en,literal,Georgeta Damian,en,literal,female
12671,uri,http://www.wikidata.org/entity/Q263667,en,literal,Elisabeth Högberg,en,literal,female
12672,uri,http://www.wikidata.org/entity/Q263674,en,literal,Stefan Heythausen,en,literal,male
12673,uri,http://www.wikidata.org/entity/Q264423,en,literal,Paula Pequeno,en,literal,female
12674,uri,http://www.wikidata.org/entity/Q265350,en,literal,Lyudmila Kolchanova,en,literal,female
12675,uri,http://www.wikidata.org/entity/Q265895,en,literal,Ivana Rožman,en,literal,female
12676,uri,http://www.wikidata.org/entity/Q266121,en,literal,Kate Ziegler,en,literal,female
12677,uri,http://www.wikidata.org/entity/Q267150,en,literal,Marina Kuptsova,en,literal,female
12678,uri,http://www.wikidata.org/entity/Q267289,en,literal,Yelena Prokhorova,en,literal,female
12679,uri,http://www.wikidata.org/entity/Q267788,en,literal,Katarzyna Bachleda-Curuś,en,literal,female
12680,uri,http://www.wikidata.org/entity/Q267884,en,literal,Hana Mašková,en,literal,female
12681,uri,http://www.wikidata.org/entity/Q268123,en,literal,Raelene Boyle,en,literal,female
12682,uri,http://www.wikidata.org/entity/Q268145,en,literal,Nadzeya Pisarava,en,literal,female
12683,uri,http://www.wikidata.org/entity/Q268159,en,literal,Debbie Armstrong,en,literal,female
12684,uri,http://www.wikidata.org/entity/Q268891,en,literal,Aleksandar Karakašević,en,literal,male
12685,uri,http://www.wikidata.org/entity/Q270489,en,literal,Ragnhild Aamodt,en,literal,female
12686,uri,http://www.wikidata.org/entity/Q270663,en,literal,Libby Trickett,en,literal,female
12687,uri,http://www.wikidata.org/entity/Q270989,en,literal,Elfriede Kaun,en,literal,female
12688,uri,http://www.wikidata.org/entity/Q270999,en,literal,Ewa Kłobukowska,en,literal,female
12689,uri,http://www.wikidata.org/entity/Q271020,en,literal,Elisabetta Perrone,en,literal,female
12690,uri,http://www.wikidata.org/entity/Q271267,en,literal,Denise Biellmann,en,literal,female
12691,uri,http://www.wikidata.org/entity/Q271316,en,literal,Nicola Sanders,en,literal,female
12692,uri,http://www.wikidata.org/entity/Q271463,en,literal,Kinue Hitomi,en,literal,female
12693,uri,http://www.wikidata.org/entity/Q272178,en,literal,Miloslava Rezková,en,literal,female
12694,uri,http://www.wikidata.org/entity/Q272331,en,literal,Chen Yueling,en,literal,female
12695,uri,http://www.wikidata.org/entity/Q272459,en,literal,Nathalie Santer,en,literal,female
12696,uri,http://www.wikidata.org/entity/Q272590,en,literal,Connie Carpenter-Phinney,en,literal,female
12697,uri,http://www.wikidata.org/entity/Q272590,en,literal,Connie Carpenter-Phinney,en,literal,female
12698,uri,http://www.wikidata.org/entity/Q272721,en,literal,Angela Bailey,en,literal,female
12699,uri,http://www.wikidata.org/entity/Q289172,en,literal,Tina Charles,en,literal,female
12700,uri,http://www.wikidata.org/entity/Q506567,en,literal,Andrew Newell,en,literal,male
12701,uri,http://www.wikidata.org/entity/Q4661743,en,literal,Aarno Almqvist,en,literal,male
12702,uri,http://www.wikidata.org/entity/Q4677038,en,literal,Christopher Patte,en,literal,male
12703,uri,http://www.wikidata.org/entity/Q4679368,en,literal,Adam Krajewski,en,literal,male
12704,uri,http://www.wikidata.org/entity/Q4679792,en,literal,Adam Sioui,en,literal,male
12705,uri,http://www.wikidata.org/entity/Q4681947,en,literal,Adelina Cojocariu,en,literal,female
12706,uri,http://www.wikidata.org/entity/Q4681947,en,literal,Adelina Cojocariu,en,literal,female
12707,uri,http://www.wikidata.org/entity/Q4682426,en,literal,Adeyemo Fatai,en,literal,male
12708,uri,http://www.wikidata.org/entity/Q4685652,en,literal,Adrien Perez,en,literal,male
12709,uri,http://www.wikidata.org/entity/Q4687531,en,literal,Dragoș Neagu,en,literal,male
12710,uri,http://www.wikidata.org/entity/Q4688777,en,literal,Afa Ismail,en,literal,female
12711,uri,http://www.wikidata.org/entity/Q4693241,en,literal,Agnieszka Siwek,en,literal,female
12712,uri,http://www.wikidata.org/entity/Q4693243,en,literal,Agnieszka Szwarnóg,en,literal,female
12713,uri,http://www.wikidata.org/entity/Q4696729,en,literal,Aidan Roach,en,literal,male
12714,uri,http://www.wikidata.org/entity/Q4699222,en,literal,Aisuluu Tynybekova,en,literal,female
12715,uri,http://www.wikidata.org/entity/Q4700915,en,literal,Akihiko Nakamura,en,literal,male
12716,uri,http://www.wikidata.org/entity/Q4705633,en,literal,Alain Brigion Tobe,en,literal,male
12717,uri,http://www.wikidata.org/entity/Q4714810,en,literal,Aleksandar Maksimović,en,literal,male
12718,uri,http://www.wikidata.org/entity/Q4715542,en,literal,Aleksandr Yermilov,en,literal,male
12719,uri,http://www.wikidata.org/entity/Q4716269,en,literal,Alessandra Finesso,en,literal,female
12720,uri,http://www.wikidata.org/entity/Q4717583,en,literal,Alex Osadchuk,en,literal,male
12721,uri,http://www.wikidata.org/entity/Q4721205,en,literal,Alexandru Nyisztor,en,literal,male
12722,uri,http://www.wikidata.org/entity/Q4722001,en,literal,Sete Benavides,en,literal,male
12723,uri,http://www.wikidata.org/entity/Q4723081,en,literal,Alfred Loomis,en,literal,male
12724,uri,http://www.wikidata.org/entity/Q4724554,en,literal,Ali Abuzamia,en,literal,male
12725,uri,http://www.wikidata.org/entity/Q4725672,en,literal,Alican Kaynar,en,literal,male
12726,uri,http://www.wikidata.org/entity/Q4726271,en,literal,Alicia Kinoshita,en,literal,female
12727,uri,http://www.wikidata.org/entity/Q4732770,en,literal,Allison Jolly,en,literal,female
12728,uri,http://www.wikidata.org/entity/Q4739088,en,literal,Amadou Gakou,en,literal,male
12729,uri,http://www.wikidata.org/entity/Q4746394,en,literal,Aminata Ndong,en,literal,female
12730,uri,http://www.wikidata.org/entity/Q4746870,en,literal,Amit Singh Bakshi,en,literal,male
12731,uri,http://www.wikidata.org/entity/Q4749144,en,literal,Amy Clay,en,literal,female
12732,uri,http://www.wikidata.org/entity/Q4749304,en,literal,Amy Martin,en,literal,female
12733,uri,http://www.wikidata.org/entity/Q4750483,en,literal,Ana Rente,en,literal,female
12734,uri,http://www.wikidata.org/entity/Q4754949,en,literal,Andrea Bakula,en,literal,female
12735,uri,http://www.wikidata.org/entity/Q4755046,en,literal,Andrea Dewar,en,literal,female
12736,uri,http://www.wikidata.org/entity/Q4755309,en,literal,Andrea Tóth,en,literal,female
12737,uri,http://www.wikidata.org/entity/Q4757181,en,literal,Andrew Griffiths,en,literal,male
12738,uri,http://www.wikidata.org/entity/Q4759827,en,literal,André Bernard,en,literal,male
12739,uri,http://www.wikidata.org/entity/Q4759862,en,literal,André Cordeiro,en,literal,male
12740,uri,http://www.wikidata.org/entity/Q4762523,en,literal,Angela Pain,en,literal,female
12741,uri,http://www.wikidata.org/entity/Q4762656,en,literal,Angelica Aposteanu,en,literal,female
12742,uri,http://www.wikidata.org/entity/Q4766258,en,literal,Ann Battelle,en,literal,female
12743,uri,http://www.wikidata.org/entity/Q4766552,en,literal,Ann Marshall,en,literal,female
12744,uri,http://www.wikidata.org/entity/Q4767410,en,literal,Anna Pichrtová,en,literal,female
12745,uri,http://www.wikidata.org/entity/Q4767581,en,literal,Anna Villani,en,literal,female
12746,uri,http://www.wikidata.org/entity/Q4767723,en,literal,Annabelle Lascar,en,literal,female
12747,uri,http://www.wikidata.org/entity/Q4768090,en,literal,Anne-Marie Loriot,en,literal,female
12748,uri,http://www.wikidata.org/entity/Q4768173,en,literal,Anne Boixel,en,literal,female
12749,uri,http://www.wikidata.org/entity/Q4768648,en,literal,Anne Michaut,en,literal,female
12750,uri,http://www.wikidata.org/entity/Q4768737,en,literal,Anne Quist,en,literal,female
12751,uri,http://www.wikidata.org/entity/Q4769499,en,literal,Annika Reeder,en,literal,female
12752,uri,http://www.wikidata.org/entity/Q4770946,en,literal,Antanas Bagdonavičius,en,literal,male
12753,uri,http://www.wikidata.org/entity/Q4772476,en,literal,Anthony Fahden,en,literal,male
12754,uri,http://www.wikidata.org/entity/Q4776720,en,literal,Antonio La Penna,en,literal,male
12755,uri,http://www.wikidata.org/entity/Q4790478,en,literal,Ariel Suárez,en,literal,male
12756,uri,http://www.wikidata.org/entity/Q4796965,en,literal,Art McKinlay,en,literal,male
12757,uri,http://www.wikidata.org/entity/Q4799460,en,literal,Arthur Law,en,literal,male
12758,uri,http://www.wikidata.org/entity/Q4801182,en,literal,Milorad Stanulov,en,literal,male
12759,uri,http://www.wikidata.org/entity/Q4804158,en,literal,Asen Lekarski,en,literal,male
12760,uri,http://www.wikidata.org/entity/Q4811126,en,literal,Astou Traoré,en,literal,female
12761,uri,http://www.wikidata.org/entity/Q4821311,en,literal,Augusto Premoli,en,literal,male
12762,uri,http://www.wikidata.org/entity/Q4827385,en,literal,Ava Hutchinson,en,literal,female
12763,uri,http://www.wikidata.org/entity/Q4831944,en,literal,Ayşe Cora,en,literal,female
12764,uri,http://www.wikidata.org/entity/Q4843132,en,literal,Bai Faquan,en,literal,male
12765,uri,http://www.wikidata.org/entity/Q4885537,en,literal,Ben Dodwell,en,literal,male
12766,uri,http://www.wikidata.org/entity/Q4885813,en,literal,Ben Hawes,en,literal,male
12767,uri,http://www.wikidata.org/entity/Q4886838,en,literal,Benamar Kachkouche,en,literal,male
12768,uri,http://www.wikidata.org/entity/Q4890051,en,literal,Celia Corres,en,literal,female
12769,uri,http://www.wikidata.org/entity/Q4890489,en,literal,Esther Termens,en,literal,female
