,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,conditions.type,conditions.value
4810,uri,http://www.wikidata.org/entity/Q2608819,en,literal,Alan Faneca,literal,epilepsy
4811,uri,http://www.wikidata.org/entity/Q2619547,en,literal,Fabia Eudokia,literal,epilepsy
4812,uri,http://www.wikidata.org/entity/Q2714938,en,literal,"Prince Gaetan, Count of Girgenti",literal,epilepsy
4813,uri,http://www.wikidata.org/entity/Q2719376,en,literal,Marieke Vervoort,literal,"epilepsy, degenerative disease"
4814,uri,http://www.wikidata.org/entity/Q3249158,en,literal,Samari Rolle,literal,epilepsy
4815,uri,http://www.wikidata.org/entity/Q3295485,en,literal,Martin Kemp,literal,epilepsy
4816,uri,http://www.wikidata.org/entity/Q3308791,en,literal,Barry George,literal,epilepsy
4817,uri,http://www.wikidata.org/entity/Q3518909,en,literal,Terry Marsh,literal,epilepsy
4818,uri,http://www.wikidata.org/entity/Q3521562,en,literal,Jonty Rhodes,literal,epilepsy
4819,uri,http://www.wikidata.org/entity/Q3528112,en,literal,Colin Blythe,literal,epilepsy
4820,uri,http://www.wikidata.org/entity/Q3536355,en,literal,Tracy Pew,literal,epilepsy
4821,uri,http://www.wikidata.org/entity/Q3554301,en,literal,Valérie Pineau-Valencienne,literal,epilepsy
4822,uri,http://www.wikidata.org/entity/Q470362,en,literal,"Mette-Marit, Crown Princess of Norway",literal,pulmonary fibrosis
4823,uri,http://www.wikidata.org/entity/Q95887950,en,literal,Jennifer Robin Arnold,literal,"pulmonary fibrosis, COVID-19"
4824,uri,http://www.wikidata.org/entity/Q68090431,en,literal,Ismail Al Yasin,literal,asthma
4825,uri,http://www.wikidata.org/entity/Q70248801,en,literal,Giulia De Lellis,literal,asthma
4826,uri,http://www.wikidata.org/entity/Q74475261,en,literal,Laurel Griggs,literal,asthma
4827,uri,http://www.wikidata.org/entity/Q88720437,en,literal,Kious Kelly,literal,"asthma, COVID-19"
4828,uri,http://www.wikidata.org/entity/Q89919082,en,literal,Laneeka Barksdale,literal,asthma
4829,uri,http://www.wikidata.org/entity/Q91077024,en,literal,Terrance Burke,literal,"asthma, COVID-19"
4830,uri,http://www.wikidata.org/entity/Q91120760,en,literal,Leilani Dayrit,literal,"asthma, COVID-19"
4831,uri,http://www.wikidata.org/entity/Q92215337,en,literal,Zoe Mungin,literal,"asthma, COVID-19"
4832,uri,http://www.wikidata.org/entity/Q93242709,en,literal,Nyla Moore,literal,"asthma, COVID-19"
4833,uri,http://www.wikidata.org/entity/Q95884810,en,literal,Sean Boynes,literal,"asthma, COVID-19"
4834,uri,http://www.wikidata.org/entity/Q95887384,en,literal,Sawarrelita Redmond,literal,"asthma, COVID-19"
4835,uri,http://www.wikidata.org/entity/Q95887405,en,literal,Patricia Frieson,literal,"asthma, lymphedema, COVID-19"
4836,uri,http://www.wikidata.org/entity/Q95887420,en,literal,Carl Redd,literal,"asthma, arterial hypertension, chronic obstructive pulmonary disease, COVID-19"
4837,uri,http://www.wikidata.org/entity/Q95888000,en,literal,Rhoda Hatch,literal,"asthma, diabetes, COVID-19"
4838,uri,http://www.wikidata.org/entity/Q99485311,en,literal,Adeline Fagan,literal,"asthma, COVID-19"
4839,uri,http://www.wikidata.org/entity/Q109902402,en,literal,Jonathan Daval,literal,asthma
4840,uri,http://www.wikidata.org/entity/Q89452309,en,literal,Jorge Orlando Semería,literal,"arterial hypertension, heart disease"
4841,uri,http://www.wikidata.org/entity/Q89990230,en,literal,Felipe Leyton,literal,arterial hypertension
4842,uri,http://www.wikidata.org/entity/Q91079952,en,literal,Keith Redding,literal,"arterial hypertension, COVID-19"
4843,uri,http://www.wikidata.org/entity/Q93473479,en,literal,Carlos Ernesto Escobar Mejía,literal,"arterial hypertension, diabetes, COVID-19"
4844,uri,http://www.wikidata.org/entity/Q93903544,en,literal,Guadalupe Ramos,literal,"arterial hypertension, hepatitis, diabetes, liver cirrhosis, bronchopulmonary dysplasia, COVID-19"
4845,uri,http://www.wikidata.org/entity/Q94643983,en,literal,unnamed medical worker,literal,"arterial hypertension, diabetes, COVID-19"
4846,uri,http://www.wikidata.org/entity/Q95880820,en,literal,Roger Liddell,literal,"arterial hypertension, COVID-19"
4847,uri,http://www.wikidata.org/entity/Q95883712,en,literal,Peggy Rakestraw,literal,"arterial hypertension, diabetes, heart disease, kidney disease, COVID-19"
4848,uri,http://www.wikidata.org/entity/Q95884387,en,literal,Wanda Bailey,literal,"arterial hypertension, heart disease, lung disease, COVID-19"
4849,uri,http://www.wikidata.org/entity/Q95885594,en,literal,Nikima Thompson,literal,"arterial hypertension, diabetes, COVID-19"
4850,uri,http://www.wikidata.org/entity/Q95886766,en,literal,Clark Osojnicki,literal,"arterial hypertension, type 2 diabetes, COVID-19"
4851,uri,http://www.wikidata.org/entity/Q95887287,en,literal,John Pope,literal,"arterial hypertension, diabetes, COVID-19"
4852,uri,http://www.wikidata.org/entity/Q95887445,en,literal,Christine McLaurin,literal,"arterial hypertension, diabetes, COVID-19"
4853,uri,http://www.wikidata.org/entity/Q95887471,en,literal,Julian Anguiano-Maya,literal,"arterial hypertension, diabetes, COVID-19"
4854,uri,http://www.wikidata.org/entity/Q95887990,en,literal,Antonio Nieves,literal,"arterial hypertension, heart disease, COVID-19"
4855,uri,http://www.wikidata.org/entity/Q95888562,en,literal,Larry Jones,literal,"arterial hypertension, COVID-19"
4856,uri,http://www.wikidata.org/entity/Q95889046,en,literal,Yuet Ming Wong,literal,"arterial hypertension, coronary artery disease, COVID-19"
4857,uri,http://www.wikidata.org/entity/Q98382520,en,literal,Tjandermatie Soekhai,literal,"arterial hypertension, diabetes, COVID-19"
4858,uri,http://www.wikidata.org/entity/Q104166423,en,literal,Abdul Sayol de Sá Peixoto,literal,arterial hypertension
4859,uri,http://www.wikidata.org/entity/Q95884362,en,literal,Merrick Dowson,literal,"swine influenza, COVID-19"
4860,uri,http://www.wikidata.org/entity/Q296850,en,literal,Baldwin IV of Jerusalem,literal,leprosy
4861,uri,http://www.wikidata.org/entity/Q21228094,en,literal,Lakhpatji,literal,leprosy
4862,uri,http://www.wikidata.org/entity/Q22020049,en,literal,Godji II,literal,leprosy
4863,uri,http://www.wikidata.org/entity/Q28354680,en,literal,Tetsuo Sakurai,literal,leprosy
4864,uri,http://www.wikidata.org/entity/Q74368139,en,literal,Humbert Willems,literal,leprosy
4865,uri,http://www.wikidata.org/entity/Q85848333,en,literal,Zuster Lambertine,literal,leprosy
4866,uri,http://www.wikidata.org/entity/Q207596,en,literal,Daryl Hannah,literal,autism
4867,uri,http://www.wikidata.org/entity/Q215506,en,literal,Jerry Seinfeld,literal,autism
4868,uri,http://www.wikidata.org/entity/Q223985,en,literal,Michael Palin,literal,autism
4869,uri,http://www.wikidata.org/entity/Q232301,en,literal,Roseanne Barr,literal,autism
4870,uri,http://www.wikidata.org/entity/Q232810,en,literal,Temple Grandin,literal,autism
4871,uri,http://www.wikidata.org/entity/Q235489,en,literal,Kim Rhodes,literal,autism
4872,uri,http://www.wikidata.org/entity/Q322060,en,literal,Douglas Coupland,literal,autism
4873,uri,http://www.wikidata.org/entity/Q353755,en,literal,Tom Arnold,literal,autism
4874,uri,http://www.wikidata.org/entity/Q460894,en,literal,Helmut Lotti,literal,autism
4875,uri,http://www.wikidata.org/entity/Q504658,en,literal,Marty Balin,literal,autism
4876,uri,http://www.wikidata.org/entity/Q110187949,en,literal,Babouillec,literal,autism
4877,uri,http://www.wikidata.org/entity/Q91059,en,literal,Richard Plant,literal,major depressive disorder
4878,uri,http://www.wikidata.org/entity/Q222905,en,literal,Jarosław Gowin,literal,major depressive disorder
4879,uri,http://www.wikidata.org/entity/Q259841,en,literal,Les Murray,literal,major depressive disorder
4880,uri,http://www.wikidata.org/entity/Q520153,en,literal,Ella Vogelaar,literal,major depressive disorder
4881,uri,http://www.wikidata.org/entity/Q977651,en,literal,John Marsden,literal,major depressive disorder
4882,uri,http://www.wikidata.org/entity/Q1281929,en,literal,Reyhan Şahin,literal,major depressive disorder
4883,uri,http://www.wikidata.org/entity/Q1397155,en,literal,Wayne Brady,literal,"major depressive disorder, stuttering"
4884,uri,http://www.wikidata.org/entity/Q1680297,en,literal,James D. Conley,literal,major depressive disorder
4885,uri,http://www.wikidata.org/entity/Q3059936,en,literal,Eugène Hugo,literal,major depressive disorder
4886,uri,http://www.wikidata.org/entity/Q3942185,en,literal,Ruby Rose,literal,"major depressive disorder, bipolar disorder"
4887,uri,http://www.wikidata.org/entity/Q6549617,en,literal,Limmy,literal,major depressive disorder
4888,uri,http://www.wikidata.org/entity/Q6779926,en,literal,Mary Jo Fisher,literal,major depressive disorder
4889,uri,http://www.wikidata.org/entity/Q10321758,en,literal,"Luís de Meneses, 3.º Conde da Ericeira",literal,major depressive disorder
4890,uri,http://www.wikidata.org/entity/Q13557546,en,literal,Robin Douglas-Home,literal,major depressive disorder
4891,uri,http://www.wikidata.org/entity/Q23008452,en,literal,Ronja von Rönne,literal,major depressive disorder
4892,uri,http://www.wikidata.org/entity/Q28653501,en,literal,Lili Reinhart,literal,"major depressive disorder, anxiety disorder"
4893,uri,http://www.wikidata.org/entity/Q44627147,en,literal,Wendy Williams,literal,major depressive disorder
4894,uri,http://www.wikidata.org/entity/Q56701898,en,literal,Ira Khan,literal,major depressive disorder
4895,uri,http://www.wikidata.org/entity/Q59771419,en,literal,Shoe0nHead,literal,"major depressive disorder, anxiety, attention deficit hyperactivity disorder, trichotillomania"
4896,uri,http://www.wikidata.org/entity/Q60980809,en,literal,Ania Karwan,literal,major depressive disorder
4897,uri,http://www.wikidata.org/entity/Q63312734,en,literal,Sydney Magruder Washington,literal,"major depressive disorder, Asperger syndrome, agoraphobia, panic disorder"
4898,uri,http://www.wikidata.org/entity/Q75349931,en,literal,John Saxton,literal,major depressive disorder
4899,uri,http://www.wikidata.org/entity/Q98819388,en,literal,Roxie Nafousi,literal,major depressive disorder
4900,uri,http://www.wikidata.org/entity/Q104678350,en,literal,Maya Higa,literal,"major depressive disorder, suicidal ideation, streptococcal pharyngitis, impostor syndrome"
4901,uri,http://www.wikidata.org/entity/Q105006377,en,literal,Franziska Salomon,literal,major depressive disorder
4902,uri,http://www.wikidata.org/entity/Q105164137,en,literal,Jana Seelig,literal,major depressive disorder
4903,uri,http://www.wikidata.org/entity/Q108892145,en,literal,Gabrielle Caunesil Pozzoli,literal,major depressive disorder
4904,uri,http://www.wikidata.org/entity/Q701029,en,literal,Luo Ruiqing,literal,bone fracture
4905,uri,http://www.wikidata.org/entity/Q5650897,en,literal,Hans von Schlebrügge,literal,bone fracture
4906,uri,http://www.wikidata.org/entity/Q7315,en,literal,Pyotr Ilyich Tchaikovsky,literal,measles
4907,uri,http://www.wikidata.org/entity/Q158173,en,literal,Princess Margaret of Connaught,literal,"measles, sepsis, erysipelas"
4908,uri,http://www.wikidata.org/entity/Q261564,en,literal,Jeanna Giese,literal,rabies
4909,uri,http://www.wikidata.org/entity/Q502,en,literal,Stendhal,literal,syphilis
4910,uri,http://www.wikidata.org/entity/Q80048,en,literal,Al Capone,literal,"syphilis, gonorrhea, neurosyphilis"
4911,uri,http://www.wikidata.org/entity/Q154602,en,literal,Otto Nicolai,literal,syphilis
4912,uri,http://www.wikidata.org/entity/Q220768,en,literal,Giambattista Bodoni,literal,syphilis
4913,uri,http://www.wikidata.org/entity/Q559833,en,literal,Kostas Karyotakis,literal,syphilis
4914,uri,http://www.wikidata.org/entity/Q2377797,en,literal,Szymon Zimorowic,literal,syphilis
4915,uri,http://www.wikidata.org/entity/Q313318,en,literal,Salif Keita,literal,albinism
4916,uri,http://www.wikidata.org/entity/Q332635,en,literal,Johnny Winter,literal,albinism
4917,uri,http://www.wikidata.org/entity/Q334355,en,literal,Robert Lowe,literal,albinism
4918,uri,http://www.wikidata.org/entity/Q357273,en,literal,Seinei,literal,albinism
4919,uri,http://www.wikidata.org/entity/Q539833,en,literal,Sivuca,literal,albinism
4920,uri,http://www.wikidata.org/entity/Q559349,en,literal,Edgar Winter,literal,albinism
4921,uri,http://www.wikidata.org/entity/Q560969,en,literal,Hermeto Pascoal,literal,albinism
4922,uri,http://www.wikidata.org/entity/Q600368,en,literal,Shaun Ross,literal,albinism
4923,uri,http://www.wikidata.org/entity/Q711228,en,literal,Yellowman,literal,albinism
4924,uri,http://www.wikidata.org/entity/Q960631,en,literal,G. Harishankar,literal,albinism
4925,uri,http://www.wikidata.org/entity/Q1364266,en,literal,Speckled Red,literal,albinism
4926,uri,http://www.wikidata.org/entity/Q1605890,en,literal,William Archibald Spooner,literal,albinism
4927,uri,http://www.wikidata.org/entity/Q2091894,en,literal,Piano Red,literal,albinism
4928,uri,http://www.wikidata.org/entity/Q2709928,en,literal,Brother Ali,literal,albinism
4929,uri,http://www.wikidata.org/entity/Q2936439,en,literal,Cano Estremera,literal,albinism
4930,uri,http://www.wikidata.org/entity/Q3026167,en,literal,Diandra Forrest,literal,albinism
4931,uri,http://www.wikidata.org/entity/Q3335785,en,literal,Nantenin Keïta,literal,albinism
4932,uri,http://www.wikidata.org/entity/Q3557627,en,literal,Victor Varnado,literal,albinism
4933,uri,http://www.wikidata.org/entity/Q4355149,en,literal,Connie Chiu,literal,albinism
4934,uri,http://www.wikidata.org/entity/Q4703254,en,literal,Al-Shymaa Kway-Geer,literal,albinism
4935,uri,http://www.wikidata.org/entity/Q4703576,en,literal,Al Beeno,literal,albinism
4936,uri,http://www.wikidata.org/entity/Q5241304,en,literal,David Wrench,literal,albinism
4937,uri,http://www.wikidata.org/entity/Q5628384,en,literal,H. Lynn Womack,literal,albinism
4938,uri,http://www.wikidata.org/entity/Q6386036,en,literal,Kelly Gallagher,literal,albinism
4939,uri,http://www.wikidata.org/entity/Q6411875,en,literal,King Mellow Yellow,literal,albinism
4940,uri,http://www.wikidata.org/entity/Q6743179,en,literal,Malford Milligan,literal,albinism
4941,uri,http://www.wikidata.org/entity/Q6814177,en,literal,Mem Nahadr,literal,albinism
4942,uri,http://www.wikidata.org/entity/Q7305871,en,literal,Redford White,literal,albinism
4943,uri,http://www.wikidata.org/entity/Q7307194,en,literal,Refilwe Modiselle,literal,albinism
4944,uri,http://www.wikidata.org/entity/Q7453318,en,literal,Serge Kanyinda,literal,albinism
4945,uri,http://www.wikidata.org/entity/Q7599717,en,literal,Stanley Kaoni,literal,albinism
4946,uri,http://www.wikidata.org/entity/Q11576909,en,literal,Thando Hopa,literal,albinism
4947,uri,http://www.wikidata.org/entity/Q18783553,en,literal,Amelia Lewsham,literal,albinism
4948,uri,http://www.wikidata.org/entity/Q20746327,en,literal,Josephat Torner,literal,albinism
4949,uri,http://www.wikidata.org/entity/Q22007615,en,literal,Abdallah Possi,literal,albinism
4950,uri,http://www.wikidata.org/entity/Q27733957,en,literal,Jean Jacques Ndoudoumou,literal,albinism
4951,uri,http://www.wikidata.org/entity/Q47467682,en,literal,Krondon,literal,albinism
4952,uri,http://www.wikidata.org/entity/Q61996581,en,literal,Claude Wilfried Ekanga,literal,albinism
4953,uri,http://www.wikidata.org/entity/Q62732473,en,literal,Ikponwosa Ero,literal,albinism
4954,uri,http://www.wikidata.org/entity/Q63966581,en,literal,Alshaymaa Kwegyir,literal,albinism
4955,uri,http://www.wikidata.org/entity/Q63966876,en,literal,Dr Shari Parker,literal,albinism
4956,uri,http://www.wikidata.org/entity/Q63966885,en,literal,Peter Ash,literal,albinism
4957,uri,http://www.wikidata.org/entity/Q63966892,en,literal,Roben X,literal,albinism
4958,uri,http://www.wikidata.org/entity/Q63966899,en,literal,Grace Mumbi Ngugi,literal,albinism
4959,uri,http://www.wikidata.org/entity/Q63966919,en,literal,Mehak Siddiqui,literal,albinism
4960,uri,http://www.wikidata.org/entity/Q63966925,en,literal,David Brodbeck,literal,albinism
4961,uri,http://www.wikidata.org/entity/Q11093,en,literal,Valerie Solanas,literal,schizophrenia
4962,uri,http://www.wikidata.org/entity/Q112913,en,literal,Karl Maria Wiligut,literal,schizophrenia
4963,uri,http://www.wikidata.org/entity/Q187324,en,literal,Zelda Fitzgerald,literal,"schizophrenia, bipolar disorder"
4964,uri,http://www.wikidata.org/entity/Q194363,en,literal,Vaslav Nijinsky,literal,schizophrenia
4965,uri,http://www.wikidata.org/entity/Q211936,en,literal,Francisco Macías Nguema,literal,"schizophrenia, antisocial personality disorder, psychopathy, paranoid personality disorder"
4966,uri,http://www.wikidata.org/entity/Q271551,en,literal,Shulamith Firestone,literal,schizophrenia
4967,uri,http://www.wikidata.org/entity/Q274023,en,literal,Khieu Ponnary,literal,schizophrenia
4968,uri,http://www.wikidata.org/entity/Q315408,en,literal,Peter Green,literal,schizophrenia
4969,uri,http://www.wikidata.org/entity/Q431128,en,literal,David Helfgott,literal,"schizophrenia, schizoaffective disorder"
4970,uri,http://www.wikidata.org/entity/Q433060,en,literal,Daniel Johnston,literal,"schizophrenia, bipolar disorder"
4971,uri,http://www.wikidata.org/entity/Q435217,en,literal,Arnhild Lauveng,literal,schizophrenia
4972,uri,http://www.wikidata.org/entity/Q484419,en,literal,Yeom Dong-jin,literal,schizophrenia
4973,uri,http://www.wikidata.org/entity/Q715265,en,literal,Wesley Willis,literal,schizophrenia
4974,uri,http://www.wikidata.org/entity/Q922145,en,literal,Roky Erickson,literal,schizophrenia
4975,uri,http://www.wikidata.org/entity/Q1017862,en,literal,Butch Warren,literal,schizophrenia
4976,uri,http://www.wikidata.org/entity/Q1056805,en,literal,Cesare Cremonini,literal,schizophrenia
4977,uri,http://www.wikidata.org/entity/Q1097700,en,literal,Ante Kovačić,literal,schizophrenia
4978,uri,http://www.wikidata.org/entity/Q1196106,en,literal,James Eagan Holmes,literal,schizophrenia
4979,uri,http://www.wikidata.org/entity/Q1423692,en,literal,Friedrich Crusius,literal,schizophrenia
4980,uri,http://www.wikidata.org/entity/Q3137806,en,literal,Lauri Viita,literal,schizophrenia
4981,uri,http://www.wikidata.org/entity/Q3751777,en,literal,Frank Calloway,literal,schizophrenia
4982,uri,http://www.wikidata.org/entity/Q3838462,en,literal,Lucia Joyce,literal,schizophrenia
4983,uri,http://www.wikidata.org/entity/Q3938263,en,literal,Robert Durst,literal,schizophrenia
4984,uri,http://www.wikidata.org/entity/Q5094569,en,literal,Cheyenne Brando,literal,schizophrenia
4985,uri,http://www.wikidata.org/entity/Q7327751,en,literal,Richie Mclean,literal,schizophrenia
4986,uri,http://www.wikidata.org/entity/Q7492921,en,literal,Man Haron Monis,literal,schizophrenia
4987,uri,http://www.wikidata.org/entity/Q18632717,en,literal,Greta Hällfors-Sipilä,literal,schizophrenia
4988,uri,http://www.wikidata.org/entity/Q18759988,en,literal,Anna Lappalainen,literal,"schizophrenia, bipolar disorder"
4989,uri,http://www.wikidata.org/entity/Q20757686,en,literal,Tamara Samsonova,literal,schizophrenia
4990,uri,http://www.wikidata.org/entity/Q20970406,en,literal,Joshua Ryne Goldberg,literal,"schizophrenia, anxiety disorder"
4991,uri,http://www.wikidata.org/entity/Q22114544,en,literal,Aloisia Veit,literal,schizophrenia
4992,uri,http://www.wikidata.org/entity/Q22708720,en,literal,Terry A. Davis,literal,schizophrenia
4993,uri,http://www.wikidata.org/entity/Q26709648,en,literal,Stanley Robert McCormick,literal,schizophrenia
4994,uri,http://www.wikidata.org/entity/Q26994697,en,literal,Bodil Güntzel,literal,schizophrenia
4995,uri,http://www.wikidata.org/entity/Q30068210,en,literal,Brian Reimer,literal,schizophrenia
4996,uri,http://www.wikidata.org/entity/Q63153015,en,literal,Jordi Gurguí i Rodoreda,literal,schizophrenia
4997,uri,http://www.wikidata.org/entity/Q55083935,en,literal,Annerose Apel,literal,allergy
4998,uri,http://www.wikidata.org/entity/Q91077402,en,literal,Noel Sinkiat,literal,"allergy, COVID-19"
4999,uri,http://www.wikidata.org/entity/Q374625,en,literal,Pablo Pineda,literal,Down syndrome
5000,uri,http://www.wikidata.org/entity/Q600240,en,literal,Chris Burke,literal,Down syndrome
5001,uri,http://www.wikidata.org/entity/Q1365925,en,literal,Pascal Duquenne,literal,Down syndrome
5002,uri,http://www.wikidata.org/entity/Q2451907,en,literal,Lauren Potter,literal,Down syndrome
5003,uri,http://www.wikidata.org/entity/Q2641961,en,literal,Yves Vanlinthout,literal,Down syndrome
5004,uri,http://www.wikidata.org/entity/Q4958154,en,literal,Maja Karlsson,literal,Down syndrome
5005,uri,http://www.wikidata.org/entity/Q6214500,en,literal,Joey Moss,literal,Down syndrome
5006,uri,http://www.wikidata.org/entity/Q6303659,en,literal,Judith Scott,literal,Down syndrome
5007,uri,http://www.wikidata.org/entity/Q7416648,en,literal,Sandra Jensen,literal,Down syndrome
5008,uri,http://www.wikidata.org/entity/Q19587470,en,literal,Aat Nederlof,literal,Down syndrome
5009,uri,http://www.wikidata.org/entity/Q22575645,en,literal,Trig Palin,literal,Down syndrome
5010,uri,http://www.wikidata.org/entity/Q23881768,en,literal,Ángela Bachiller,literal,Down syndrome
5011,uri,http://www.wikidata.org/entity/Q42097399,en,literal,Jelle Palmaerts,literal,Down syndrome
5012,uri,http://www.wikidata.org/entity/Q64369019,en,literal,Zack Gottsagen,literal,Down syndrome
5013,uri,http://www.wikidata.org/entity/Q55453,en,literal,Augusto Genina,literal,endocarditis
5014,uri,http://www.wikidata.org/entity/Q7416,en,literal,Margaret Thatcher,literal,"dementia, bladder cancer"
5015,uri,http://www.wikidata.org/entity/Q41921,en,literal,Rosa Parks,literal,dementia
5016,uri,http://www.wikidata.org/entity/Q171583,en,literal,Bobby Charlton,literal,dementia
5017,uri,http://www.wikidata.org/entity/Q313674,en,literal,Jack Charlton,literal,"dementia, lymphoma"
5018,uri,http://www.wikidata.org/entity/Q352068,en,literal,Carl Hayman,literal,"dementia, chronic traumatic encephalopathy"
5019,uri,http://www.wikidata.org/entity/Q503760,en,literal,Gale Sayers,literal,dementia
5020,uri,http://www.wikidata.org/entity/Q543739,en,literal,Moira Redmond,literal,dementia
5021,uri,http://www.wikidata.org/entity/Q706548,en,literal,Bernard Ebbers,literal,"dementia, macular degeneration"
5022,uri,http://www.wikidata.org/entity/Q1236341,en,literal,Dolores Claman,literal,dementia
5023,uri,http://www.wikidata.org/entity/Q2703990,en,literal,Timo Sarpaneva,literal,dementia
5024,uri,http://www.wikidata.org/entity/Q3182311,en,literal,John Power,literal,dementia
5025,uri,http://www.wikidata.org/entity/Q3499139,en,literal,Steve Thompson,literal,dementia
5026,uri,http://www.wikidata.org/entity/Q3502959,en,literal,Sue Lopez,literal,dementia
5027,uri,http://www.wikidata.org/entity/Q3697457,en,literal,Cristiano Grottanelli,literal,dementia
5028,uri,http://www.wikidata.org/entity/Q5235260,en,literal,David Hunt,literal,dementia
5029,uri,http://www.wikidata.org/entity/Q5911101,en,literal,Russell A. Kirsch,literal,dementia
5030,uri,http://www.wikidata.org/entity/Q6161547,en,literal,Victoria Rodríguez,literal,dementia
5031,uri,http://www.wikidata.org/entity/Q7364157,en,literal,Ron McLarty,literal,dementia
5032,uri,http://www.wikidata.org/entity/Q11870352,en,literal,Kati Nappa,literal,dementia
5033,uri,http://www.wikidata.org/entity/Q20031813,en,literal,Maria Anna Catharina Mensing,literal,dementia
5034,uri,http://www.wikidata.org/entity/Q28036796,en,literal,Kitty Garman,literal,dementia
5035,uri,http://www.wikidata.org/entity/Q44166866,en,literal,Oswin Ramaker,literal,dementia
5036,uri,http://www.wikidata.org/entity/Q3565555,en,literal,Wally Lewis,literal,epilepsy
5037,uri,http://www.wikidata.org/entity/Q3807434,en,literal,Jason Snelling,literal,epilepsy
5038,uri,http://www.wikidata.org/entity/Q4351984,en,literal,Edith Bowman,literal,epilepsy
5039,uri,http://www.wikidata.org/entity/Q4665655,en,literal,Abdul Rahman Yasin,literal,epilepsy
5040,uri,http://www.wikidata.org/entity/Q4943695,en,literal,Boonreung Buachan,literal,epilepsy
5041,uri,http://www.wikidata.org/entity/Q4976726,en,literal,Polissena of San Macario,literal,epilepsy
5042,uri,http://www.wikidata.org/entity/Q5070898,en,literal,Chanda Gunn,literal,epilepsy
5043,uri,http://www.wikidata.org/entity/Q5082780,en,literal,Charles Swain,literal,epilepsy
5044,uri,http://www.wikidata.org/entity/Q5214037,en,literal,Dan Mitchell,literal,epilepsy
5045,uri,http://www.wikidata.org/entity/Q5229223,en,literal,Dave Longaberger,literal,epilepsy
5046,uri,http://www.wikidata.org/entity/Q5243856,en,literal,DeBarra Mayo,literal,epilepsy
5047,uri,http://www.wikidata.org/entity/Q5343924,en,literal,Edward Kern,literal,epilepsy
5048,uri,http://www.wikidata.org/entity/Q5365719,en,literal,Elliott Bulloch Roosevelt,literal,epilepsy
5049,uri,http://www.wikidata.org/entity/Q5387928,en,literal,Erica Wagner,literal,epilepsy
5050,uri,http://www.wikidata.org/entity/Q5443847,en,literal,Ferdinand II Hohenstein,literal,epilepsy
5051,uri,http://www.wikidata.org/entity/Q5571441,en,literal,Gloria Pascoe,literal,epilepsy
5052,uri,http://www.wikidata.org/entity/Q5669353,en,literal,Harry H. Laughlin,literal,epilepsy
5053,uri,http://www.wikidata.org/entity/Q6122715,en,literal,Jago Eliot,literal,epilepsy
5054,uri,http://www.wikidata.org/entity/Q6170445,en,literal,Jean Clemens,literal,epilepsy
5055,uri,http://www.wikidata.org/entity/Q6192317,en,literal,Mike Skinner,literal,epilepsy
5056,uri,http://www.wikidata.org/entity/Q6245379,en,literal,John Lovell,literal,epilepsy
5057,uri,http://www.wikidata.org/entity/Q6282881,en,literal,Joseph Elkington,literal,epilepsy
5058,uri,http://www.wikidata.org/entity/Q6284505,en,literal,Joseph Kallinger,literal,epilepsy
5059,uri,http://www.wikidata.org/entity/Q6308169,en,literal,Julie Ferguson,literal,epilepsy
5060,uri,http://www.wikidata.org/entity/Q6317945,en,literal,Justin Moyer,literal,epilepsy
5061,uri,http://www.wikidata.org/entity/Q6377302,en,literal,Kathy Sierra,literal,epilepsy
5062,uri,http://www.wikidata.org/entity/Q6450928,en,literal,Kyffin Williams,literal,epilepsy
5063,uri,http://www.wikidata.org/entity/Q6524515,en,literal,Leon Bender,literal,epilepsy
5064,uri,http://www.wikidata.org/entity/Q6524751,en,literal,Leon Legge,literal,epilepsy
5065,uri,http://www.wikidata.org/entity/Q6715094,en,literal,MC Trouble,literal,epilepsy
5066,uri,http://www.wikidata.org/entity/Q6794659,en,literal,Max Clifford,literal,epilepsy
5067,uri,http://www.wikidata.org/entity/Q6862791,en,literal,Minakata Kumagusu,literal,epilepsy
5068,uri,http://www.wikidata.org/entity/Q7326006,en,literal,Richard Gough,literal,epilepsy
5069,uri,http://www.wikidata.org/entity/Q7326873,en,literal,Richard Jobson,literal,epilepsy
5070,uri,http://www.wikidata.org/entity/Q7330717,en,literal,Richmal Oates-Whitehead,literal,epilepsy
5071,uri,http://www.wikidata.org/entity/Q7331444,en,literal,Rick Harrison,literal,epilepsy
5072,uri,http://www.wikidata.org/entity/Q7336564,en,literal,Rita Marcalo,literal,epilepsy
5073,uri,http://www.wikidata.org/entity/Q7378043,en,literal,Rufus Hannah,literal,epilepsy
5074,uri,http://www.wikidata.org/entity/Q7378068,en,literal,Rufus King,literal,epilepsy
5075,uri,http://www.wikidata.org/entity/Q7786728,en,literal,Thom Jones,literal,epilepsy
5076,uri,http://www.wikidata.org/entity/Q13424289,en,literal,Edward Snowden,literal,epilepsy
5077,uri,http://www.wikidata.org/entity/Q14185693,en,literal,Katie Hopkins,literal,epilepsy
5078,uri,http://www.wikidata.org/entity/Q15992917,en,literal,Matt Doust,literal,epilepsy
5079,uri,http://www.wikidata.org/entity/Q16545232,en,literal,Cecilio Mariano Guerrero Malagón,literal,epilepsy
5080,uri,http://www.wikidata.org/entity/Q42912986,en,literal,Jens Dendoncker,literal,epilepsy
