,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,ethnicity.type,ethnicity.value
950,uri,http://www.wikidata.org/entity/Q57431382,en,literal,Bruce Hayden,literal,
951,uri,http://www.wikidata.org/entity/Q57431386,en,literal,Zhiyong Chen,literal,
952,uri,http://www.wikidata.org/entity/Q57431409,en,literal,Francesco Di Plinio,literal,
953,uri,http://www.wikidata.org/entity/Q57431415,en,literal,Christine Slaughter,literal,
954,uri,http://www.wikidata.org/entity/Q57431486,en,literal,Kara McClurken,literal,
955,uri,http://www.wikidata.org/entity/Q57431518,en,literal,Megan Raschig,literal,
956,uri,http://www.wikidata.org/entity/Q57431570,en,literal,Xinfei Guo,literal,
957,uri,http://www.wikidata.org/entity/Q57431602,en,literal,Donald E. Ramirez,literal,
958,uri,http://www.wikidata.org/entity/Q57431617,en,literal,Duncan Tate,literal,
959,uri,http://www.wikidata.org/entity/Q57431638,en,literal,Allan Stam,literal,
960,uri,http://www.wikidata.org/entity/Q57431646,en,literal,Gregory Streeter,literal,
961,uri,http://www.wikidata.org/entity/Q57431653,en,literal,Gregory Granato,literal,
962,uri,http://www.wikidata.org/entity/Q57431667,en,literal,Lucie Fénéant,literal,
963,uri,http://www.wikidata.org/entity/Q57431683,en,literal,Zulqarnain H. Khattak,literal,
964,uri,http://www.wikidata.org/entity/Q57431707,en,literal,Tarun Jain,literal,
965,uri,http://www.wikidata.org/entity/Q57431727,en,literal,Mark Sicoli,literal,
966,uri,http://www.wikidata.org/entity/Q57431744,en,literal,Adam Phillips,literal,
967,uri,http://www.wikidata.org/entity/Q57431751,en,literal,Young Hahn,literal,
968,uri,http://www.wikidata.org/entity/Q57431817,en,literal,Gregory Smith,literal,
969,uri,http://www.wikidata.org/entity/Q57431840,en,literal,Linxiao Geng,literal,
970,uri,http://www.wikidata.org/entity/Q57431893,en,literal,Vijay Ganta,literal,
971,uri,http://www.wikidata.org/entity/Q57431946,en,literal,Lawrence E. Rose,literal,
972,uri,http://www.wikidata.org/entity/Q57431958,en,literal,Edith Clowes,literal,
973,uri,http://www.wikidata.org/entity/Q57431980,en,literal,Ian Harrison,literal,
974,uri,http://www.wikidata.org/entity/Q57432005,en,literal,Rahul Sharma,literal,
975,uri,http://www.wikidata.org/entity/Q57432037,en,literal,Wenjun Xin,literal,
976,uri,http://www.wikidata.org/entity/Q57432156,en,literal,Rachel Kon,literal,
977,uri,http://www.wikidata.org/entity/Q57432205,en,literal,Daniel Perez-Rapela,literal,
978,uri,http://www.wikidata.org/entity/Q57432209,en,literal,Scott Douglas,literal,
979,uri,http://www.wikidata.org/entity/Q57432213,en,literal,Walter Ott,literal,
980,uri,http://www.wikidata.org/entity/Q57432262,en,literal,Janet Spittler,literal,
981,uri,http://www.wikidata.org/entity/Q57432297,en,literal,Haoyu Wang,literal,
982,uri,http://www.wikidata.org/entity/Q57432331,en,literal,Md Masudur Rahman,literal,
983,uri,http://www.wikidata.org/entity/Q57432347,en,literal,Liang Dong,literal,
984,uri,http://www.wikidata.org/entity/Q57432363,en,literal,Jason Chruma,literal,
985,uri,http://www.wikidata.org/entity/Q57432416,en,literal,Andrea Zimmerman,literal,
986,uri,http://www.wikidata.org/entity/Q57432433,en,literal,Kara Weisman,literal,
987,uri,http://www.wikidata.org/entity/Q57432462,en,literal,Prem Batchala,literal,
988,uri,http://www.wikidata.org/entity/Q57432514,en,literal,E Michael Gerli,literal,
989,uri,http://www.wikidata.org/entity/Q57432524,en,literal,Rebecca Coleman,literal,
990,uri,http://www.wikidata.org/entity/Q57432558,en,literal,Patricia Werhane,literal,
991,uri,http://www.wikidata.org/entity/Q57432563,en,literal,Patrizia Barria,literal,
992,uri,http://www.wikidata.org/entity/Q57432612,en,literal,Joanna Curran,literal,
993,uri,http://www.wikidata.org/entity/Q57432666,en,literal,Carl Lynch,literal,
994,uri,http://www.wikidata.org/entity/Q57432741,en,literal,Robert Switzer,literal,
995,uri,http://www.wikidata.org/entity/Q57432841,en,literal,Lia Sandilos,literal,
996,uri,http://www.wikidata.org/entity/Q57432844,en,literal,Terance Rephann,literal,
997,uri,http://www.wikidata.org/entity/Q57432900,en,literal,Catherine Dukes,literal,
998,uri,http://www.wikidata.org/entity/Q57432908,en,literal,Michael Weber,literal,
999,uri,http://www.wikidata.org/entity/Q57432924,en,literal,Baomin Wang,literal,
1000,uri,http://www.wikidata.org/entity/Q57432942,en,literal,Gonaduwage Perera,literal,
1001,uri,http://www.wikidata.org/entity/Q57432967,en,literal,Eric Hatch,literal,
1002,uri,http://www.wikidata.org/entity/Q57432992,en,literal,Ethan Gruber,literal,
1003,uri,http://www.wikidata.org/entity/Q57433052,en,literal,Francine Garrett-Bakelman,literal,
1004,uri,http://www.wikidata.org/entity/Q57433057,en,literal,Matthew David Litwa,literal,
1005,uri,http://www.wikidata.org/entity/Q57433100,en,literal,Zhen Yan,literal,
1006,uri,http://www.wikidata.org/entity/Q57433120,en,literal,Glenn Miller,literal,
1007,uri,http://www.wikidata.org/entity/Q57433147,en,literal,ying wang,literal,
1008,uri,http://www.wikidata.org/entity/Q57433144,en,literal,Elizabeth Tacket Rogawski,literal,
1009,uri,http://www.wikidata.org/entity/Q57433184,en,literal,Kristin Jensen,literal,
1010,uri,http://www.wikidata.org/entity/Q57433197,en,literal,Karla I. Loya,literal,
1011,uri,http://www.wikidata.org/entity/Q57433218,en,literal,B. Jill Venton,literal,
1012,uri,http://www.wikidata.org/entity/Q57433285,en,literal,Jeffrey Crane,literal,
1013,uri,http://www.wikidata.org/entity/Q57433290,en,literal,Sonam Kachru,literal,
1014,uri,http://www.wikidata.org/entity/Q57433370,en,literal,W.N. Martin,literal,
1015,uri,http://www.wikidata.org/entity/Q57433423,en,literal,Haoyi Xiong,literal,
1016,uri,http://www.wikidata.org/entity/Q57433449,en,literal,Jing Hou,literal,
1017,uri,http://www.wikidata.org/entity/Q57433453,en,literal,Ben Pogodzinski,literal,
1018,uri,http://www.wikidata.org/entity/Q57433524,en,literal,Sherry H. Lake,literal,
1019,uri,http://www.wikidata.org/entity/Q57433534,en,literal,Dinko Pocanic,literal,
1020,uri,http://www.wikidata.org/entity/Q57433538,en,literal,Huiwang Ai,literal,
1021,uri,http://www.wikidata.org/entity/Q57433559,en,literal,Lynda Clendenning,literal,
1022,uri,http://www.wikidata.org/entity/Q57433583,en,literal,"De Forest Mellon, Jr.",literal,
1023,uri,http://www.wikidata.org/entity/Q57433588,en,literal,Alexandra F. DeJong,literal,
1024,uri,http://www.wikidata.org/entity/Q57433658,en,literal,Winston Barham,literal,
1025,uri,http://www.wikidata.org/entity/Q57433736,en,literal,Aynne Kokas,literal,
1026,uri,http://www.wikidata.org/entity/Q57433747,en,literal,Madhur Behl,literal,
1027,uri,http://www.wikidata.org/entity/Q57433829,en,literal,Michele Claibourn,literal,
1028,uri,http://www.wikidata.org/entity/Q57433866,en,literal,Zhanyu Yang,literal,
1029,uri,http://www.wikidata.org/entity/Q57433894,en,literal,Eric Chang,literal,
1030,uri,http://www.wikidata.org/entity/Q57433900,en,literal,Joseph Obeid,literal,
1031,uri,http://www.wikidata.org/entity/Q57433919,en,literal,Imanol Ordorika,literal,
1032,uri,http://www.wikidata.org/entity/Q57433944,en,literal,Melvin N. Wilson,literal,
1033,uri,http://www.wikidata.org/entity/Q57433949,en,literal,J.A. Passipieri,literal,
1034,uri,http://www.wikidata.org/entity/Q57434022,en,literal,Zhenhuan Zhao,literal,
1035,uri,http://www.wikidata.org/entity/Q57434102,en,literal,Kamran Kowsari,literal,
1036,uri,http://www.wikidata.org/entity/Q57434196,en,literal,Dheerendra Prasad,literal,
1037,uri,http://www.wikidata.org/entity/Q57434238,en,literal,Ayotunde Dokun,literal,
1038,uri,http://www.wikidata.org/entity/Q57434242,en,literal,Gregory Mitchell,literal,
1039,uri,http://www.wikidata.org/entity/Q57434335,en,literal,Florence Breslin,literal,
1040,uri,http://www.wikidata.org/entity/Q57434356,en,literal,Suresh Kumar Mendu,literal,
1041,uri,http://www.wikidata.org/entity/Q57434369,en,literal,Liheng Cai,literal,
1042,uri,http://www.wikidata.org/entity/Q57434433,en,literal,Qizhang Jia,literal,
1043,uri,http://www.wikidata.org/entity/Q57434515,en,literal,Prasad Trivedi,literal,
1044,uri,http://www.wikidata.org/entity/Q57434529,en,literal,Gary Koenig,literal,
1045,uri,http://www.wikidata.org/entity/Q57434534,en,literal,Jeff Lapierre,literal,
1046,uri,http://www.wikidata.org/entity/Q57434619,en,literal,Manikarna Dinda,literal,
1047,uri,http://www.wikidata.org/entity/Q57434627,en,literal,Kyoko Yoshida,literal,
1048,uri,http://www.wikidata.org/entity/Q57434640,en,literal,Daniele Fulvio,literal,
1049,uri,http://www.wikidata.org/entity/Q57434661,en,literal,Houston Wood,literal,
1050,uri,http://www.wikidata.org/entity/Q57434712,en,literal,Robert Kelly,literal,
1051,uri,http://www.wikidata.org/entity/Q57434738,en,literal,Elizabeth Gorman,literal,
1052,uri,http://www.wikidata.org/entity/Q57434741,en,literal,E. Meade Spratley,literal,
1053,uri,http://www.wikidata.org/entity/Q57434759,en,literal,Bankim Sanghavi,literal,
1054,uri,http://www.wikidata.org/entity/Q57434763,en,literal,Charles Miks,literal,
1055,uri,http://www.wikidata.org/entity/Q57434779,en,literal,Scott Imig,literal,
1056,uri,http://www.wikidata.org/entity/Q57434794,en,literal,Dongxiao,literal,
1057,uri,http://www.wikidata.org/entity/Q57434852,en,literal,xiaorong liu,literal,
1058,uri,http://www.wikidata.org/entity/Q57434955,en,literal,Sean Elliott,literal,
1059,uri,http://www.wikidata.org/entity/Q57434967,en,literal,Barbara Wilson,literal,
1060,uri,http://www.wikidata.org/entity/Q57434971,en,literal,Allison Margaret Bigelow,literal,
1061,uri,http://www.wikidata.org/entity/Q57434976,en,literal,Yijing Xie,literal,
1062,uri,http://www.wikidata.org/entity/Q57435049,en,literal,"Linda W Martin, MD, MPH",literal,
1063,uri,http://www.wikidata.org/entity/Q57435083,en,literal,Janet Herman,literal,
1064,uri,http://www.wikidata.org/entity/Q57435086,en,literal,Marek Grabowski,literal,
1065,uri,http://www.wikidata.org/entity/Q57435091,en,literal,Mimi Shin,literal,
1066,uri,http://www.wikidata.org/entity/Q57435094,en,literal,Harsha Chelliah,literal,
1067,uri,http://www.wikidata.org/entity/Q57435140,en,literal,Meredith Zettlemoyer,literal,
1068,uri,http://www.wikidata.org/entity/Q57435146,en,literal,James Bergin,literal,
1069,uri,http://www.wikidata.org/entity/Q57435192,en,literal,Chengping Wu,literal,
1070,uri,http://www.wikidata.org/entity/Q57435197,en,literal,Sidney A. Bush,literal,
1071,uri,http://www.wikidata.org/entity/Q57435204,en,literal,Tracy Kelly,literal,
1072,uri,http://www.wikidata.org/entity/Q57435219,en,literal,Luriel Smith-Harrison,literal,
1073,uri,http://www.wikidata.org/entity/Q57435243,en,literal,Robert Berry,literal,
1074,uri,http://www.wikidata.org/entity/Q57435274,en,literal,Andrew Mondschein,literal,
1075,uri,http://www.wikidata.org/entity/Q57435319,en,literal,Audrey Gutierrez,literal,
1076,uri,http://www.wikidata.org/entity/Q57435453,en,literal,Oleksii Boldyriev,literal,
1077,uri,http://www.wikidata.org/entity/Q57435468,en,literal,Pankaj Kumar,literal,
1078,uri,http://www.wikidata.org/entity/Q57435738,en,literal,Brendy Rincon Troconis,literal,
1079,uri,http://www.wikidata.org/entity/Q57435741,en,literal,Dr. Jorg Sieweke,literal,
1080,uri,http://www.wikidata.org/entity/Q57435815,en,literal,Nicholas Napoli,literal,
1081,uri,http://www.wikidata.org/entity/Q57435849,en,literal,Nicholas Winter,literal,
1082,uri,http://www.wikidata.org/entity/Q57435853,en,literal,Gert-Jan Duine,literal,
1083,uri,http://www.wikidata.org/entity/Q57435977,en,literal,Edmund Chun Ming Tse,literal,
1084,uri,http://www.wikidata.org/entity/Q57435988,en,literal,Alberta Paul,literal,
1085,uri,http://www.wikidata.org/entity/Q57436104,en,literal,Matthew Burrus,literal,
1086,uri,http://www.wikidata.org/entity/Q57436144,en,literal,Min-Woong Sohn,literal,
1087,uri,http://www.wikidata.org/entity/Q57436191,en,literal,Xiaoying Cai,literal,
1088,uri,http://www.wikidata.org/entity/Q57436194,en,literal,Melvin L. Butler,literal,
1089,uri,http://www.wikidata.org/entity/Q57436211,en,literal,Laura Burger,literal,
1090,uri,http://www.wikidata.org/entity/Q57436266,en,literal,Raymond Santucci,literal,
1091,uri,http://www.wikidata.org/entity/Q57436303,en,literal,Ryan Wright,literal,
1092,uri,http://www.wikidata.org/entity/Q57436353,en,literal,Cody Smith,literal,
1093,uri,http://www.wikidata.org/entity/Q57436360,en,literal,Jizhao Zang,literal,
1094,uri,http://www.wikidata.org/entity/Q57436393,en,literal,Michael Lawrence,literal,
1095,uri,http://www.wikidata.org/entity/Q57436422,en,literal,Jose Fernando Garcia Tirado,literal,
1096,uri,http://www.wikidata.org/entity/Q57436456,en,literal,Landon Lempke,literal,
1097,uri,http://www.wikidata.org/entity/Q57436469,en,literal,Olga Cherepanova,literal,
1098,uri,http://www.wikidata.org/entity/Q57436473,en,literal,John Einhorn,literal,
1099,uri,http://www.wikidata.org/entity/Q57436520,en,literal,Isola Brown,literal,
1100,uri,http://www.wikidata.org/entity/Q57436524,en,literal,Mark G. Bilby,literal,
1101,uri,http://www.wikidata.org/entity/Q57436542,en,literal,Michael J. Hightower,literal,
1102,uri,http://www.wikidata.org/entity/Q57436598,en,literal,Patricia Combs,literal,
1103,uri,http://www.wikidata.org/entity/Q57436601,en,literal,Jon Ihlefeld,literal,
1104,uri,http://www.wikidata.org/entity/Q57436647,en,literal,Diane Rosin,literal,
1105,uri,http://www.wikidata.org/entity/Q57436685,en,literal,Dave Ghamandi,literal,
1106,uri,http://www.wikidata.org/entity/Q57436734,en,literal,Noam Soker,literal,
1107,uri,http://www.wikidata.org/entity/Q57436737,en,literal,Daniel Chávez,literal,
1108,uri,http://www.wikidata.org/entity/Q57436790,en,literal,William McAllister,literal,
1109,uri,http://www.wikidata.org/entity/Q57436834,en,literal,Rachel Eveleth,literal,
1110,uri,http://www.wikidata.org/entity/Q57436856,en,literal,Richard Sundberg,literal,
1111,uri,http://www.wikidata.org/entity/Q57436915,en,literal,Jay  Hertel,literal,
1112,uri,http://www.wikidata.org/entity/Q57436921,en,literal,eugene barrett,literal,
1113,uri,http://www.wikidata.org/entity/Q57436927,en,literal,Bernard Frischer,literal,
1114,uri,http://www.wikidata.org/entity/Q57436932,en,literal,Erika Peterson,literal,
1115,uri,http://www.wikidata.org/entity/Q57436942,en,literal,Richard Westphal,literal,
1116,uri,http://www.wikidata.org/entity/Q57436973,en,literal,Guanyi Leu,literal,
1117,uri,http://www.wikidata.org/entity/Q57437003,en,literal,John O'Connell,literal,
1118,uri,http://www.wikidata.org/entity/Q57437009,en,literal,Henry Wilbur,literal,
1119,uri,http://www.wikidata.org/entity/Q57437014,en,literal,Ivey Glendon,literal,
1120,uri,http://www.wikidata.org/entity/Q57437033,en,literal,HyungJun Cho,literal,
1121,uri,http://www.wikidata.org/entity/Q57437103,en,literal,Kevin Grise,literal,
1122,uri,http://www.wikidata.org/entity/Q57437155,en,literal,Uma Nayak,literal,
1123,uri,http://www.wikidata.org/entity/Q57437217,en,literal,John McLaren,literal,
1124,uri,http://www.wikidata.org/entity/Q57437249,en,literal,Vitold Galkin,literal,
1125,uri,http://www.wikidata.org/entity/Q57437264,en,literal,Luc Rey-Bellet,literal,
1126,uri,http://www.wikidata.org/entity/Q57437357,en,literal,James Allison,literal,
1127,uri,http://www.wikidata.org/entity/Q57437432,en,literal,Ann Backof,literal,
1128,uri,http://www.wikidata.org/entity/Q57437474,en,literal,Wenyue Sun,literal,
1129,uri,http://www.wikidata.org/entity/Q57437494,en,literal,Gustavo Rohde,literal,
1130,uri,http://www.wikidata.org/entity/Q57437518,en,literal,Bocheng Yin,literal,
1131,uri,http://www.wikidata.org/entity/Q57437543,en,literal,James Blair,literal,
1132,uri,http://www.wikidata.org/entity/Q57437622,en,literal,Ben Webster,literal,
1133,uri,http://www.wikidata.org/entity/Q57437675,en,literal,Jeremiah D. Reilly,literal,
1134,uri,http://www.wikidata.org/entity/Q57437697,en,literal,Stéphane Gorsse,literal,
1135,uri,http://www.wikidata.org/entity/Q57437739,en,literal,Christopher Wallace,literal,
1136,uri,http://www.wikidata.org/entity/Q57437773,en,literal,Xinlin Yang,literal,
1137,uri,http://www.wikidata.org/entity/Q57437800,en,literal,Tsuyoshi Inoue,literal,
1138,uri,http://www.wikidata.org/entity/Q57437806,en,literal,Darryl Brown,literal,
1139,uri,http://www.wikidata.org/entity/Q57437829,en,literal,Evan Kaufman,literal,
1140,uri,http://www.wikidata.org/entity/Q57437839,en,literal,Margaret Plews-Ogan,literal,
1141,uri,http://www.wikidata.org/entity/Q57437843,en,literal,Cheng Qian,literal,
1142,uri,http://www.wikidata.org/entity/Q57437877,en,literal,Bakinam Essawy,literal,
1143,uri,http://www.wikidata.org/entity/Q57437883,en,literal,John Lippolis,literal,
1144,uri,http://www.wikidata.org/entity/Q57437923,en,literal,Daniel Hobley,literal,
1145,uri,http://www.wikidata.org/entity/Q57437951,en,literal,Fu-i Lu,literal,
1146,uri,http://www.wikidata.org/entity/Q57437973,en,literal,Bradford Houska,literal,
1147,uri,http://www.wikidata.org/entity/Q57437981,en,literal,Margaret Shupnik,literal,
1148,uri,http://www.wikidata.org/entity/Q57437996,en,literal,Su Kim,literal,
1149,uri,http://www.wikidata.org/entity/Q57438039,en,literal,Jacquelyn Shuman,literal,
1150,uri,http://www.wikidata.org/entity/Q57438036,en,literal,Dong Zhang,literal,
1151,uri,http://www.wikidata.org/entity/Q57438141,en,literal,Joanna L. Williams,literal,
1152,uri,http://www.wikidata.org/entity/Q57438224,en,literal,Eric Maslen,literal,
1153,uri,http://www.wikidata.org/entity/Q57438240,en,literal,Shiran Victoria Shen,literal,
1154,uri,http://www.wikidata.org/entity/Q57438249,en,literal,Yukang Feng,literal,
1155,uri,http://www.wikidata.org/entity/Q57438288,en,literal,Craig S. Nunemaker,literal,
1156,uri,http://www.wikidata.org/entity/Q57438307,en,literal,Edward Murphy,literal,
1157,uri,http://www.wikidata.org/entity/Q57438320,en,literal,Tianran Chen,literal,
1158,uri,http://www.wikidata.org/entity/Q57438431,en,literal,Alden Doyle,literal,
1159,uri,http://www.wikidata.org/entity/Q57438483,en,literal,John Porter,literal,
1160,uri,http://www.wikidata.org/entity/Q57438495,en,literal,Alexis Harris,literal,
1161,uri,http://www.wikidata.org/entity/Q57438559,en,literal,Jackie Shieh,literal,
1162,uri,http://www.wikidata.org/entity/Q57438565,en,literal,Harry Thacker,literal,
1163,uri,http://www.wikidata.org/entity/Q57438579,en,literal,Min Ren,literal,
1164,uri,http://www.wikidata.org/entity/Q57438594,en,literal,Andrew Jansen,literal,
1165,uri,http://www.wikidata.org/entity/Q57438679,en,literal,Pedro Matos,literal,
1166,uri,http://www.wikidata.org/entity/Q57438720,en,literal,Jocelyn Triplett,literal,
1167,uri,http://www.wikidata.org/entity/Q57438757,en,literal,Marcelo Fama,literal,
1168,uri,http://www.wikidata.org/entity/Q57438780,en,literal,Rachel Pierce,literal,
1169,uri,http://www.wikidata.org/entity/Q57438851,en,literal,Warren Coats,literal,
1170,uri,http://www.wikidata.org/entity/Q57438856,en,literal,Robert German,literal,
1171,uri,http://www.wikidata.org/entity/Q57438871,en,literal,Peng Tong,literal,
1172,uri,http://www.wikidata.org/entity/Q57438881,en,literal,Christopher Carl Neu,literal,
1173,uri,http://www.wikidata.org/entity/Q57438885,en,literal,dana redick,literal,
1174,uri,http://www.wikidata.org/entity/Q57438890,en,literal,Luiz Carlos Salay,literal,
1175,uri,http://www.wikidata.org/entity/Q57438939,en,literal,Bradley Cox,literal,
1176,uri,http://www.wikidata.org/entity/Q57438944,en,literal,Maiko Kofu,literal,
1177,uri,http://www.wikidata.org/entity/Q57438960,en,literal,Bethany Gordon,literal,
1178,uri,http://www.wikidata.org/entity/Q57439062,en,literal,samuel carstensen,literal,
1179,uri,http://www.wikidata.org/entity/Q57439091,en,literal,Craig Heinke,literal,
1180,uri,http://www.wikidata.org/entity/Q57439120,en,literal,Sarah Bauer,literal,
1181,uri,http://www.wikidata.org/entity/Q57439152,en,literal,Robin Uchiyama,literal,
1182,uri,http://www.wikidata.org/entity/Q57439162,en,literal,Md Abu Sayeed Mondol,literal,
1183,uri,http://www.wikidata.org/entity/Q57439188,en,literal,Michael Kennedy,literal,
1184,uri,http://www.wikidata.org/entity/Q57439223,en,literal,Jon Peede,literal,
1185,uri,http://www.wikidata.org/entity/Q57439410,en,literal,Y. Julia Yu,literal,
1186,uri,http://www.wikidata.org/entity/Q57439435,en,literal,Quanjun Cui,literal,
1187,uri,http://www.wikidata.org/entity/Q57439440,en,literal,jagannatha Rao kosagisharaf,literal,
1188,uri,http://www.wikidata.org/entity/Q57439492,en,literal,Anita Clayton,literal,
1189,uri,http://www.wikidata.org/entity/Q57439497,en,literal,Daniel Becker,literal,
1190,uri,http://www.wikidata.org/entity/Q57439507,en,literal,Leticia Valadez,literal,
1191,uri,http://www.wikidata.org/entity/Q57439535,en,literal,Waitman Beorn,literal,
1192,uri,http://www.wikidata.org/entity/Q57439586,en,literal,Caroline Addington,literal,
1193,uri,http://www.wikidata.org/entity/Q57439615,en,literal,Clifton Franklund,literal,
1194,uri,http://www.wikidata.org/entity/Q57439639,en,literal,Kevin Hart,literal,
1195,uri,http://www.wikidata.org/entity/Q57439653,en,literal,B. Brian Park,literal,
1196,uri,http://www.wikidata.org/entity/Q57439677,en,literal,Leonid Petrov,literal,
1197,uri,http://www.wikidata.org/entity/Q57439684,en,literal,Nicole Gilbertson,literal,
1198,uri,http://www.wikidata.org/entity/Q57439704,en,literal,Shawn Floyd,literal,
1199,uri,http://www.wikidata.org/entity/Q57439784,en,literal,mazhar  adli,literal,
1200,uri,http://www.wikidata.org/entity/Q57439815,en,literal,Hongxu Dong,literal,
1201,uri,http://www.wikidata.org/entity/Q57439906,en,literal,Carlos Otero,literal,
1202,uri,http://www.wikidata.org/entity/Q57439950,en,literal,Beth Picknally Camden,literal,
1203,uri,http://www.wikidata.org/entity/Q57439995,en,literal,Rekha Garg,literal,
1204,uri,http://www.wikidata.org/entity/Q57440016,en,literal,Anne Washington,literal,
1205,uri,http://www.wikidata.org/entity/Q57440123,en,literal,Balashankar Mulloth,literal,
1206,uri,http://www.wikidata.org/entity/Q57440165,en,literal,Peter Schauss,literal,
1207,uri,http://www.wikidata.org/entity/Q57452547,en,literal,Peter Dallas,literal,
1208,uri,http://www.wikidata.org/entity/Q57483512,en,literal,Ava Lena Waldman,literal,
1209,uri,http://www.wikidata.org/entity/Q57488682,en,literal,Joanna I Loch,literal,
1210,uri,http://www.wikidata.org/entity/Q57490137,en,literal,Luis Pancorbo,literal,
1211,uri,http://www.wikidata.org/entity/Q57500179,en,literal,Sara Murphy,literal,
1212,uri,http://www.wikidata.org/entity/Q57512994,en,literal,Lauren Ilsedore Cleeves,literal,
1213,uri,http://www.wikidata.org/entity/Q57515880,en,literal,Allan C Stam,literal,
1214,uri,http://www.wikidata.org/entity/Q57515936,en,literal,Marilyne Stains,literal,
1215,uri,http://www.wikidata.org/entity/Q57548546,en,literal,Saurabh S Kulkarni,literal,
1216,uri,http://www.wikidata.org/entity/Q57697414,en,literal,Erin M Shriver,literal,
1217,uri,http://www.wikidata.org/entity/Q57743869,en,literal,Yao-Lun Yang,literal,
1218,uri,http://www.wikidata.org/entity/Q57868874,en,literal,Joshua N Edokpayi,literal,
1219,uri,http://www.wikidata.org/entity/Q58063054,en,literal,David Eddy Spicer,literal,
1220,uri,http://www.wikidata.org/entity/Q58066743,en,literal,Lawrence Band,literal,
1221,uri,http://www.wikidata.org/entity/Q58158440,en,literal,Robert Berry,literal,
1222,uri,http://www.wikidata.org/entity/Q58216314,en,literal,Raghavendra G Mirmira,literal,
1223,uri,http://www.wikidata.org/entity/Q58223593,en,literal,Jonathan L. Goodall,literal,
1224,uri,http://www.wikidata.org/entity/Q58246472,en,literal,Christian R. Hayes,literal,
1225,uri,http://www.wikidata.org/entity/Q58344748,en,literal,Alexander Wailan,literal,
1226,uri,http://www.wikidata.org/entity/Q58416142,en,literal,Sana Syed,literal,
1227,uri,http://www.wikidata.org/entity/Q58484649,en,literal,Craig Sarazin,literal,
1228,uri,http://www.wikidata.org/entity/Q58494998,en,literal,Julie Bergner,literal,
1229,uri,http://www.wikidata.org/entity/Q58528260,en,literal,A. John Simmons,literal,
1230,uri,http://www.wikidata.org/entity/Q58755196,en,literal,Stacey Sinclair,literal,
1231,uri,http://www.wikidata.org/entity/Q58934394,en,literal,Jaideep Kapur,literal,
1232,uri,http://www.wikidata.org/entity/Q58975160,en,literal,John Nesselroade,literal,
1233,uri,http://www.wikidata.org/entity/Q59161739,en,literal,Kristin A Guertin,literal,
1234,uri,http://www.wikidata.org/entity/Q59202911,en,literal,Abaz Kryemadhi,literal,
1235,uri,http://www.wikidata.org/entity/Q59244276,en,literal,Leo Selavo,literal,
1236,uri,http://www.wikidata.org/entity/Q59268486,en,literal,Kenneth Abraham,literal,
1237,uri,http://www.wikidata.org/entity/Q59325325,en,literal,Rachel Keen,literal,
1238,uri,http://www.wikidata.org/entity/Q59356463,en,literal,Ilse Cleeves,literal,
1239,uri,http://www.wikidata.org/entity/Q59430803,en,literal,Kath Weston,literal,
1240,uri,http://www.wikidata.org/entity/Q59468245,en,literal,M.G. Moharam,literal,
1241,uri,http://www.wikidata.org/entity/Q59539142,en,literal,Lindsay O Prothro,literal,
1242,uri,http://www.wikidata.org/entity/Q59557349,en,literal,Junjun Zhu,literal,
1243,uri,http://www.wikidata.org/entity/Q59558722,en,literal,Mingna Liu,literal,
1244,uri,http://www.wikidata.org/entity/Q59578408,en,literal,Matthew Devall,literal,
1245,uri,http://www.wikidata.org/entity/Q59655814,en,literal,Robert M. Epstein,literal,
1246,uri,http://www.wikidata.org/entity/Q59662012,en,literal,Lisa M Blair,literal,
1247,uri,http://www.wikidata.org/entity/Q59662111,en,literal,Coy Barefoot,literal,
1248,uri,http://www.wikidata.org/entity/Q59669159,en,literal,Steven Majewski,literal,
1249,uri,http://www.wikidata.org/entity/Q59683673,en,literal,Helmy M Siragy,literal,
1250,uri,http://www.wikidata.org/entity/Q59689926,en,literal,Sona Ghadimi,literal,
1251,uri,http://www.wikidata.org/entity/Q59692828,en,literal,Eduard Dumitrescu,literal,
1252,uri,http://www.wikidata.org/entity/Q59750312,en,literal,John Hossack,literal,
1253,uri,http://www.wikidata.org/entity/Q59846494,en,literal,Jon P. Ramsey,literal,
1254,uri,http://www.wikidata.org/entity/Q59916617,en,literal,Erfan Pakdamanian,literal,
1255,uri,http://www.wikidata.org/entity/Q59952624,en,literal,Eli J. Draizen,literal,
1256,uri,http://www.wikidata.org/entity/Q60056337,en,literal,Brie Gertler,literal,
1257,uri,http://www.wikidata.org/entity/Q60161916,en,literal,Stephanie Shipp,literal,
1258,uri,http://www.wikidata.org/entity/Q60228143,en,literal,Claire M Brown,literal,
1259,uri,http://www.wikidata.org/entity/Q60328847,en,literal,Ukpong B Eyo,literal,
1260,uri,http://www.wikidata.org/entity/Q60393695,en,literal,Bi-Cheng Zhou,literal,
1261,uri,http://www.wikidata.org/entity/Q60449072,en,literal,Jennifer LoCasale-Crouch,literal,
1262,uri,http://www.wikidata.org/entity/Q60569884,en,literal,William W. Sihler,literal,
1263,uri,http://www.wikidata.org/entity/Q60617463,en,literal,Theodore E. Batchman,literal,
1264,uri,http://www.wikidata.org/entity/Q60676758,en,literal,Robert E. Emery,literal,
1265,uri,http://www.wikidata.org/entity/Q60734938,en,literal,Robert Sellers,literal,
