,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,ethnicity.type,ethnicity.value
312,uri,http://www.wikidata.org/entity/Q7807415,en,literal,Timothy Naftali,literal,
313,uri,http://www.wikidata.org/entity/Q7807613,en,literal,Timothy Wilson,literal,
314,uri,http://www.wikidata.org/entity/Q7811770,en,literal,Toby Berger,literal,
315,uri,http://www.wikidata.org/entity/Q7812299,en,literal,Todd Bullard,literal,
316,uri,http://www.wikidata.org/entity/Q7822139,en,literal,Tony Crunk,literal,
317,uri,http://www.wikidata.org/entity/Q7922187,en,literal,Vernon McCasland,literal,
318,uri,http://www.wikidata.org/entity/Q7945359,en,literal,William Bradford Wilcox,literal,
319,uri,http://www.wikidata.org/entity/Q7945848,en,literal,W. Nathaniel Howell,literal,
320,uri,http://www.wikidata.org/entity/Q7945941,en,literal,W. Rice Warren,literal,
321,uri,http://www.wikidata.org/entity/Q7964381,en,literal,Walter Broadnax,literal,
322,uri,http://www.wikidata.org/entity/Q8004841,en,literal,William B. Quandt,literal,
323,uri,http://www.wikidata.org/entity/Q8012412,en,literal,William Holding Echols,literal,
324,uri,http://www.wikidata.org/entity/Q8014433,en,literal,William Lee Miller,literal,
325,uri,http://www.wikidata.org/entity/Q8018873,en,literal,William Stone Weedon,literal,
326,uri,http://www.wikidata.org/entity/Q8020606,en,literal,William Wulf,literal,
327,uri,http://www.wikidata.org/entity/Q8347862,en,literal,Chen Chi-nan,literal,
328,uri,http://www.wikidata.org/entity/Q9008081,en,literal,Imanol Ordorika Sacristán,literal,
329,uri,http://www.wikidata.org/entity/Q10305077,en,literal,James G. Simmonds,literal,
330,uri,http://www.wikidata.org/entity/Q11310455,en,literal,Julie Bargmann,literal,
331,uri,http://www.wikidata.org/entity/Q12021798,en,literal,Ira Bashkow,literal,
332,uri,http://www.wikidata.org/entity/Q12061021,en,literal,Michael Klarman,literal,
333,uri,http://www.wikidata.org/entity/Q12270118,en,literal,Roger A. Chevalier,literal,
334,uri,http://www.wikidata.org/entity/Q12611937,en,literal,Seung-Heon Lee,literal,
335,uri,http://www.wikidata.org/entity/Q13522421,en,literal,Andrew Jackson O'Shaughnessy,literal,
336,uri,http://www.wikidata.org/entity/Q14946814,en,literal,John Aitchison,literal,
337,uri,http://www.wikidata.org/entity/Q14946842,en,literal,Rita Felski,literal,
338,uri,http://www.wikidata.org/entity/Q15129933,en,literal,Stephen Plog,literal,
339,uri,http://www.wikidata.org/entity/Q15229573,en,literal,Craig Huneke,literal,
340,uri,http://www.wikidata.org/entity/Q15402044,en,literal,Michael H. Prosser,literal,
341,uri,http://www.wikidata.org/entity/Q15429427,en,literal,Andrew P. Sage,literal,
342,uri,http://www.wikidata.org/entity/Q15429433,en,literal,Arthur Kirsch,literal,
343,uri,http://www.wikidata.org/entity/Q15437407,en,literal,Terry Belanger,literal,
344,uri,http://www.wikidata.org/entity/Q15442014,en,literal,Henry J. Abraham,literal,
345,uri,http://www.wikidata.org/entity/Q15445634,en,literal,Curtis Bradley,literal,
346,uri,http://www.wikidata.org/entity/Q15445742,en,literal,John F. Hawley,literal,
347,uri,http://www.wikidata.org/entity/Q15453236,en,literal,John Canaday,literal,
348,uri,http://www.wikidata.org/entity/Q15454670,en,literal,Richard Guy Wilson,literal,
349,uri,http://www.wikidata.org/entity/Q15455690,en,literal,Paul Cantor,literal,
350,uri,http://www.wikidata.org/entity/Q15458428,en,literal,John A. Jane,literal,
351,uri,http://www.wikidata.org/entity/Q15462551,en,literal,Miloš Velimirović,literal,
352,uri,http://www.wikidata.org/entity/Q15491258,en,literal,James D. Savage,literal,
353,uri,http://www.wikidata.org/entity/Q15502161,en,literal,James Deese,literal,
354,uri,http://www.wikidata.org/entity/Q15514842,en,literal,Alan Taylor,literal,
355,uri,http://www.wikidata.org/entity/Q15833431,en,literal,Malcolm Bell,literal,
356,uri,http://www.wikidata.org/entity/Q15839751,en,literal,Paul Nahin,literal,
357,uri,http://www.wikidata.org/entity/Q15899053,en,literal,Kostas Soukoulis,literal,
358,uri,http://www.wikidata.org/entity/Q15998569,en,literal,Harrison Randolph,literal,
359,uri,http://www.wikidata.org/entity/Q16003606,en,literal,James Bardin,literal,
360,uri,http://www.wikidata.org/entity/Q16007374,en,literal,Henry Alexander Davidson,literal,
361,uri,http://www.wikidata.org/entity/Q16017884,en,literal,Walter Pilkey,literal,
362,uri,http://www.wikidata.org/entity/Q16030377,en,literal,Milton W. Humphreys,literal,
363,uri,http://www.wikidata.org/entity/Q16062810,en,literal,Henry Scharf,literal,
364,uri,http://www.wikidata.org/entity/Q16095775,en,literal,Michael Menaker,literal,
365,uri,http://www.wikidata.org/entity/Q16105071,en,literal,Richard F. Edlich,literal,
366,uri,http://www.wikidata.org/entity/Q16105838,en,literal,Lester Andrews,literal,
367,uri,http://www.wikidata.org/entity/Q16150522,en,literal,Steven Balbus,literal,
368,uri,http://www.wikidata.org/entity/Q16151844,en,literal,Joel Makower,literal,
369,uri,http://www.wikidata.org/entity/Q16205551,en,literal,Anthony Corbeill,literal,
370,uri,http://www.wikidata.org/entity/Q16226607,en,literal,Dennis Ippolito,literal,
371,uri,http://www.wikidata.org/entity/Q16525952,en,literal,John A. Stankovic,literal,
372,uri,http://www.wikidata.org/entity/Q16728701,en,literal,Nancy E. Dunlap,literal,
373,uri,http://www.wikidata.org/entity/Q16729803,en,literal,Frederick M. Hess,literal,
374,uri,http://www.wikidata.org/entity/Q16729867,en,literal,LaVahn Hoh,literal,
375,uri,http://www.wikidata.org/entity/Q16732886,en,literal,David Morris,literal,
376,uri,http://www.wikidata.org/entity/Q16735248,en,literal,Risa L. Goluboff,literal,
377,uri,http://www.wikidata.org/entity/Q16744952,en,literal,Doris Kuhlmann-Wilsdorf,literal,
378,uri,http://www.wikidata.org/entity/Q16885703,en,literal,Kenneth Singleton,literal,
379,uri,http://www.wikidata.org/entity/Q16962308,en,literal,Donald Loach,literal,
380,uri,http://www.wikidata.org/entity/Q16971556,en,literal,Daphne Spain,literal,
381,uri,http://www.wikidata.org/entity/Q16982810,en,literal,Elizabeth R. Varon,literal,
382,uri,http://www.wikidata.org/entity/Q16982959,en,literal,Vivian Thomson,literal,
383,uri,http://www.wikidata.org/entity/Q17143971,en,literal,Kurtis Schaeffer,literal,
384,uri,http://www.wikidata.org/entity/Q17180666,en,literal,Thomas M. Humphrey,literal,
385,uri,http://www.wikidata.org/entity/Q17306141,en,literal,Robert S. Kemp,literal,
386,uri,http://www.wikidata.org/entity/Q17306280,en,literal,David Glen Mick,literal,
387,uri,http://www.wikidata.org/entity/Q17364141,en,literal,Harvey Ernest Jordan,literal,
388,uri,http://www.wikidata.org/entity/Q17426484,en,literal,Gerhart Husserl,literal,
389,uri,http://www.wikidata.org/entity/Q17479619,en,literal,W. W. Abbot,literal,
390,uri,http://www.wikidata.org/entity/Q17488954,en,literal,Michael A. Hill,literal,
391,uri,http://www.wikidata.org/entity/Q17501942,en,literal,Raymond Costabile,literal,
392,uri,http://www.wikidata.org/entity/Q17505104,en,literal,David Germano,literal,
393,uri,http://www.wikidata.org/entity/Q18390707,en,literal,Robert Kent Gooch,literal,
394,uri,http://www.wikidata.org/entity/Q18391484,en,literal,Charlotte Patterson,literal,
395,uri,http://www.wikidata.org/entity/Q18619355,en,literal,A. Lawrence Kocher,literal,
396,uri,http://www.wikidata.org/entity/Q18670160,en,literal,Gil Siegal,literal,
397,uri,http://www.wikidata.org/entity/Q18685805,en,literal,Ronnie Dugger,literal,
398,uri,http://www.wikidata.org/entity/Q18764092,en,literal,Harold A. Gould,literal,
399,uri,http://www.wikidata.org/entity/Q19241230,en,literal,Michael Hamilton Morgan,literal,
400,uri,http://www.wikidata.org/entity/Q19547910,en,literal,A. Velupillai,literal,
401,uri,http://www.wikidata.org/entity/Q19564363,en,literal,Irina Mitrea,literal,
402,uri,http://www.wikidata.org/entity/Q19569068,en,literal,Olivier Zunz,literal,
403,uri,http://www.wikidata.org/entity/Q19661199,en,literal,Ralph O. Allen,literal,
404,uri,http://www.wikidata.org/entity/Q19665868,en,literal,Wen-chin Ouyang,literal,
405,uri,http://www.wikidata.org/entity/Q19667095,en,literal,Dell Upton,literal,
406,uri,http://www.wikidata.org/entity/Q19865091,en,literal,W. A. Lambeth,literal,
407,uri,http://www.wikidata.org/entity/Q19880312,en,literal,Jennifer Hoover,literal,
408,uri,http://www.wikidata.org/entity/Q19880365,en,literal,A.E. Dick Howard,literal,
409,uri,http://www.wikidata.org/entity/Q20172192,en,literal,Oron J. Hale,literal,
410,uri,http://www.wikidata.org/entity/Q20651079,en,literal,James Mercer Garnett,literal,
411,uri,http://www.wikidata.org/entity/Q20675671,en,literal,Timothy Salthouse,literal,
412,uri,http://www.wikidata.org/entity/Q20738708,en,literal,Jenny Strauss Clay,literal,
413,uri,http://www.wikidata.org/entity/Q20749106,en,literal,Nicolas Sihlé,literal,
414,uri,http://www.wikidata.org/entity/Q20829616,en,literal,Albert Lefevre,literal,
415,uri,http://www.wikidata.org/entity/Q20855537,en,literal,Franklin G. Miller,literal,
416,uri,http://www.wikidata.org/entity/Q21043270,en,literal,Martha A. Derthick,literal,
417,uri,http://www.wikidata.org/entity/Q21062322,en,literal,Anna Brickhouse,literal,
418,uri,http://www.wikidata.org/entity/Q21070213,en,literal,Noah K. Davis,literal,
419,uri,http://www.wikidata.org/entity/Q21165193,en,literal,Andrew John McWalter Millar,literal,
420,uri,http://www.wikidata.org/entity/Q21166283,en,literal,John Wesley Mitchell,literal,
421,uri,http://www.wikidata.org/entity/Q21176832,en,literal,Bruce Ryburn Payne,literal,
422,uri,http://www.wikidata.org/entity/Q21511979,en,literal,Peter Todd,literal,
423,uri,http://www.wikidata.org/entity/Q21518824,en,literal,Ivey Foreman Lewis,literal,
424,uri,http://www.wikidata.org/entity/Q21524757,en,literal,Gessner Harrison,literal,
425,uri,http://www.wikidata.org/entity/Q21598067,en,literal,Ann J. Lane,literal,
426,uri,http://www.wikidata.org/entity/Q22095662,en,literal,Peter S. Onuf,literal,
427,uri,http://www.wikidata.org/entity/Q22096517,en,literal,Olivier Pfister,literal,
428,uri,http://www.wikidata.org/entity/Q22096791,en,literal,Brian Nosek,literal,
429,uri,http://www.wikidata.org/entity/Q22097182,en,literal,Peter Whiteman,literal,
430,uri,http://www.wikidata.org/entity/Q22137192,en,literal,Ephraim Rubenstein,literal,
431,uri,http://www.wikidata.org/entity/Q22813241,en,literal,Joanne M. Cohoon,literal,
432,uri,http://www.wikidata.org/entity/Q23014900,en,literal,Keith Beven,literal,
433,uri,http://www.wikidata.org/entity/Q23931382,en,literal,Robert Dolan,literal,
434,uri,http://www.wikidata.org/entity/Q24207156,en,literal,Alfred Gessow,literal,
435,uri,http://www.wikidata.org/entity/Q24256418,en,literal,Virgil Scott Ward,literal,
436,uri,http://www.wikidata.org/entity/Q25927095,en,literal,Woolford Bales Baker,literal,
437,uri,http://www.wikidata.org/entity/Q27663335,en,literal,William A. Petri,literal,
438,uri,http://www.wikidata.org/entity/Q27916332,en,literal,Jonathan Kipnis,literal,
439,uri,http://www.wikidata.org/entity/Q27925340,en,literal,Elizabeth Barnes,literal,
440,uri,http://www.wikidata.org/entity/Q28008775,en,literal,David Ludden,literal,
441,uri,http://www.wikidata.org/entity/Q28028610,en,literal,Wladek Minor,literal,
442,uri,http://www.wikidata.org/entity/Q28032621,en,literal,William I. Hitchcock,literal,
443,uri,http://www.wikidata.org/entity/Q28033870,en,literal,Boris Kovatchev,literal,
444,uri,http://www.wikidata.org/entity/Q28036945,en,literal,Gary William Gallagher,literal,
445,uri,http://www.wikidata.org/entity/Q28037262,en,literal,Maksymilian Chruszcz,literal,
446,uri,http://www.wikidata.org/entity/Q28086213,en,literal,Eric Turkheimer,literal,
447,uri,http://www.wikidata.org/entity/Q28112821,en,literal,Kodi Ravichandran,literal,
448,uri,http://www.wikidata.org/entity/Q28112853,en,literal,Jerry L. Mashaw,literal,
449,uri,http://www.wikidata.org/entity/Q28115222,en,literal,E. Mavis Hetherington,literal,
450,uri,http://www.wikidata.org/entity/Q28458519,en,literal,Angeline Stoll Lillard,literal,
451,uri,http://www.wikidata.org/entity/Q28534868,en,literal,Gilbert Meilaender,literal,
452,uri,http://www.wikidata.org/entity/Q28673347,en,literal,Sallie Ann Keller,literal,
453,uri,http://www.wikidata.org/entity/Q28853802,en,literal,Ryan C. Amacher,literal,
454,uri,http://www.wikidata.org/entity/Q28868059,en,literal,David W. Breneman,literal,
455,uri,http://www.wikidata.org/entity/Q28869355,en,literal,Kevin Jerome Everson,literal,
456,uri,http://www.wikidata.org/entity/Q29017602,en,literal,Scott C. Beardsley,literal,
457,uri,http://www.wikidata.org/entity/Q29387583,en,literal,Kevin Skadron,literal,
458,uri,http://www.wikidata.org/entity/Q29452408,en,literal,Lydia Moyer,literal,
459,uri,http://www.wikidata.org/entity/Q29563780,en,literal,Richard P. Wenzel,literal,
460,uri,http://www.wikidata.org/entity/Q29564378,en,literal,Richard L. Guerrant,literal,
461,uri,http://www.wikidata.org/entity/Q29570719,en,literal,Sarah Elizabeth Turner,literal,
462,uri,http://www.wikidata.org/entity/Q29571088,en,literal,Amalia Rebecca Miller,literal,
463,uri,http://www.wikidata.org/entity/Q30069278,en,literal,Simon P. Anderson,literal,
464,uri,http://www.wikidata.org/entity/Q30085386,en,literal,John Darrell Van Horn,literal,
465,uri,http://www.wikidata.org/entity/Q30322596,en,literal,James E. Ryan,literal,
466,uri,http://www.wikidata.org/entity/Q30323421,en,literal,Mark E. Orazem,literal,
467,uri,http://www.wikidata.org/entity/Q30323550,en,literal,Vanessa L. Ochs,literal,
468,uri,http://www.wikidata.org/entity/Q30337723,en,literal,Denis Nekipelov,literal,
469,uri,http://www.wikidata.org/entity/Q30743874,en,literal,Timothy W. Clark,literal,
470,uri,http://www.wikidata.org/entity/Q30830643,en,literal,Anna Pomés,literal,
471,uri,http://www.wikidata.org/entity/Q35351280,en,literal,Jasmin Darznik,literal,
472,uri,http://www.wikidata.org/entity/Q36490473,en,literal,Helen Matthews Lewis,literal,
473,uri,http://www.wikidata.org/entity/Q37369558,en,literal,Jason A. Papin,literal,
474,uri,http://www.wikidata.org/entity/Q37369581,en,literal,Anindya Dutta,literal,
475,uri,http://www.wikidata.org/entity/Q37381771,en,literal,Erik Ruzek,literal,
476,uri,http://www.wikidata.org/entity/Q37384140,en,literal,Nicholas E. Sherman,literal,
477,uri,http://www.wikidata.org/entity/Q37385085,en,literal,Mark D. Miller,literal,
478,uri,http://www.wikidata.org/entity/Q37640761,en,literal,Mete Civelek,literal,
479,uri,http://www.wikidata.org/entity/Q38546727,en,literal,Rebecca T. Thomason,literal,
480,uri,http://www.wikidata.org/entity/Q39041081,en,literal,Cameron Mura,literal,
481,uri,http://www.wikidata.org/entity/Q39149699,en,literal,Vicente Ordóñez,literal,
482,uri,http://www.wikidata.org/entity/Q39182920,en,literal,Miguel Vicente-Manzanares,literal,
483,uri,http://www.wikidata.org/entity/Q39271821,en,literal,Costin D. Untaroiu,literal,
484,uri,http://www.wikidata.org/entity/Q39819189,en,literal,James Douglas Miller,literal,
485,uri,http://www.wikidata.org/entity/Q39841590,en,literal,Scott C. Doney,literal,
486,uri,http://www.wikidata.org/entity/Q39993440,en,literal,Sarah J. Ratcliffe,literal,
487,uri,http://www.wikidata.org/entity/Q40199772,en,literal,Shaolin Wang,literal,
488,uri,http://www.wikidata.org/entity/Q40328002,en,literal,James C Zimring,literal,
489,uri,http://www.wikidata.org/entity/Q40334797,en,literal,Jin-Tang Dong,literal,
490,uri,http://www.wikidata.org/entity/Q40434082,en,literal,Patricia A. Jennings,literal,
491,uri,http://www.wikidata.org/entity/Q40760399,en,literal,Felicia A. Etzkorn,literal,
492,uri,http://www.wikidata.org/entity/Q40808321,en,literal,Leroy S. Fletcher,literal,
493,uri,http://www.wikidata.org/entity/Q40981682,en,literal,Jason D. Allen,literal,
494,uri,http://www.wikidata.org/entity/Q41044753,en,literal,Anthony R Soltis,literal,
495,uri,http://www.wikidata.org/entity/Q41047902,en,literal,Stephen Eubank,literal,
496,uri,http://www.wikidata.org/entity/Q41088536,en,literal,Jennifer Scappettone,literal,
497,uri,http://www.wikidata.org/entity/Q41439885,en,literal,John J Varga,literal,
498,uri,http://www.wikidata.org/entity/Q41490891,en,literal,Bo Ning,literal,
499,uri,http://www.wikidata.org/entity/Q41520730,en,literal,Timothy N Showalter,literal,
500,uri,http://www.wikidata.org/entity/Q41574080,en,literal,Erkin Seker,literal,
501,uri,http://www.wikidata.org/entity/Q41583330,en,literal,Carl H McConnell,literal,
502,uri,http://www.wikidata.org/entity/Q41639482,en,literal,Michel Kahaleh,literal,
503,uri,http://www.wikidata.org/entity/Q41653167,en,literal,Wookjin Choi,literal,
504,uri,http://www.wikidata.org/entity/Q41767532,en,literal,Rae Lesser Blumberg,literal,
505,uri,http://www.wikidata.org/entity/Q41796796,en,literal,Karen Kafadar,literal,
506,uri,http://www.wikidata.org/entity/Q42082244,en,literal,Slavica Jakelić,literal,
507,uri,http://www.wikidata.org/entity/Q42305874,en,literal,Manuel T. Lerdau,literal,
508,uri,http://www.wikidata.org/entity/Q42306002,en,literal,Charles R. Farber,literal,
509,uri,http://www.wikidata.org/entity/Q42415937,en,literal,Diane A. Dickie,literal,
510,uri,http://www.wikidata.org/entity/Q42433845,en,literal,Khaled J Saleh,literal,
511,uri,http://www.wikidata.org/entity/Q42545658,en,literal,Kyle L. Hoehn,literal,
512,uri,http://www.wikidata.org/entity/Q42551148,en,literal,Ivan Rubio-Gayosso,literal,
513,uri,http://www.wikidata.org/entity/Q42637362,en,literal,Ku-lung Hsu,literal,
514,uri,http://www.wikidata.org/entity/Q42639184,en,literal,Sibylle Kranz,literal,
515,uri,http://www.wikidata.org/entity/Q42711889,en,literal,Zhiyi Zuo,literal,
516,uri,http://www.wikidata.org/entity/Q42753888,en,literal,Meera Murgai,literal,
517,uri,http://www.wikidata.org/entity/Q42764955,en,literal,Cristóbal Pérez,literal,
518,uri,http://www.wikidata.org/entity/Q42766964,en,literal,Stavroula Mili,literal,
519,uri,http://www.wikidata.org/entity/Q42774790,en,literal,Roy Kanbar,literal,
520,uri,http://www.wikidata.org/entity/Q42787744,en,literal,Joan M. Taylor,literal,
521,uri,http://www.wikidata.org/entity/Q42808424,en,literal,Michael L. Pace,literal,
522,uri,http://www.wikidata.org/entity/Q42844078,en,literal,Robert G. Sawyer,literal,
523,uri,http://www.wikidata.org/entity/Q42855219,en,literal,Adema Ribic,literal,
524,uri,http://www.wikidata.org/entity/Q42885945,en,literal,Susan Saliba,literal,
525,uri,http://www.wikidata.org/entity/Q43087447,en,literal,Nathan S. Swami,literal,
526,uri,http://www.wikidata.org/entity/Q43105542,en,literal,Ellen Bass,literal,
527,uri,http://www.wikidata.org/entity/Q43119263,en,literal,James M. Galloway,literal,
528,uri,http://www.wikidata.org/entity/Q43163889,en,literal,David Kashatus,literal,
529,uri,http://www.wikidata.org/entity/Q43495191,en,literal,Michael C. Spaeder,literal,
530,uri,http://www.wikidata.org/entity/Q43501499,en,literal,Lucy Anne Parker,literal,
531,uri,http://www.wikidata.org/entity/Q44008295,en,literal,Roger Chevalier,literal,
532,uri,http://www.wikidata.org/entity/Q44068749,en,literal,Edward H Egelman,literal,
533,uri,http://www.wikidata.org/entity/Q44482517,en,literal,Guy Zuber,literal,
534,uri,http://www.wikidata.org/entity/Q44829340,en,literal,Dale Ding,literal,
535,uri,http://www.wikidata.org/entity/Q45360732,en,literal,Ji Hoon Ryoo,literal,
536,uri,http://www.wikidata.org/entity/Q46132727,en,literal,George P. Prpich,literal,
537,uri,http://www.wikidata.org/entity/Q46155812,en,literal,Anna Maria Siega-Riz,literal,
538,uri,http://www.wikidata.org/entity/Q46176901,en,literal,Linda Columbus,literal,
539,uri,http://www.wikidata.org/entity/Q46188866,en,literal,G. Pradeep Kumar,literal,
540,uri,http://www.wikidata.org/entity/Q46652257,en,literal,Craig P Plaisance,literal,
541,uri,http://www.wikidata.org/entity/Q46654467,en,literal,Thomas Taylor Hammond,literal,
542,uri,http://www.wikidata.org/entity/Q46863039,en,literal,Rajesh Kumar,literal,
543,uri,http://www.wikidata.org/entity/Q47102700,en,literal,Alexander A. Ganin,literal,
544,uri,http://www.wikidata.org/entity/Q47356818,en,literal,Heung Sik Hahm,literal,
545,uri,http://www.wikidata.org/entity/Q47490948,en,literal,Brian Balogh,literal,
546,uri,http://www.wikidata.org/entity/Q47502290,en,literal,Michelle L. Oyen,literal,
547,uri,http://www.wikidata.org/entity/Q47502454,en,literal,Tajie H. Harris,literal,
548,uri,http://www.wikidata.org/entity/Q47503065,en,literal,Herman Wijnen,literal,
549,uri,http://www.wikidata.org/entity/Q47542043,en,literal,Barbara MacCluer,literal,
550,uri,http://www.wikidata.org/entity/Q47811384,en,literal,Jamie DeCoster,literal,
551,uri,http://www.wikidata.org/entity/Q47817534,en,literal,Shigehiro Oishi,literal,
552,uri,http://www.wikidata.org/entity/Q48025936,en,literal,Kevin McCrimmon,literal,
553,uri,http://www.wikidata.org/entity/Q48164270,en,literal,Dustin M. Graham,literal,
554,uri,http://www.wikidata.org/entity/Q48238228,en,literal,Alison K Criss,literal,
555,uri,http://www.wikidata.org/entity/Q48307613,en,literal,William J. Therrien,literal,
556,uri,http://www.wikidata.org/entity/Q48399578,en,literal,Joel G. Anderson,literal,
557,uri,http://www.wikidata.org/entity/Q48450043,en,literal,Robert C. Pianta,literal,
558,uri,http://www.wikidata.org/entity/Q48454642,en,literal,Petr Tvrdik,literal,
559,uri,http://www.wikidata.org/entity/Q48583627,en,literal,Robert F. Turner,literal,
560,uri,http://www.wikidata.org/entity/Q48800949,en,literal,Robert E. Johnson,literal,
561,uri,http://www.wikidata.org/entity/Q48906039,en,literal,Scott D Briggs,literal,
562,uri,http://www.wikidata.org/entity/Q49012553,en,literal,Alan D. Howard,literal,
563,uri,http://www.wikidata.org/entity/Q49400356,en,literal,Elizabeth A. Castner,literal,
564,uri,http://www.wikidata.org/entity/Q49635805,en,literal,Sarah A Tersey,literal,
565,uri,http://www.wikidata.org/entity/Q49873362,en,literal,Rebecca A. Dillingham,literal,
566,uri,http://www.wikidata.org/entity/Q49874289,en,literal,Karen Ingersoll,literal,
567,uri,http://www.wikidata.org/entity/Q50231739,en,literal,W. Jeffrey Elias,literal,
568,uri,http://www.wikidata.org/entity/Q50277683,en,literal,Victor E Laubach,literal,
569,uri,http://www.wikidata.org/entity/Q50365304,en,literal,Andrew C. Boynton,literal,
570,uri,http://www.wikidata.org/entity/Q50386492,en,literal,Donald E. Brown,literal,
571,uri,http://www.wikidata.org/entity/Q50419244,en,literal,Rose E. Nevill,literal,
572,uri,http://www.wikidata.org/entity/Q50558187,en,literal,William Raymond Pearson,literal,
573,uri,http://www.wikidata.org/entity/Q50720927,en,literal,Balaram Raya,literal,
574,uri,http://www.wikidata.org/entity/Q50854593,en,literal,Joseph N. Mait,literal,
575,uri,http://www.wikidata.org/entity/Q50900763,en,literal,Sophia Rosenfeld,literal,
576,uri,http://www.wikidata.org/entity/Q50964533,en,literal,Amol M. Bhandare,literal,
577,uri,http://www.wikidata.org/entity/Q51035456,en,literal,Bryan W. Berger,literal,
578,uri,http://www.wikidata.org/entity/Q51101568,en,literal,Antoine Louveau,literal,
579,uri,http://www.wikidata.org/entity/Q51746124,en,literal,Sen Zhang,literal,
580,uri,http://www.wikidata.org/entity/Q51814404,en,literal,Charles W Machan,literal,
581,uri,http://www.wikidata.org/entity/Q51844542,en,literal,James Wyckoff,literal,
582,uri,http://www.wikidata.org/entity/Q51879452,en,literal,Albert Derolez,literal,
583,uri,http://www.wikidata.org/entity/Q51903140,en,literal,Sue Kim,literal,
584,uri,http://www.wikidata.org/entity/Q51944111,en,literal,Jeffrey Fox,literal,
585,uri,http://www.wikidata.org/entity/Q52150908,en,literal,Arthur Kyle Davis,literal,
586,uri,http://www.wikidata.org/entity/Q52274755,en,literal,Micah Mazurek,literal,
587,uri,http://www.wikidata.org/entity/Q52315362,en,literal,Catherine F. Moore,literal,
588,uri,http://www.wikidata.org/entity/Q52613372,en,literal,Chongzhi Zang,literal,
589,uri,http://www.wikidata.org/entity/Q52699996,en,literal,Evan Brown,literal,
590,uri,http://www.wikidata.org/entity/Q52732316,en,literal,John J. Fraser,literal,
591,uri,http://www.wikidata.org/entity/Q52771378,en,literal,Ming-Jer Chen,literal,
592,uri,http://www.wikidata.org/entity/Q52927763,en,literal,Aidong Zhang,literal,
593,uri,http://www.wikidata.org/entity/Q52941812,en,literal,Charles J. Richardson,literal,
594,uri,http://www.wikidata.org/entity/Q53101151,en,literal,Benjamin K Blackman,literal,
595,uri,http://www.wikidata.org/entity/Q53170226,en,literal,Hengne Li,literal,
596,uri,http://www.wikidata.org/entity/Q53646095,en,literal,Paul Barolsky,literal,
597,uri,http://www.wikidata.org/entity/Q53844409,en,literal,Edmund Darrell Brodie III,literal,
598,uri,http://www.wikidata.org/entity/Q53952250,en,literal,Richard J. Patterson,literal,
599,uri,http://www.wikidata.org/entity/Q54006632,en,literal,Johanna T Cannon,literal,
600,uri,http://www.wikidata.org/entity/Q54235789,en,literal,Changlong Hu,literal,
601,uri,http://www.wikidata.org/entity/Q54261487,en,literal,Sean R. Moore,literal,
602,uri,http://www.wikidata.org/entity/Q54506398,en,literal,Zheng Zhao,literal,
603,uri,http://www.wikidata.org/entity/Q54959173,en,literal,John J. McArdle,literal,
604,uri,http://www.wikidata.org/entity/Q55112468,en,literal,Ami L Riscassi,literal,
605,uri,http://www.wikidata.org/entity/Q55117832,en,literal,Quansheng Du,literal,
606,uri,http://www.wikidata.org/entity/Q55153267,en,literal,Dewey Cornell,literal,
607,uri,http://www.wikidata.org/entity/Q55153265,en,literal,Timothy R. Konold,literal,
608,uri,http://www.wikidata.org/entity/Q55189676,en,literal,Karen Newell-Litwa,literal,
609,uri,http://www.wikidata.org/entity/Q55229308,en,literal,Randolph D. Pope,literal,
610,uri,http://www.wikidata.org/entity/Q55293924,en,literal,Jeanne Erickson,literal,
611,uri,http://www.wikidata.org/entity/Q55299632,en,literal,Kallesh Danappa Jayappa,literal,
612,uri,http://www.wikidata.org/entity/Q55459207,en,literal,Sarah Kucenas,literal,
613,uri,http://www.wikidata.org/entity/Q55584456,en,literal,Stephen A. Schuker,literal,
614,uri,http://www.wikidata.org/entity/Q55584968,en,literal,Adria LaViolette,literal,
615,uri,http://www.wikidata.org/entity/Q55704959,en,literal,John S. McGrath,literal,
616,uri,http://www.wikidata.org/entity/Q55713477,en,literal,Kiki Petrosino,literal,
617,uri,http://www.wikidata.org/entity/Q55759671,en,literal,Carl Herakovich,literal,
618,uri,http://www.wikidata.org/entity/Q55816276,en,literal,Richard H Valente,literal,
619,uri,http://www.wikidata.org/entity/Q55876123,en,literal,Paolo D'Odorico,literal,
620,uri,http://www.wikidata.org/entity/Q55979275,en,literal,John S McNeil,literal,
621,uri,http://www.wikidata.org/entity/Q55998227,en,literal,Edward Banning,literal,
622,uri,http://www.wikidata.org/entity/Q56007995,en,literal,Claes von Hofsten,literal,
623,uri,http://www.wikidata.org/entity/Q56089290,en,literal,Harry Clemons,literal,
624,uri,http://www.wikidata.org/entity/Q56124739,en,literal,Laura S Shankman,literal,
625,uri,http://www.wikidata.org/entity/Q56124746,en,literal,Delphine Gomez,literal,
626,uri,http://www.wikidata.org/entity/Q56226253,en,literal,James Bell Bullitt,literal,
627,uri,http://www.wikidata.org/entity/Q56257060,en,literal,Michael S Jaffee,literal,
628,uri,http://www.wikidata.org/entity/Q56285561,en,literal,Jennifer M Munson,literal,
629,uri,http://www.wikidata.org/entity/Q56285592,en,literal,Patrick Dillon,literal,
