,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,sexgenderLabel.xml:lang,sexgenderLabel.type,sexgenderLabel.value,conditions.type,conditions.value
3164,uri,http://www.wikidata.org/entity/Q44728705,en,literal,Peter F. Brown,en,literal,male,literal,"alcoholism, opioid use disorder, opiod overdose"
3165,uri,http://www.wikidata.org/entity/Q56670297,en,literal,Andrzej Maj,en,literal,male,literal,alcoholism
3166,uri,http://www.wikidata.org/entity/Q64685862,en,literal,Richard Perry,en,literal,male,literal,alcoholism
3167,uri,http://www.wikidata.org/entity/Q65049442,en,literal,Atma Weapon,en,literal,female,literal,alcoholism
3168,uri,http://www.wikidata.org/entity/Q96116725,en,literal,Zac Bertschy,en,literal,male,literal,alcoholism
3169,uri,http://www.wikidata.org/entity/Q103847146,en,literal,Qbik,en,literal,male,literal,alcoholism
3170,uri,http://www.wikidata.org/entity/Q107724297,en,literal,Maciej Cybulski,en,literal,male,literal,alcoholism
3171,uri,http://www.wikidata.org/entity/Q109564834,en,literal,Beth Davies,en,literal,female,literal,alcoholism
3172,uri,http://www.wikidata.org/entity/Q94840899,en,literal,Robert Klopstock,en,literal,male,literal,tuberculosis
3173,uri,http://www.wikidata.org/entity/Q95573137,en,literal,Arthur O. Peterson,en,literal,male,literal,"tuberculosis, amebiasis"
3174,uri,http://www.wikidata.org/entity/Q95988608,en,literal,Lorna Doone McLean,en,literal,female,literal,tuberculosis
3175,uri,http://www.wikidata.org/entity/Q108177495,en,literal,Mitsuru Suzuki,en,literal,male,literal,"tuberculosis, hepatitis"
3176,uri,http://www.wikidata.org/entity/Q109767811,en,literal,Henk Romeijn,en,literal,male,literal,tuberculosis
3177,uri,http://www.wikidata.org/entity/Q6541,en,literal,Heino,en,literal,male,literal,toxic diffuse goiter
3178,uri,http://www.wikidata.org/entity/Q155079,en,literal,Missy Elliott,en,literal,female,literal,toxic diffuse goiter
3179,uri,http://www.wikidata.org/entity/Q215637,en,literal,Nadezhda Krupskaya,en,literal,female,literal,toxic diffuse goiter
3180,uri,http://www.wikidata.org/entity/Q434292,en,literal,Vittoria Belvedere,en,literal,female,literal,toxic diffuse goiter
3181,uri,http://www.wikidata.org/entity/Q4631,en,literal,Mohamed Morsi,en,literal,male,literal,"diabetes, liver disease"
3182,uri,http://www.wikidata.org/entity/Q16849,en,literal,Matti Nykänen,en,literal,male,literal,diabetes
3183,uri,http://www.wikidata.org/entity/Q42511,en,literal,H.G. Wells,en,literal,male,literal,diabetes
3184,uri,http://www.wikidata.org/entity/Q58077,en,literal,Petro Poroshenko,en,literal,male,literal,diabetes
3185,uri,http://www.wikidata.org/entity/Q66245,en,literal,Oskar Fischinger,en,literal,male,literal,diabetes
3186,uri,http://www.wikidata.org/entity/Q86772,en,literal,Guido Schmidt,en,literal,male,literal,diabetes
3187,uri,http://www.wikidata.org/entity/Q215482,en,literal,Heinrich von Stephan,en,literal,male,literal,diabetes
3188,uri,http://www.wikidata.org/entity/Q280187,en,literal,Norm Ferguson,en,literal,male,literal,diabetes
3189,uri,http://www.wikidata.org/entity/Q316639,en,literal,Daniel Burnham,en,literal,male,literal,diabetes
3190,uri,http://www.wikidata.org/entity/Q326542,en,literal,John Peel,en,literal,male,literal,diabetes
3191,uri,http://www.wikidata.org/entity/Q329253,en,literal,Henning Mankell,en,literal,male,literal,diabetes
3192,uri,http://www.wikidata.org/entity/Q345217,en,literal,Lucio Fulci,en,literal,male,literal,diabetes
3193,uri,http://www.wikidata.org/entity/Q432924,en,literal,Clark Terry,en,literal,male,literal,diabetes
3194,uri,http://www.wikidata.org/entity/Q707440,en,literal,Stu Hart,en,literal,male,literal,diabetes
3195,uri,http://www.wikidata.org/entity/Q888222,en,literal,Goodwill Zwelithini kaBhekuzulu,en,literal,male,literal,diabetes
3196,uri,http://www.wikidata.org/entity/Q1585971,en,literal,Haroldo Rodas,en,literal,male,literal,"diabetes, lung disease, COVID-19"
3197,uri,http://www.wikidata.org/entity/Q3089911,en,literal,Shamus Culhane,en,literal,male,literal,diabetes
3198,uri,http://www.wikidata.org/entity/Q3249197,en,literal,Gerard Lawson,en,literal,male,literal,diabetes
3199,uri,http://www.wikidata.org/entity/Q5293462,en,literal,Don Sakers,en,literal,male,literal,"diabetes, autism"
3200,uri,http://www.wikidata.org/entity/Q6222911,en,literal,John Braithwaite Wallis,en,literal,male,literal,diabetes
3201,uri,http://www.wikidata.org/entity/Q6853333,en,literal,Muhammad Amin Sheikh,en,literal,male,literal,diabetes
3202,uri,http://www.wikidata.org/entity/Q6857925,en,literal,Milivoj Lajovic,en,literal,male,literal,diabetes
3203,uri,http://www.wikidata.org/entity/Q12240919,en,literal,Mohammed Qahtan,en,literal,male,literal,diabetes
3204,uri,http://www.wikidata.org/entity/Q12962111,en,literal,Bentong,en,literal,male,literal,diabetes
3205,uri,http://www.wikidata.org/entity/Q13030266,en,literal,Vitaŭt Martynienka,en,literal,male,literal,diabetes
3206,uri,http://www.wikidata.org/entity/Q15626834,en,literal,Albrecht Ludwig Agathon Wernich,en,literal,male,literal,diabetes
3207,uri,http://www.wikidata.org/entity/Q15876082,en,literal,Harold Pollack,en,literal,male,literal,diabetes
3208,uri,http://www.wikidata.org/entity/Q16939468,en,literal,Mahjoub Sharif,en,literal,male,literal,"diabetes, idiopathic pulmonary fibrosis"
3209,uri,http://www.wikidata.org/entity/Q16939791,en,literal,Ciro Saraiva,en,literal,male,literal,diabetes
3210,uri,http://www.wikidata.org/entity/Q18644113,en,literal,El Risitas,en,literal,male,literal,diabetes
3211,uri,http://www.wikidata.org/entity/Q22122667,en,literal,Armando Rojas Guardia,en,literal,male,literal,"diabetes, pancreatic cancer, respiratory failure"
3212,uri,http://www.wikidata.org/entity/Q24565204,en,literal,Menzi Ngubane,en,literal,male,literal,"diabetes, kidney disease"
3213,uri,http://www.wikidata.org/entity/Q29110155,en,literal,Soul Jah Love,en,literal,male,literal,diabetes
3214,uri,http://www.wikidata.org/entity/Q47504630,,literal,Q47504630,en,literal,male,literal,diabetes
3215,uri,http://www.wikidata.org/entity/Q47668952,en,literal,Duan Zhengcheng,en,literal,male,literal,"diabetes, COVID-19"
3216,uri,http://www.wikidata.org/entity/Q51089508,en,literal,Albert Vlamynck,en,literal,male,literal,"diabetes, pneumonia"
3217,uri,http://www.wikidata.org/entity/Q56284864,en,literal,Fahd al-'Andary,en,literal,male,literal,diabetes
3218,uri,http://www.wikidata.org/entity/Q56762299,en,literal,Lee O'Denat,en,literal,male,literal,"diabetes, coronary artery disease"
3219,uri,http://www.wikidata.org/entity/Q59514029,en,literal,Dalas Review,en,literal,male,literal,diabetes
3220,uri,http://www.wikidata.org/entity/Q6017008,en,literal,Minerva Piquero,en,literal,female,literal,hypothyroidism
3221,uri,http://www.wikidata.org/entity/Q19662722,en,literal,Rosa Rusanen,en,literal,female,literal,hypothyroidism
3222,uri,http://www.wikidata.org/entity/Q108537193,en,literal,Veronica Wolski,en,literal,female,literal,"hypothyroidism, COVID-19"
3223,uri,http://www.wikidata.org/entity/Q2312387,en,literal,Charmian Carr,en,literal,female,literal,frontotemporal dementia
3224,uri,http://www.wikidata.org/entity/Q51666063,en,literal,Lee Holloway,en,literal,male,literal,frontotemporal dementia
3225,uri,http://www.wikidata.org/entity/Q96464339,en,literal,Michael R. Walker,en,literal,male,literal,"frontotemporal dementia, COVID-19"
3226,uri,http://www.wikidata.org/entity/Q268177,en,literal,Hyapatia Lee,en,literal,female,literal,dissociative identity disorder
3227,uri,http://www.wikidata.org/entity/Q1774745,en,literal,Billy Milligan,en,literal,male,literal,dissociative identity disorder
3228,uri,http://www.wikidata.org/entity/Q2964690,en,literal,Chris Costner Sizemore,en,literal,female,literal,dissociative identity disorder
3229,uri,http://www.wikidata.org/entity/Q7847237,en,literal,Truddi Chase,en,literal,female,literal,dissociative identity disorder
3230,uri,http://www.wikidata.org/entity/Q15439496,en,literal,Manfred Klimek,en,literal,male,literal,"dissociative identity disorder, substance dependence"
3231,uri,http://www.wikidata.org/entity/Q9603855,en,literal,Alicinha Cavalcanti,en,literal,female,literal,primary progressive aphasia
3232,uri,http://www.wikidata.org/entity/Q107634261,,literal,Q107634261,en,literal,male,literal,Simferopol
3233,uri,http://www.wikidata.org/entity/Q11941,en,literal,Carl Barks,en,literal,male,literal,"leukemia, sensorineural hearing loss"
3234,uri,http://www.wikidata.org/entity/Q204205,en,literal,Sonja Henie,en,literal,female,literal,leukemia
3235,uri,http://www.wikidata.org/entity/Q294351,en,literal,Siniša Mihajlović,en,literal,male,literal,"leukemia, COVID-19"
3236,uri,http://www.wikidata.org/entity/Q718135,en,literal,Scott Wilson,en,literal,male,literal,leukemia
3237,uri,http://www.wikidata.org/entity/Q984592,en,literal,Gunnar Nielsen,en,literal,male,literal,leukemia
3238,uri,http://www.wikidata.org/entity/Q1134859,en,literal,Takako Okamura,en,literal,female,literal,leukemia
3239,uri,http://www.wikidata.org/entity/Q2268637,en,literal,"Princess Christina, Mrs. Magnuson",en,literal,female,literal,leukemia
3240,uri,http://www.wikidata.org/entity/Q5550767,en,literal,Gerhard Skrobek,en,literal,male,literal,leukemia
3241,uri,http://www.wikidata.org/entity/Q7240698,en,literal,Pres Romanillos,en,literal,male,literal,leukemia
3242,uri,http://www.wikidata.org/entity/Q7961680,en,literal,Waleed Al-Salam,en,literal,male,literal,leukemia
3243,uri,http://www.wikidata.org/entity/Q10327039,en,literal,Mary Lou Cook,en,literal,female,literal,"leukemia, macular degeneration"
3244,uri,http://www.wikidata.org/entity/Q11861793,en,literal,Heidi Foxell,en,literal,female,literal,leukemia
3245,uri,http://www.wikidata.org/entity/Q11964810,en,literal,Daudi Ballali,en,literal,male,literal,leukemia
3246,uri,http://www.wikidata.org/entity/Q14330096,en,literal,Andrew Smith,en,literal,male,literal,"leukemia, non-Hodgkin lymphoma"
3247,uri,http://www.wikidata.org/entity/Q16519041,en,literal,Tomás Pérez Revilla,en,literal,male,literal,leukemia
3248,uri,http://www.wikidata.org/entity/Q17382997,en,literal,Jussi Pohjakallio,en,literal,male,literal,leukemia
3249,uri,http://www.wikidata.org/entity/Q17523938,en,literal,Maria Kolokouri,en,literal,female,literal,leukemia
3250,uri,http://www.wikidata.org/entity/Q23664907,en,literal,Manon Vernay,en,literal,female,literal,leukemia
3251,uri,http://www.wikidata.org/entity/Q28477436,en,literal,Lucy Lelong,en,literal,female,literal,leukemia
3252,uri,http://www.wikidata.org/entity/Q5353280,en,literal,Elaine Schreiber,en,literal,female,literal,poliomyelitis
3253,uri,http://www.wikidata.org/entity/Q5362709,en,literal,Elizabeth Edmondson,en,literal,female,literal,poliomyelitis
3254,uri,http://www.wikidata.org/entity/Q5524340,en,literal,Garth Drabinsky,en,literal,male,literal,poliomyelitis
3255,uri,http://www.wikidata.org/entity/Q5525262,en,literal,Gary Hooper,en,literal,male,literal,"poliomyelitis, paraplegia"
3256,uri,http://www.wikidata.org/entity/Q5546903,en,literal,Georges Tamer,en,literal,male,literal,poliomyelitis
3257,uri,http://www.wikidata.org/entity/Q5592994,en,literal,Graham Laidler,en,literal,male,literal,"poliomyelitis, tuberculosis"
3258,uri,http://www.wikidata.org/entity/Q5610329,en,literal,Jack Coe,en,literal,male,literal,poliomyelitis
3259,uri,http://www.wikidata.org/entity/Q5702764,en,literal,Sareh Javanmardi,en,literal,female,literal,poliomyelitis
3260,uri,http://www.wikidata.org/entity/Q5776599,en,literal,Joaquín José Vargas Soto,en,literal,male,literal,"poliomyelitis, limp"
3261,uri,http://www.wikidata.org/entity/Q5930883,en,literal,Hugh Gallagher,en,literal,male,literal,poliomyelitis
3262,uri,http://www.wikidata.org/entity/Q5964720,en,literal,Hörður Barðdal,en,literal,male,literal,poliomyelitis
3263,uri,http://www.wikidata.org/entity/Q6066617,en,literal,Patricia Valle,en,literal,female,literal,poliomyelitis
3264,uri,http://www.wikidata.org/entity/Q6128533,en,literal,James Alexander Gordon,en,literal,male,literal,poliomyelitis
3265,uri,http://www.wikidata.org/entity/Q6131938,en,literal,James Crisp,en,literal,male,literal,poliomyelitis
3266,uri,http://www.wikidata.org/entity/Q6139358,en,literal,James McGregor Stewart,en,literal,male,literal,poliomyelitis
3267,uri,http://www.wikidata.org/entity/Q6210167,en,literal,Joe Haley,en,literal,male,literal,poliomyelitis
3268,uri,http://www.wikidata.org/entity/Q6236854,en,literal,John H. Hager,en,literal,male,literal,"poliomyelitis, paraplegia"
3269,uri,http://www.wikidata.org/entity/Q6244211,en,literal,John Laws,en,literal,male,literal,poliomyelitis
3270,uri,http://www.wikidata.org/entity/Q6246948,en,literal,John Martin,en,literal,male,literal,poliomyelitis
3271,uri,http://www.wikidata.org/entity/Q6252532,en,literal,John Perceval,en,literal,male,literal,poliomyelitis
3272,uri,http://www.wikidata.org/entity/Q6303261,en,literal,Judith Ann Mayotte,en,literal,female,literal,poliomyelitis
3273,uri,http://www.wikidata.org/entity/Q6303462,en,literal,Judith Heumann,en,literal,female,literal,poliomyelitis
3274,uri,http://www.wikidata.org/entity/Q6308502,en,literal,Julie Russell,en,literal,female,literal,poliomyelitis
3275,uri,http://www.wikidata.org/entity/Q6312369,en,literal,June Middleton,en,literal,female,literal,poliomyelitis
3276,uri,http://www.wikidata.org/entity/Q6318270,en,literal,"Justin Whitlock Dart, Jr.",en,literal,male,literal,poliomyelitis
3277,uri,http://www.wikidata.org/entity/Q6324168,en,literal,K. V. Rabiya,en,literal,female,literal,poliomyelitis
3278,uri,http://www.wikidata.org/entity/Q6504214,en,literal,Lawrence Jacquelin,en,literal,male,literal,poliomyelitis
3279,uri,http://www.wikidata.org/entity/Q6708341,en,literal,Lyn Lillecrapp,en,literal,female,literal,poliomyelitis
3280,uri,http://www.wikidata.org/entity/Q6766302,en,literal,Marjorie Lawrence,en,literal,female,literal,poliomyelitis
3281,uri,http://www.wikidata.org/entity/Q6774597,en,literal,Martha Ware,en,literal,female,literal,poliomyelitis
3282,uri,http://www.wikidata.org/entity/Q6775330,en,literal,Martin Doyle,en,literal,male,literal,poliomyelitis
3283,uri,http://www.wikidata.org/entity/Q6778826,en,literal,Mary Almy,en,literal,female,literal,poliomyelitis
3284,uri,http://www.wikidata.org/entity/Q6828758,en,literal,Michael Bowen,en,literal,male,literal,poliomyelitis
3285,uri,http://www.wikidata.org/entity/Q7160508,en,literal,Peg Kehret,en,literal,female,literal,poliomyelitis
3286,uri,http://www.wikidata.org/entity/Q7171923,en,literal,Pete Dawkins,en,literal,male,literal,poliomyelitis
3287,uri,http://www.wikidata.org/entity/Q7288182,en,literal,Ralph U. Hyde,en,literal,male,literal,poliomyelitis
3288,uri,http://www.wikidata.org/entity/Q7323849,en,literal,Richard B. Fisher,en,literal,male,literal,poliomyelitis
3289,uri,http://www.wikidata.org/entity/Q7327981,en,literal,Richard N. Cabela,en,literal,male,literal,poliomyelitis
3290,uri,http://www.wikidata.org/entity/Q7349056,en,literal,Robert Provan,en,literal,male,literal,poliomyelitis
3291,uri,http://www.wikidata.org/entity/Q7380963,en,literal,Ruskin Spear,en,literal,male,literal,poliomyelitis
3292,uri,http://www.wikidata.org/entity/Q7403849,en,literal,Saleem Karim,en,literal,male,literal,poliomyelitis
3293,uri,http://www.wikidata.org/entity/Q7495236,en,literal,Sherman Skolnick,en,literal,male,literal,poliomyelitis
3294,uri,http://www.wikidata.org/entity/Q7529652,en,literal,"Sir William Lawrence, 5th Baronet",en,literal,male,literal,poliomyelitis
3295,uri,http://www.wikidata.org/entity/Q7660005,en,literal,Sydney Kirkby,en,literal,male,literal,poliomyelitis
3296,uri,http://www.wikidata.org/entity/Q7709052,en,literal,"Thady Wyndham-Quin, 7th Earl of Dunraven and Mount-Earl",en,literal,male,literal,poliomyelitis
3297,uri,http://www.wikidata.org/entity/Q7782858,en,literal,Theresa Ducharme,en,literal,female,literal,poliomyelitis
3298,uri,http://www.wikidata.org/entity/Q7804192,en,literal,Tim Rooney,en,literal,male,literal,poliomyelitis
3299,uri,http://www.wikidata.org/entity/Q7816646,en,literal,Tom Loyless,en,literal,male,literal,poliomyelitis
3300,uri,http://www.wikidata.org/entity/Q7831223,en,literal,Tracey Freeman,en,literal,female,literal,poliomyelitis
3301,uri,http://www.wikidata.org/entity/Q7939157,en,literal,Vo Thanh Tung,en,literal,male,literal,poliomyelitis
3302,uri,http://www.wikidata.org/entity/Q7976280,en,literal,Wayne Greenhaw,en,literal,male,literal,poliomyelitis
3303,uri,http://www.wikidata.org/entity/Q10325871,en,literal,Maria Gladys,en,literal,female,literal,poliomyelitis
3304,uri,http://www.wikidata.org/entity/Q10748975,en,literal,Michael Flanders,en,literal,male,literal,poliomyelitis
3305,uri,http://www.wikidata.org/entity/Q11549376,en,literal,Hiroshi Mizuno,en,literal,male,literal,poliomyelitis
3306,uri,http://www.wikidata.org/entity/Q11647109,,literal,Q11647109,,,,literal,poliomyelitis
3307,uri,http://www.wikidata.org/entity/Q11678140,en,literal,Jūgo Kuroiwa,en,literal,male,literal,poliomyelitis
3308,uri,http://www.wikidata.org/entity/Q12880739,en,literal,Marika Mitsotakis,en,literal,female,literal,poliomyelitis
3309,uri,http://www.wikidata.org/entity/Q12964698,en,literal,Hiroshi Kanbe,en,literal,male,literal,poliomyelitis
3310,uri,http://www.wikidata.org/entity/Q15094434,en,literal,Martha Mason,en,literal,female,literal,poliomyelitis
3311,uri,http://www.wikidata.org/entity/Q15502557,en,literal,Tanaquil Le Clercq,en,literal,female,literal,poliomyelitis
3312,uri,http://www.wikidata.org/entity/Q15524951,en,literal,David Widgery,en,literal,male,literal,poliomyelitis
3313,uri,http://www.wikidata.org/entity/Q15968402,en,literal,Bert Massie,en,literal,male,literal,poliomyelitis
3314,uri,http://www.wikidata.org/entity/Q15982375,en,literal,Martin Elkort,en,literal,male,literal,poliomyelitis
3315,uri,http://www.wikidata.org/entity/Q15992981,en,literal,Rift Fournier,en,literal,male,literal,poliomyelitis
3316,uri,http://www.wikidata.org/entity/Q16016607,en,literal,I. Daniel Stewart,en,literal,male,literal,poliomyelitis
3317,uri,http://www.wikidata.org/entity/Q16089988,en,literal,Michael T. Sullivan,en,literal,male,literal,poliomyelitis
3318,uri,http://www.wikidata.org/entity/Q16150114,en,literal,Senarath Attanayake,en,literal,male,literal,poliomyelitis
3319,uri,http://www.wikidata.org/entity/Q16193451,en,literal,Dwight Yearwood,en,literal,male,literal,poliomyelitis
3320,uri,http://www.wikidata.org/entity/Q16209580,en,literal,Mehmet Çetingöz,en,literal,male,literal,poliomyelitis
3321,uri,http://www.wikidata.org/entity/Q16731572,en,literal,Francisco Llobet,en,literal,male,literal,"poliomyelitis, physical disability"
3322,uri,http://www.wikidata.org/entity/Q16750460,en,literal,Joseph Hoover Mackin,en,literal,male,literal,poliomyelitis
3323,uri,http://www.wikidata.org/entity/Q17199047,en,literal,Margaret Whitehead,en,literal,female,literal,poliomyelitis
3324,uri,http://www.wikidata.org/entity/Q18217821,en,literal,Bose Omolayo,en,literal,female,literal,poliomyelitis
3325,uri,http://www.wikidata.org/entity/Q19844023,en,literal,Lis Hartel,en,literal,female,literal,poliomyelitis
3326,uri,http://www.wikidata.org/entity/Q22088366,en,literal,Irving London,en,literal,male,literal,poliomyelitis
3327,uri,http://www.wikidata.org/entity/Q22674349,en,literal,Giola Gandini,en,literal,female,literal,poliomyelitis
3328,uri,http://www.wikidata.org/entity/Q27110356,en,literal,Peter Kavanagh,en,literal,male,literal,poliomyelitis
3329,uri,http://www.wikidata.org/entity/Q47909266,en,literal,Charles Mitchell,en,literal,male,literal,poliomyelitis
3330,uri,http://www.wikidata.org/entity/Q50367230,en,literal,Ingeborg Mohr,en,literal,female,literal,poliomyelitis
3331,uri,http://www.wikidata.org/entity/Q55078176,en,literal,Esther Simbi,en,literal,female,literal,poliomyelitis
3332,uri,http://www.wikidata.org/entity/Q85042782,en,literal,Scott Hanselman,en,literal,male,literal,diabetes
3333,uri,http://www.wikidata.org/entity/Q88720923,en,literal,Rose Marie Compaoré,en,literal,female,literal,diabetes
3334,uri,http://www.wikidata.org/entity/Q89127551,en,literal,Antonio Nonato Lima Gomes,en,literal,male,literal,diabetes
3335,uri,http://www.wikidata.org/entity/Q90963525,en,literal,Anjanette Miller,en,literal,female,literal,"diabetes, COVID-19"
3336,uri,http://www.wikidata.org/entity/Q91023739,en,literal,Deon M. Crowell,en,literal,male,literal,"diabetes, COVID-19"
3337,uri,http://www.wikidata.org/entity/Q91231354,en,literal,Amor Padilla Gatinao,en,literal,male,literal,"diabetes, COVID-19"
3338,uri,http://www.wikidata.org/entity/Q92606215,en,literal,Juan Martinez,en,literal,male,literal,"diabetes, COVID-19"
3339,uri,http://www.wikidata.org/entity/Q92934641,en,literal,Robert Suit,en,literal,male,literal,"diabetes, Alzheimer's disease, COVID-19"
3340,uri,http://www.wikidata.org/entity/Q93211513,en,literal,Kareem Haji,en,literal,male,literal,"diabetes, COVID-19"
3341,uri,http://www.wikidata.org/entity/Q93473479,en,literal,Carlos Ernesto Escobar Mejía,en,literal,male,literal,"diabetes, arterial hypertension, COVID-19"
3342,uri,http://www.wikidata.org/entity/Q93641586,en,literal,Eric Frazier,en,literal,male,literal,"diabetes, COVID-19"
3343,uri,http://www.wikidata.org/entity/Q93903544,en,literal,Guadalupe Ramos,en,literal,male,literal,"diabetes, arterial hypertension, hepatitis, liver cirrhosis, bronchopulmonary dysplasia, COVID-19"
3344,uri,http://www.wikidata.org/entity/Q94412286,en,literal,Óscar López Acosta,en,literal,male,literal,"diabetes, COVID-19"
3345,uri,http://www.wikidata.org/entity/Q94643983,en,literal,unnamed medical worker,en,literal,male,literal,"diabetes, arterial hypertension, COVID-19"
3346,uri,http://www.wikidata.org/entity/Q95152882,en,literal,Trevor Belle,en,literal,male,literal,"diabetes, COVID-19"
3347,uri,http://www.wikidata.org/entity/Q95190573,en,literal,Carlos Arturo Garcia,en,literal,male,literal,"diabetes, arterial hypertension, stroke, sleep apnea, kidney failure, COVID-19"
3348,uri,http://www.wikidata.org/entity/Q95882097,en,literal,Marsha Lee Holiday,en,literal,female,literal,"diabetes, dementia, COVID-19"
3349,uri,http://www.wikidata.org/entity/Q95883712,en,literal,Peggy Rakestraw,en,literal,female,literal,"diabetes, arterial hypertension, heart disease, kidney disease, COVID-19"
3350,uri,http://www.wikidata.org/entity/Q95883723,en,literal,Allen Joseph Spinner,en,literal,male,literal,"diabetes, COVID-19"
3351,uri,http://www.wikidata.org/entity/Q95884435,en,literal,Lula Fitzpatrick,en,literal,female,literal,"diabetes, dementia, COVID-19"
3352,uri,http://www.wikidata.org/entity/Q95885530,en,literal,Tommie Brown,en,literal,male,literal,"diabetes, Alzheimer's disease, COVID-19"
3353,uri,http://www.wikidata.org/entity/Q95885594,en,literal,Nikima Thompson,en,literal,female,literal,"diabetes, arterial hypertension, COVID-19"
3354,uri,http://www.wikidata.org/entity/Q95887287,en,literal,John Pope,en,literal,male,literal,"diabetes, arterial hypertension, COVID-19"
3355,uri,http://www.wikidata.org/entity/Q95887305,en,literal,Viraf Darukhanawalla,en,literal,male,literal,"diabetes, heart conduction disease, COVID-19"
3356,uri,http://www.wikidata.org/entity/Q95887417,en,literal,Michael Mika,en,literal,male,literal,"diabetes, heart disease, COVID-19"
3357,uri,http://www.wikidata.org/entity/Q95887421,en,literal,Alvin Elton,en,literal,male,literal,"diabetes, COVID-19"
3358,uri,http://www.wikidata.org/entity/Q95887445,en,literal,Christine McLaurin,en,literal,female,literal,"diabetes, arterial hypertension, COVID-19"
3359,uri,http://www.wikidata.org/entity/Q95887456,en,literal,Sherman Pittman,en,literal,male,literal,"diabetes, COVID-19"
3360,uri,http://www.wikidata.org/entity/Q95887471,en,literal,Julian Anguiano-Maya,en,literal,male,literal,"diabetes, arterial hypertension, COVID-19"
3361,uri,http://www.wikidata.org/entity/Q95887892,en,literal,Jose Vazquez,en,literal,male,literal,"diabetes, COVID-19"
3362,uri,http://www.wikidata.org/entity/Q95888000,en,literal,Rhoda Hatch,en,literal,female,literal,"diabetes, asthma, COVID-19"
3363,uri,http://www.wikidata.org/entity/Q95888463,en,literal,Harold Reisner,en,literal,male,literal,"diabetes, COVID-19"
3364,uri,http://www.wikidata.org/entity/Q95889564,en,literal,Luis A. Frias,en,literal,male,literal,"diabetes, amputation, COVID-19"
3365,uri,http://www.wikidata.org/entity/Q64936259,en,literal,Sinéad Gleeson,en,literal,female,literal,leukemia
3366,uri,http://www.wikidata.org/entity/Q70500562,en,literal,Adnan al-Rawi,en,literal,male,literal,leukemia
3367,uri,http://www.wikidata.org/entity/Q91025695,en,literal,John-Sebastian Laird-Hammond,en,literal,male,literal,"leukemia, COVID-19"
3368,uri,http://www.wikidata.org/entity/Q95887950,en,literal,Jennifer Robin Arnold,en,literal,female,literal,"pulmonary fibrosis, COVID-19"
3369,uri,http://www.wikidata.org/entity/Q50276520,en,literal,Lily Argent,en,literal,female,literal,tuberculosis
3370,uri,http://www.wikidata.org/entity/Q51024295,en,literal,Amelia Perrier,en,literal,female,literal,tuberculosis
3371,uri,http://www.wikidata.org/entity/Q55072425,en,literal,Lorenz Scholz,en,literal,male,literal,tuberculosis
3372,uri,http://www.wikidata.org/entity/Q55074122,en,literal,Carl Georg Ludwig Wilhelm Weyprecht,en,literal,male,literal,tuberculosis
3373,uri,http://www.wikidata.org/entity/Q62393776,en,literal,Jacob Hopensztand,en,literal,male,literal,tuberculosis
3374,uri,http://www.wikidata.org/entity/Q63806471,en,literal,Richard Dingeldey,en,literal,male,literal,tuberculosis
3375,uri,http://www.wikidata.org/entity/Q470362,en,literal,"Mette-Marit, Crown Princess of Norway",en,literal,female,literal,pulmonary fibrosis
3376,uri,http://www.wikidata.org/entity/Q24790,en,literal,Letitia Christian Tyler,en,literal,female,literal,"stroke, tuberculosis"
3377,uri,http://www.wikidata.org/entity/Q36184,en,literal,Bram Stoker,en,literal,male,literal,"stroke, gout, Bright's disease"
3378,uri,http://www.wikidata.org/entity/Q47832,en,literal,Umberto Bossi,en,literal,male,literal,stroke
3379,uri,http://www.wikidata.org/entity/Q49355,en,literal,James Bryant Conant,en,literal,male,literal,stroke
3380,uri,http://www.wikidata.org/entity/Q52392,en,literal,Tim Curry,en,literal,male,literal,stroke
3381,uri,http://www.wikidata.org/entity/Q55433,en,literal,Michelangelo Antonioni,en,literal,male,literal,stroke
3382,uri,http://www.wikidata.org/entity/Q66607,en,literal,Georg Wissowa,en,literal,male,literal,stroke
3383,uri,http://www.wikidata.org/entity/Q11718359,en,literal,Jan Matuszyński,en,literal,male,literal,tuberculosis
3384,uri,http://www.wikidata.org/entity/Q11724837,en,literal,Jerzy Kobza-Orłowski,en,literal,male,literal,tuberculosis
3385,uri,http://www.wikidata.org/entity/Q11766635,en,literal,Maksymilian Grecki,en,literal,male,literal,tuberculosis
3386,uri,http://www.wikidata.org/entity/Q11991520,en,literal,Nils Waltersen Aasen,en,literal,male,literal,tuberculosis
3387,uri,http://www.wikidata.org/entity/Q12231190,en,literal,Fahd ʻAskar,en,literal,male,literal,tuberculosis
3388,uri,http://www.wikidata.org/entity/Q12345128,en,literal,Annalisa Cima,en,literal,female,literal,tuberculosis
3389,uri,http://www.wikidata.org/entity/Q13107196,en,literal,Herman Davis,en,literal,male,literal,tuberculosis
3390,uri,http://www.wikidata.org/entity/Q13107212,en,literal,Jones Hewson,en,literal,male,literal,tuberculosis
3391,uri,http://www.wikidata.org/entity/Q13107228,en,literal,Indriði Indriðason,en,literal,male,literal,tuberculosis
3392,uri,http://www.wikidata.org/entity/Q13220576,en,literal,Carolina Muzzilli,en,literal,female,literal,tuberculosis
3393,uri,http://www.wikidata.org/entity/Q13399381,en,literal,Jorge Falleiros,en,literal,male,literal,tuberculosis
