,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,sexgenderLabel.xml:lang,sexgenderLabel.type,sexgenderLabel.value,conditions.type,conditions.value
0,uri,http://www.wikidata.org/entity/Q628679,en,literal,Grand Duke Michael Mikhailovich of Russia,en,literal,male,literal,influenza
1,uri,http://www.wikidata.org/entity/Q661678,en,literal,Henry Brazeale Walthall,en,literal,male,literal,influenza
2,uri,http://www.wikidata.org/entity/Q698151,en,literal,Bohumil Kubišta,en,literal,male,literal,"influenza, 1918-1920 flu pandemic"
3,uri,http://www.wikidata.org/entity/Q709077,en,literal,John L. O'Sullivan,en,literal,male,literal,influenza
4,uri,http://www.wikidata.org/entity/Q724677,en,literal,William Wilson Hunter,en,literal,male,literal,influenza
5,uri,http://www.wikidata.org/entity/Q897653,en,literal,Ivan Milev,en,literal,male,literal,influenza
6,uri,http://www.wikidata.org/entity/Q963076,en,literal,Frans De Haes,en,literal,male,literal,influenza
7,uri,http://www.wikidata.org/entity/Q1317608,en,literal,Oskar Joost,en,literal,male,literal,influenza
8,uri,http://www.wikidata.org/entity/Q1388853,en,literal,Jack MacGowran,en,literal,male,literal,influenza
9,uri,http://www.wikidata.org/entity/Q1673162,en,literal,Alice Tully,en,literal,female,literal,influenza
10,uri,http://www.wikidata.org/entity/Q2240702,en,literal,Princess Victoria Margaret of Prussia,en,literal,female,literal,influenza
11,uri,http://www.wikidata.org/entity/Q2622578,en,literal,Vera Kholodnaya,en,literal,female,literal,"influenza, 1918-1920 flu pandemic"
12,uri,http://www.wikidata.org/entity/Q2642653,en,literal,Alexander McNair,en,literal,male,literal,influenza
13,uri,http://www.wikidata.org/entity/Q2835105,en,literal,Alfred Edwards,en,literal,male,literal,influenza
14,uri,http://www.wikidata.org/entity/Q2871657,en,literal,Augustin de Beaulieu,en,literal,male,literal,influenza
15,uri,http://www.wikidata.org/entity/Q3058884,en,literal,Estelita Rodriguez,en,literal,female,literal,influenza
16,uri,http://www.wikidata.org/entity/Q3087071,en,literal,Frederick Cayley Robinson,en,literal,male,literal,influenza
17,uri,http://www.wikidata.org/entity/Q3121402,en,literal,Gustavus Cheyney Doane,en,literal,male,literal,influenza
18,uri,http://www.wikidata.org/entity/Q3182604,en,literal,John T. Ford,en,literal,male,literal,influenza
19,uri,http://www.wikidata.org/entity/Q3533574,en,literal,Rafael Bolívar Coronado,en,literal,male,literal,influenza
20,uri,http://www.wikidata.org/entity/Q3563901,,literal,Q3563901,en,literal,male,literal,influenza
21,uri,http://www.wikidata.org/entity/Q3565921,en,literal,Walter Willson Cobbett,en,literal,male,literal,influenza
22,uri,http://www.wikidata.org/entity/Q3715923,en,literal,Dudley Beaumont,en,literal,male,literal,influenza
23,uri,http://www.wikidata.org/entity/Q3820926,en,literal,Hans E. Lau,en,literal,male,literal,influenza
24,uri,http://www.wikidata.org/entity/Q4090201,en,literal,Boris Bozhnev,en,literal,male,literal,influenza
25,uri,http://www.wikidata.org/entity/Q4150307,en,literal,Jāzeps Grosvalds,en,literal,male,literal,influenza
26,uri,http://www.wikidata.org/entity/Q4208355,en,literal,William Cusins,en,literal,male,literal,influenza
27,uri,http://www.wikidata.org/entity/Q4223760,en,literal,Nataša Klimova,en,literal,female,literal,influenza
28,uri,http://www.wikidata.org/entity/Q4250968,en,literal,Achmad Soebardjo,en,literal,male,literal,influenza
29,uri,http://www.wikidata.org/entity/Q4258950,en,literal,Leonty,en,literal,male,literal,influenza
30,uri,http://www.wikidata.org/entity/Q4278999,en,literal,Shmulik Kraus,en,literal,male,literal,influenza
31,uri,http://www.wikidata.org/entity/Q4786639,en,literal,Archie Cameron,en,literal,male,literal,influenza
32,uri,http://www.wikidata.org/entity/Q4912566,en,literal,Billy Franey,en,literal,male,literal,influenza
33,uri,http://www.wikidata.org/entity/Q5041214,en,literal,Carleton Ellis,en,literal,male,literal,influenza
34,uri,http://www.wikidata.org/entity/Q5074913,en,literal,Charles A. Spring,en,literal,male,literal,influenza
35,uri,http://www.wikidata.org/entity/Q5077621,en,literal,Charles Fenerty,en,literal,male,literal,influenza
36,uri,http://www.wikidata.org/entity/Q5237447,en,literal,David McNaught,en,literal,male,literal,influenza
37,uri,http://www.wikidata.org/entity/Q5272671,en,literal,Dick Bertell,en,literal,male,literal,influenza
38,uri,http://www.wikidata.org/entity/Q5272749,en,literal,Dick Casey,en,literal,male,literal,influenza
39,uri,http://www.wikidata.org/entity/Q5301564,en,literal,Douglas Hamilton,en,literal,male,literal,influenza
40,uri,http://www.wikidata.org/entity/Q5322172,en,literal,Ernest Charles Temple Thurston,en,literal,male,literal,influenza
41,uri,http://www.wikidata.org/entity/Q5336338,en,literal,Eddie Mummery,en,literal,male,literal,influenza
42,uri,http://www.wikidata.org/entity/Q5347718,en,literal,Egbert Seymour,en,literal,male,literal,influenza
43,uri,http://www.wikidata.org/entity/Q5497020,en,literal,Frederic Edward Manby,en,literal,male,literal,influenza
44,uri,http://www.wikidata.org/entity/Q5538322,en,literal,George D. Prentice,en,literal,male,literal,influenza
45,uri,http://www.wikidata.org/entity/Q5546606,en,literal,George Young,en,literal,male,literal,influenza
46,uri,http://www.wikidata.org/entity/Q5943341,en,literal,"Hungerford Crewe, 3rd Baron Crewe",en,literal,male,literal,influenza
47,uri,http://www.wikidata.org/entity/Q6141959,en,literal,James Reilly,en,literal,male,literal,influenza
48,uri,http://www.wikidata.org/entity/Q6144647,en,literal,James Vernor,en,literal,male,literal,influenza
49,uri,http://www.wikidata.org/entity/Q6233705,en,literal,John Forsyth,en,literal,male,literal,influenza
50,uri,http://www.wikidata.org/entity/Q6259487,en,literal,John Struthers,en,literal,male,literal,influenza
51,uri,http://www.wikidata.org/entity/Q6264296,en,literal,John William Wright,en,literal,male,literal,influenza
52,uri,http://www.wikidata.org/entity/Q6286448,en,literal,Joseph R. Williams,en,literal,male,literal,influenza
53,uri,http://www.wikidata.org/entity/Q6309856,en,literal,Julius Hoffory,en,literal,male,literal,"influenza, typhoid fever"
54,uri,http://www.wikidata.org/entity/Q53009,en,literal,Bernardo Bertolucci,en,literal,male,literal,multiple sclerosis
55,uri,http://www.wikidata.org/entity/Q98330,en,literal,Florian Homm,en,literal,male,literal,multiple sclerosis
56,uri,http://www.wikidata.org/entity/Q106655,en,literal,May Ayim,en,literal,female,literal,"multiple sclerosis, mental depression"
57,uri,http://www.wikidata.org/entity/Q188280,en,literal,Christina Applegate,en,literal,female,literal,"multiple sclerosis, breast cancer"
58,uri,http://www.wikidata.org/entity/Q264748,en,literal,Selma Blair,en,literal,female,literal,multiple sclerosis
59,uri,http://www.wikidata.org/entity/Q271874,en,literal,Tamia,en,literal,female,literal,multiple sclerosis
60,uri,http://www.wikidata.org/entity/Q290576,en,literal,Lola Falana,en,literal,female,literal,multiple sclerosis
61,uri,http://www.wikidata.org/entity/Q313211,en,literal,Alberto Santos-Dumont,en,literal,male,literal,multiple sclerosis
62,uri,http://www.wikidata.org/entity/Q323379,en,literal,Hal Ketchum,en,literal,male,literal,"multiple sclerosis, Alzheimer's disease, transverse myelitis"
63,uri,http://www.wikidata.org/entity/Q368455,en,literal,Yury Tynyanov,en,literal,male,literal,multiple sclerosis
64,uri,http://www.wikidata.org/entity/Q448475,en,literal,Karolina Gruszka,en,literal,female,literal,multiple sclerosis
65,uri,http://www.wikidata.org/entity/Q455217,en,literal,Siedah Garrett,en,literal,female,literal,multiple sclerosis
66,uri,http://www.wikidata.org/entity/Q464281,en,literal,Augustus d'Este,en,literal,male,literal,multiple sclerosis
67,uri,http://www.wikidata.org/entity/Q512611,en,literal,Tim Ferguson,en,literal,male,literal,multiple sclerosis
68,uri,http://www.wikidata.org/entity/Q557587,en,literal,David Blatt,en,literal,male,literal,multiple sclerosis
69,uri,http://www.wikidata.org/entity/Q561460,en,literal,Anna Kraft,en,literal,female,literal,multiple sclerosis
70,uri,http://www.wikidata.org/entity/Q592381,en,literal,Masta Ace,en,literal,male,literal,multiple sclerosis
71,uri,http://www.wikidata.org/entity/Q711263,en,literal,Peter Borwein,en,literal,male,literal,multiple sclerosis
72,uri,http://www.wikidata.org/entity/Q723666,en,literal,Guido Crepax,en,literal,male,literal,multiple sclerosis
73,uri,http://www.wikidata.org/entity/Q1043119,en,literal,Carlos Olivier,en,literal,male,literal,multiple sclerosis
74,uri,http://www.wikidata.org/entity/Q1345645,en,literal,Montel Williams,en,literal,male,literal,multiple sclerosis
75,uri,http://www.wikidata.org/entity/Q1373840,en,literal,Pavel Bělobrádek,en,literal,male,literal,multiple sclerosis
76,uri,http://www.wikidata.org/entity/Q1593494,en,literal,Victoria Williams,en,literal,female,literal,multiple sclerosis
77,uri,http://www.wikidata.org/entity/Q1773023,en,literal,Anne Holtsmark,en,literal,female,literal,multiple sclerosis
78,uri,http://www.wikidata.org/entity/Q2134696,en,literal,Alejandro Giammattei,en,literal,male,literal,multiple sclerosis
79,uri,http://www.wikidata.org/entity/Q2334649,en,literal,Barry Bailey,en,literal,male,literal,multiple sclerosis
80,uri,http://www.wikidata.org/entity/Q2348709,en,literal,Wijnie Jabaaij,en,literal,female,literal,multiple sclerosis
81,uri,http://www.wikidata.org/entity/Q3035143,en,literal,Dominique Farrugia,en,literal,male,literal,multiple sclerosis
82,uri,http://www.wikidata.org/entity/Q3496839,en,literal,Stanley Knowles,en,literal,male,literal,multiple sclerosis
83,uri,http://www.wikidata.org/entity/Q3546180,en,literal,Jonathan Katz,en,literal,male,literal,multiple sclerosis
84,uri,http://www.wikidata.org/entity/Q3617191,en,literal,Angelo Rizzoli,en,literal,male,literal,"multiple sclerosis, type-1 diabetes"
85,uri,http://www.wikidata.org/entity/Q3680210,en,literal,Claudio Rinaldi,en,literal,male,literal,multiple sclerosis
86,uri,http://www.wikidata.org/entity/Q3848323,en,literal,Mario Benedetti,en,literal,male,literal,multiple sclerosis
87,uri,http://www.wikidata.org/entity/Q3939968,en,literal,Rodolfo Laganà,en,literal,male,literal,multiple sclerosis
88,uri,http://www.wikidata.org/entity/Q4796673,en,literal,Art Alexakis,en,literal,male,literal,multiple sclerosis
89,uri,http://www.wikidata.org/entity/Q5231141,en,literal,David Barnes,en,literal,male,literal,multiple sclerosis
90,uri,http://www.wikidata.org/entity/Q5562266,en,literal,Gillian Mears,en,literal,female,literal,multiple sclerosis
91,uri,http://www.wikidata.org/entity/Q6056843,en,literal,Paco Aguilar,en,literal,male,literal,multiple sclerosis
92,uri,http://www.wikidata.org/entity/Q11720957,en,literal,Jarosław Mądry,en,literal,male,literal,multiple sclerosis
93,uri,http://www.wikidata.org/entity/Q14041863,en,literal,Miquel Buch Moya,en,literal,male,literal,multiple sclerosis
94,uri,http://www.wikidata.org/entity/Q15979659,en,literal,Cécile Hernandez-Cervellon,en,literal,female,literal,multiple sclerosis
95,uri,http://www.wikidata.org/entity/Q15994284,en,literal,Tony Barrand,en,literal,male,literal,multiple sclerosis
96,uri,http://www.wikidata.org/entity/Q16268318,en,literal,Matteo Dall'Osso,en,literal,male,literal,multiple sclerosis
97,uri,http://www.wikidata.org/entity/Q16337242,en,literal,Cláudia Rodrigues,en,literal,female,literal,multiple sclerosis
98,uri,http://www.wikidata.org/entity/Q16766331,en,literal,jean-claude pourrit,en,literal,female,literal,multiple sclerosis
99,uri,http://www.wikidata.org/entity/Q20534496,en,literal,Cristina Maró,en,literal,female,literal,multiple sclerosis
100,uri,http://www.wikidata.org/entity/Q20758196,en,literal,Mireia Boya Busquet,en,literal,female,literal,multiple sclerosis
101,uri,http://www.wikidata.org/entity/Q22003856,en,literal,Jason DaSilva,en,literal,male,literal,multiple sclerosis
102,uri,http://www.wikidata.org/entity/Q25845772,en,literal,Zaidee Mary Brasier,en,literal,female,literal,multiple sclerosis
103,uri,http://www.wikidata.org/entity/Q29986915,en,literal,Boerne Bettman,en,literal,male,literal,multiple sclerosis
104,uri,http://www.wikidata.org/entity/Q38549983,en,literal,Genni Batterham,en,literal,female,literal,multiple sclerosis
105,uri,http://www.wikidata.org/entity/Q48862818,en,literal,Barbara Schabowska,en,literal,female,literal,multiple sclerosis
106,uri,http://www.wikidata.org/entity/Q51078082,en,literal,Rob van Zoest,en,literal,male,literal,multiple sclerosis
107,uri,http://www.wikidata.org/entity/Q56045841,en,literal,Chad King,en,literal,male,literal,multiple sclerosis
108,uri,http://www.wikidata.org/entity/Q56640204,en,literal,Michael Kaplan,en,literal,male,literal,multiple sclerosis
109,uri,http://www.wikidata.org/entity/Q56884505,en,literal,Ellen Griffin Dunne,en,literal,female,literal,multiple sclerosis
110,uri,http://www.wikidata.org/entity/Q58338161,en,literal,Dorothy Burns,en,literal,female,literal,multiple sclerosis
111,uri,http://www.wikidata.org/entity/Q60840964,en,literal,Fiamma Satta,en,literal,female,literal,multiple sclerosis
112,uri,http://www.wikidata.org/entity/Q63057042,en,literal,Loïc Blaise,en,literal,male,literal,multiple sclerosis
113,uri,http://www.wikidata.org/entity/Q201515,en,literal,Guillermo Vilas,en,literal,male,literal,Alzheimer's disease
114,uri,http://www.wikidata.org/entity/Q214367,en,literal,Adolfo Suárez,en,literal,male,literal,Alzheimer's disease
115,uri,http://www.wikidata.org/entity/Q215805,en,literal,Peter Max,en,literal,male,literal,Alzheimer's disease
116,uri,http://www.wikidata.org/entity/Q217495,en,literal,Iris Murdoch,en,literal,female,literal,Alzheimer's disease
117,uri,http://www.wikidata.org/entity/Q230143,en,literal,Margaret Rutherford,en,literal,female,literal,Alzheimer's disease
118,uri,http://www.wikidata.org/entity/Q232879,en,literal,Lila Kedrova,en,literal,female,literal,Alzheimer's disease
119,uri,http://www.wikidata.org/entity/Q234171,en,literal,"Princess Lilian, Duchess of Halland",en,literal,female,literal,Alzheimer's disease
120,uri,http://www.wikidata.org/entity/Q236396,en,literal,Geraldine Fitzgerald,en,literal,female,literal,Alzheimer's disease
121,uri,http://www.wikidata.org/entity/Q242530,en,literal,Catherine Lucile Moore,en,literal,female,literal,Alzheimer's disease
122,uri,http://www.wikidata.org/entity/Q253328,en,literal,Evelyn Keyes,en,literal,female,literal,Alzheimer's disease
123,uri,http://www.wikidata.org/entity/Q256809,en,literal,Alice Babs,en,literal,female,literal,Alzheimer's disease
124,uri,http://www.wikidata.org/entity/Q262826,en,literal,Hilderaldo Bellini,en,literal,male,literal,Alzheimer's disease
125,uri,http://www.wikidata.org/entity/Q262861,en,literal,Danny Blanchflower,en,literal,male,literal,Alzheimer's disease
126,uri,http://www.wikidata.org/entity/Q263172,en,literal,Maureen Forrester,en,literal,female,literal,Alzheimer's disease
127,uri,http://www.wikidata.org/entity/Q263486,en,literal,Curtis Hanson,en,literal,male,literal,Alzheimer's disease
128,uri,http://www.wikidata.org/entity/Q269123,en,literal,Carmen Laforet,en,literal,female,literal,Alzheimer's disease
129,uri,http://www.wikidata.org/entity/Q270152,en,literal,Ieng Thirith,en,literal,female,literal,Alzheimer's disease
130,uri,http://www.wikidata.org/entity/Q270426,en,literal,Dorian Leigh,en,literal,female,literal,Alzheimer's disease
131,uri,http://www.wikidata.org/entity/Q270753,en,literal,Phyllis Thaxter,en,literal,female,literal,"Alzheimer's disease, poliomyelitis"
132,uri,http://www.wikidata.org/entity/Q270771,en,literal,Ilene Woods,en,literal,female,literal,Alzheimer's disease
133,uri,http://www.wikidata.org/entity/Q271348,en,literal,Prunella Scales,en,literal,female,literal,Alzheimer's disease
134,uri,http://www.wikidata.org/entity/Q271655,en,literal,Laura La Plante,en,literal,female,literal,Alzheimer's disease
135,uri,http://www.wikidata.org/entity/Q272510,en,literal,John Harsanyi,en,literal,male,literal,Alzheimer's disease
136,uri,http://www.wikidata.org/entity/Q275228,en,literal,Carola Standertskjöld,en,literal,female,literal,Alzheimer's disease
137,uri,http://www.wikidata.org/entity/Q282265,en,literal,Jesse Hibbs,en,literal,male,literal,Alzheimer's disease
138,uri,http://www.wikidata.org/entity/Q285583,en,literal,Toe Blake,en,literal,male,literal,Alzheimer's disease
139,uri,http://www.wikidata.org/entity/Q291638,en,literal,Anne-Cath. Vestly,en,literal,female,literal,Alzheimer's disease
140,uri,http://www.wikidata.org/entity/Q292791,en,literal,Beatrice Lillie,en,literal,female,literal,Alzheimer's disease
141,uri,http://www.wikidata.org/entity/Q296661,en,literal,Cyrus Vance,en,literal,male,literal,Alzheimer's disease
142,uri,http://www.wikidata.org/entity/Q296729,en,literal,Tony Bennett,en,literal,male,literal,Alzheimer's disease
143,uri,http://www.wikidata.org/entity/Q311739,en,literal,Leônidas,en,literal,male,literal,Alzheimer's disease
144,uri,http://www.wikidata.org/entity/Q313046,en,literal,Eddie Albert,en,literal,male,literal,Alzheimer's disease
145,uri,http://www.wikidata.org/entity/Q313309,en,literal,Valentin Ivanov,en,literal,male,literal,Alzheimer's disease
146,uri,http://www.wikidata.org/entity/Q313522,en,literal,Rip Torn,en,literal,male,literal,Alzheimer's disease
147,uri,http://www.wikidata.org/entity/Q313805,en,literal,Alfred Deakin,en,literal,male,literal,Alzheimer's disease
148,uri,http://www.wikidata.org/entity/Q314051,en,literal,Floyd Patterson,en,literal,male,literal,Alzheimer's disease
149,uri,http://www.wikidata.org/entity/Q315059,en,literal,A. E. van Vogt,en,literal,male,literal,Alzheimer's disease
150,uri,http://www.wikidata.org/entity/Q315325,en,literal,Russ Meyer,en,literal,male,literal,Alzheimer's disease
151,uri,http://www.wikidata.org/entity/Q315704,en,literal,Ottmar Walter,en,literal,male,literal,Alzheimer's disease
152,uri,http://www.wikidata.org/entity/Q315744,en,literal,Pierre Schaeffer,en,literal,male,literal,Alzheimer's disease
153,uri,http://www.wikidata.org/entity/Q316706,en,literal,Sugar Ray Robinson,en,literal,male,literal,Alzheimer's disease
154,uri,http://www.wikidata.org/entity/Q317248,en,literal,Sargent Shriver,en,literal,male,literal,Alzheimer's disease
155,uri,http://www.wikidata.org/entity/Q318138,en,literal,Abe Burrows,en,literal,male,literal,Alzheimer's disease
156,uri,http://www.wikidata.org/entity/Q318412,en,literal,James Doohan,en,literal,male,literal,"Alzheimer's disease, Parkinson's disease"
157,uri,http://www.wikidata.org/entity/Q319129,en,literal,Barry Goldwater,en,literal,male,literal,Alzheimer's disease
158,uri,http://www.wikidata.org/entity/Q324737,en,literal,Allen Klein,en,literal,male,literal,Alzheimer's disease
159,uri,http://www.wikidata.org/entity/Q327424,en,literal,Nusrat Bhutto,en,literal,female,literal,Alzheimer's disease
160,uri,http://www.wikidata.org/entity/Q327793,en,literal,Ernie Stautner,en,literal,male,literal,Alzheimer's disease
161,uri,http://www.wikidata.org/entity/Q328126,en,literal,Duilio Loi,en,literal,male,literal,Alzheimer's disease
162,uri,http://www.wikidata.org/entity/Q329613,en,literal,Arthur Hill,en,literal,male,literal,Alzheimer's disease
163,uri,http://www.wikidata.org/entity/Q337033,en,literal,Daniel Bekker,en,literal,male,literal,"Alzheimer's disease, Parkinson's disease"
164,uri,http://www.wikidata.org/entity/Q342302,en,literal,Acquanetta,en,literal,female,literal,Alzheimer's disease
165,uri,http://www.wikidata.org/entity/Q343633,en,literal,Burgess Meredith,en,literal,male,literal,"Alzheimer's disease, bipolar disorder"
166,uri,http://www.wikidata.org/entity/Q353898,en,literal,Charlotte MacLeod,en,literal,female,literal,Alzheimer's disease
167,uri,http://www.wikidata.org/entity/Q355265,en,literal,Pasqual Maragall i Mira,en,literal,male,literal,Alzheimer's disease
168,uri,http://www.wikidata.org/entity/Q361617,en,literal,E. B. White,en,literal,male,literal,Alzheimer's disease
169,uri,http://www.wikidata.org/entity/Q364153,en,literal,Gerard Reve,en,literal,male,literal,Alzheimer's disease
170,uri,http://www.wikidata.org/entity/Q365633,en,literal,Dana Andrews,en,literal,male,literal,Alzheimer's disease
171,uri,http://www.wikidata.org/entity/Q367322,en,literal,William L. Guy,en,literal,male,literal,Alzheimer's disease
172,uri,http://www.wikidata.org/entity/Q369658,en,literal,Daniel Quillen,en,literal,male,literal,Alzheimer's disease
173,uri,http://www.wikidata.org/entity/Q371315,en,literal,Thomas S. Kleppe,en,literal,male,literal,Alzheimer's disease
174,uri,http://www.wikidata.org/entity/Q373726,en,literal,John Ostrom,en,literal,male,literal,Alzheimer's disease
175,uri,http://www.wikidata.org/entity/Q373776,en,literal,Vujadin Boškov,en,literal,male,literal,Alzheimer's disease
176,uri,http://www.wikidata.org/entity/Q378122,en,literal,Pietro Rava,en,literal,male,literal,Alzheimer's disease
177,uri,http://www.wikidata.org/entity/Q382755,en,literal,Gilberto Braga,en,literal,male,literal,Alzheimer's disease
178,uri,http://www.wikidata.org/entity/Q388286,en,literal,Bobby Womack,en,literal,male,literal,Alzheimer's disease
179,uri,http://www.wikidata.org/entity/Q395522,en,literal,Agostinho José Sartori,en,literal,male,literal,"Alzheimer's disease, Parkinson's disease"
180,uri,http://www.wikidata.org/entity/Q402300,en,literal,Joseph Mascolo,en,literal,male,literal,Alzheimer's disease
181,uri,http://www.wikidata.org/entity/Q434502,en,literal,Mae Questel,en,literal,female,literal,Alzheimer's disease
182,uri,http://www.wikidata.org/entity/Q438604,en,literal,Frances Reid,en,literal,female,literal,Alzheimer's disease
183,uri,http://www.wikidata.org/entity/Q441267,en,literal,Lauretta Masiero,en,literal,female,literal,Alzheimer's disease
184,uri,http://www.wikidata.org/entity/Q441713,en,literal,Catherine Scorsese,en,literal,female,literal,Alzheimer's disease
185,uri,http://www.wikidata.org/entity/Q443508,en,literal,Nedra Volz,en,literal,female,literal,Alzheimer's disease
186,uri,http://www.wikidata.org/entity/Q443567,en,literal,Jill Gascoine,en,literal,female,literal,Alzheimer's disease
187,uri,http://www.wikidata.org/entity/Q448336,en,literal,Bobby Vee,en,literal,male,literal,Alzheimer's disease
188,uri,http://www.wikidata.org/entity/Q449928,en,literal,Helmut Zacharias,en,literal,male,literal,Alzheimer's disease
189,uri,http://www.wikidata.org/entity/Q450026,en,literal,Rudi Assauer,en,literal,male,literal,Alzheimer's disease
190,uri,http://www.wikidata.org/entity/Q453588,en,literal,Patty Berg,en,literal,female,literal,Alzheimer's disease
191,uri,http://www.wikidata.org/entity/Q454944,en,literal,Katherine DeMille,en,literal,female,literal,Alzheimer's disease
192,uri,http://www.wikidata.org/entity/Q456494,en,literal,Dorothy Gilman,en,literal,female,literal,Alzheimer's disease
193,uri,http://www.wikidata.org/entity/Q457322,en,literal,Carmen Sevilla,en,literal,female,literal,Alzheimer's disease
194,uri,http://www.wikidata.org/entity/Q460394,en,literal,Pat Summitt,en,literal,female,literal,Alzheimer's disease
195,uri,http://www.wikidata.org/entity/Q462465,en,literal,Esther Hautzig,en,literal,female,literal,Alzheimer's disease
196,uri,http://www.wikidata.org/entity/Q465548,en,literal,Jerzy Kluger,en,literal,male,literal,Alzheimer's disease
197,uri,http://www.wikidata.org/entity/Q467563,en,literal,Molly Picon,en,literal,female,literal,Alzheimer's disease
198,uri,http://www.wikidata.org/entity/Q470252,en,literal,Arlene Francis,en,literal,female,literal,"Alzheimer's disease, Sepsis"
199,uri,http://www.wikidata.org/entity/Q482931,en,literal,Ferenc Puskás,en,literal,male,literal,Alzheimer's disease
200,uri,http://www.wikidata.org/entity/Q484308,en,literal,Don Oberdorfer,en,literal,male,literal,Alzheimer's disease
201,uri,http://www.wikidata.org/entity/Q484881,en,literal,Peter Falk,en,literal,male,literal,"Alzheimer's disease, one-eyed"
202,uri,http://www.wikidata.org/entity/Q496264,en,literal,James Stockdale,en,literal,male,literal,Alzheimer's disease
203,uri,http://www.wikidata.org/entity/Q499662,en,literal,Herb Ellis,en,literal,male,literal,Alzheimer's disease
204,uri,http://www.wikidata.org/entity/Q500029,en,literal,Tom Brown,en,literal,male,literal,Alzheimer's disease
205,uri,http://www.wikidata.org/entity/Q500237,en,literal,George Ignatieff,en,literal,male,literal,Alzheimer's disease
206,uri,http://www.wikidata.org/entity/Q506054,en,literal,Andrew Love,en,literal,male,literal,Alzheimer's disease
207,uri,http://www.wikidata.org/entity/Q514720,en,literal,Beryl Davis,en,literal,female,literal,Alzheimer's disease
208,uri,http://www.wikidata.org/entity/Q514801,en,literal,Barbara Lea,en,literal,female,literal,Alzheimer's disease
209,uri,http://www.wikidata.org/entity/Q518574,en,literal,Karen McCarthy,en,literal,female,literal,"Alzheimer's disease, bipolar disorder"
210,uri,http://www.wikidata.org/entity/Q519884,en,literal,Sonia Pottinger,en,literal,female,literal,Alzheimer's disease
211,uri,http://www.wikidata.org/entity/Q520710,en,literal,Ella Johnson,en,literal,female,literal,Alzheimer's disease
212,uri,http://www.wikidata.org/entity/Q524370,en,literal,Joyce Wieland,en,literal,female,literal,Alzheimer's disease
213,uri,http://www.wikidata.org/entity/Q524408,en,literal,Lois January,en,literal,female,literal,Alzheimer's disease
214,uri,http://www.wikidata.org/entity/Q525996,en,literal,Cornelius Warmerdam,en,literal,male,literal,Alzheimer's disease
215,uri,http://www.wikidata.org/entity/Q527330,en,literal,Henry McGee,en,literal,male,literal,Alzheimer's disease
216,uri,http://www.wikidata.org/entity/Q533904,en,literal,Marthe Mercadier,en,literal,female,literal,Alzheimer's disease
217,uri,http://www.wikidata.org/entity/Q534954,en,literal,Bettye Ackerman,en,literal,female,literal,Alzheimer's disease
218,uri,http://www.wikidata.org/entity/Q535308,en,literal,George Russell,en,literal,male,literal,Alzheimer's disease
219,uri,http://www.wikidata.org/entity/Q536677,en,literal,Kaúlza de Arriaga,en,literal,male,literal,Alzheimer's disease
220,uri,http://www.wikidata.org/entity/Q538352,en,literal,Esther Sandoval,en,literal,female,literal,Alzheimer's disease
221,uri,http://www.wikidata.org/entity/Q540192,en,literal,Virgilio Barco Vargas,en,literal,male,literal,Alzheimer's disease
222,uri,http://www.wikidata.org/entity/Q542162,en,literal,Johnny Crawford,en,literal,male,literal,Alzheimer's disease
223,uri,http://www.wikidata.org/entity/Q547983,en,literal,June Bronhill,en,literal,female,literal,Alzheimer's disease
224,uri,http://www.wikidata.org/entity/Q548269,en,literal,Chinesinho,en,literal,male,literal,Alzheimer's disease
225,uri,http://www.wikidata.org/entity/Q548848,en,literal,Mark Gastineau,en,literal,male,literal,"Alzheimer's disease, Parkinson's disease"
226,uri,http://www.wikidata.org/entity/Q555531,en,literal,Paddy Roy Bates,en,literal,male,literal,Alzheimer's disease
227,uri,http://www.wikidata.org/entity/Q573913,en,literal,Anthony Rolfe Johnson,en,literal,male,literal,Alzheimer's disease
228,uri,http://www.wikidata.org/entity/Q579498,en,literal,Yafa Yarkoni,en,literal,female,literal,Alzheimer's disease
229,uri,http://www.wikidata.org/entity/Q582727,en,literal,Uruguay Graffigna,en,literal,male,literal,Alzheimer's disease
230,uri,http://www.wikidata.org/entity/Q591773,en,literal,George Knobel,en,literal,male,literal,Alzheimer's disease
231,uri,http://www.wikidata.org/entity/Q593126,en,literal,Ítalo Argentino Lúder,en,literal,male,literal,Alzheimer's disease
232,uri,http://www.wikidata.org/entity/Q596137,en,literal,Gerry Anderson,en,literal,male,literal,Alzheimer's disease
233,uri,http://www.wikidata.org/entity/Q597128,en,literal,Pierre Michelot,en,literal,male,literal,Alzheimer's disease
234,uri,http://www.wikidata.org/entity/Q646614,en,literal,Phil Woosnam,en,literal,male,literal,Alzheimer's disease
235,uri,http://www.wikidata.org/entity/Q672281,en,literal,Eric Bell,en,literal,male,literal,Alzheimer's disease
236,uri,http://www.wikidata.org/entity/Q676629,en,literal,Kenneth Griffith,en,literal,male,literal,Alzheimer's disease
237,uri,http://www.wikidata.org/entity/Q692611,en,literal,Carl Wood,en,literal,male,literal,Alzheimer's disease
238,uri,http://www.wikidata.org/entity/Q705460,en,literal,Fernando Romeo Lucas García,en,literal,male,literal,Alzheimer's disease
239,uri,http://www.wikidata.org/entity/Q710888,en,literal,Arthur O'Connell,en,literal,male,literal,Alzheimer's disease
